mid,municipality_name,sid,settlement_name,total_population,bosniaks,croats,serbs,others,geometry_key,svg_source,has_svg,is_urban_center,is_municipality_capital
1012045,Šamac,903215559,Grebnice,758,,663,,23,1012045:grebnice,,false,false,false
1012045,Šamac,905456355,Šamac,6239,,827,,1479,1012045:samac,,false,true,true
1012045,Šamac,913625188,Lugovi,441,,407,,19,1012045:lugovi,,false,false,false
1012045,Šamac,925933060,Zasavica,558,,524,,23,1012045:zasavica,,false,false,false
1012045,Šamac,926420103,Gornji Hasić,607,,560,,25,1012045:gornji hasic,,false,false,false
1012045,Šamac,928751800,Brvnik,498,,18,,5,1012045:brvnik,,false,false,false
1012045,Šamac,934258692,Donji Hasić,1029,,978,,38,1012045:donji hasic,,false,false,false
1012045,Šamac,935051125,Obudovac,3199,,16,,43,1012045:obudovac,,false,true,false
1012045,Šamac,937276678,Tišina,1943,,1003,,121,1012045:tisina,,false,false,false
1012045,Šamac,939188819,Srednja Slatina,1277,,918,,18,1012045:srednja slatina,,false,false,false
1012045,Šamac,939904054,Kruškovo Polje,706,,8,,25,1012045:kruskovo polje,,false,false,false
1012045,Šamac,946144861,Kornica,830,,802,,19,1012045:kornica,,false,false,false
1012045,Šamac,946441096,Gajevi,601,,4,,19,1012045:gajevi,,false,false,false
1012045,Šamac,946794679,Gornja Slatina,1361,,3,,41,1012045:gornja slatina,,false,false,false
1012045,Šamac,947448192,Donja Slatina,623,,2,,11,1012045:donja slatina,,false,false,false
1012045,Šamac,949462014,Pisari,608,,8,,68,1012045:pisari,,false,false,false
1012045,Šamac,965052697,Novo Selo,1095,,907,,32,1012045:novo selo,,false,false,false
1012045,Šamac,968482154,Crkvina,1704,,18,,104,1012045:crkvina,,false,false,false
1012045,Šamac,973779706,Njegoševo,0,,0,,0,1012045:njegosevo,,false,false,false
1012045,Šamac,976393005,Škarić,298,,1,,14,1012045:skaric,,false,false,false
1012045,Šamac,976526607,Batkuša,924,,2,,15,1012045:batkusa,,false,false,false
1015698,Višegrad,900625445,Gornja Brštanica,49,,0,,1,1015698:gornja brstanica,,false,false,false
1015698,Višegrad,900769706,Rzav,102,,0,,1,1015698:rzav,,false,false,false
1015698,Višegrad,900834392,Gornji Dubovik,18,,0,,0,1015698:gornji dubovik,,false,false,false
1015698,Višegrad,900870467,Jelačići,131,,0,,0,1015698:jelacici,,false,false,false
1015698,Višegrad,901778262,Granje,28,,0,,0,1015698:granje,,false,false,false
1015698,Višegrad,901790776,Donja Jagodina,108,,1,,3,1015698:donja jagodina,,false,false,false
1015698,Višegrad,903326928,Žagre,60,,0,,0,1015698:zagre,,false,false,false
1015698,Višegrad,903574256,Gazibare,30,,0,,0,1015698:gazibare,,false,false,false
1015698,Višegrad,904073849,Ćaćice,115,,0,,0,1015698:cacice,,false,false,false
1015698,Višegrad,904215193,Rutenovići,38,,0,,0,1015698:rutenovici,,false,false,false
1015698,Višegrad,906158292,Kosovo Polje,167,,0,,0,1015698:kosovo polje,,false,false,false
1015698,Višegrad,906590616,Greben,108,,0,,3,1015698:greben,,false,false,false
1015698,Višegrad,906682377,Kupusovići,64,,0,,2,1015698:kupusovici,,false,false,false
1015698,Višegrad,907163339,Zakrsnica,61,,0,,0,1015698:zakrsnica,,false,false,false
1015698,Višegrad,907421548,Orahovci,124,,0,,1,1015698:orahovci,,false,false,false
1015698,Višegrad,907874550,Holijačka Luka,0,,0,,0,1015698:holijacka luka,,false,false,false
1015698,Višegrad,908702767,Donji Dobrun,367,,1,,7,1015698:donji dobrun,,false,false,false
1015698,Višegrad,909163696,Bogdašići,48,,0,,0,1015698:bogdasici,,false,false,false
1015698,Višegrad,910497356,Poljanice,35,,0,,2,1015698:poljanice,,false,false,false
1015698,Višegrad,911252218,Crijep,136,,0,,0,1015698:crijep,,false,false,false
1015698,Višegrad,911343112,Okrugla,153,,0,,1,1015698:okrugla,,false,false,false
1015698,Višegrad,911690706,Drokan,23,,0,,0,1015698:drokan,,false,false,false
1015698,Višegrad,911823424,Masali,80,,0,,0,1015698:masali,,false,false,false
1015698,Višegrad,912664394,Vlahovići,149,,0,,1,1015698:vlahovici,,false,false,false
1015698,Višegrad,912869322,Tvrtkovići,44,,0,,0,1015698:tvrtkovici,,false,false,false
1015698,Višegrad,915203315,Mušići,130,,0,,12,1015698:musici,,false,false,false
1015698,Višegrad,915255728,Blaž,20,,0,,0,1015698:blaz,,false,false,false
1015698,Višegrad,916847080,Đipi,77,,0,,0,1015698:đipi,,false,false,false
1015698,Višegrad,917627317,Gornje Štitarevo,105,,0,,0,1015698:gornje stitarevo,,false,false,false
1015698,Višegrad,918376685,Mangalin Han,20,,0,,0,1015698:mangalin han,,false,false,false
1015698,Višegrad,918520229,Nezuci,263,,1,,0,1015698:nezuci,,false,false,false
1015698,Višegrad,919982991,Kustur Polje,71,,0,,0,1015698:kustur polje,,false,false,false
1015698,Višegrad,920230247,Mirlovići,25,,0,,1,1015698:mirlovici,,false,false,false
1015698,Višegrad,920545251,Đurevići,58,,0,,1,1015698:đurevici,,false,false,false
1015698,Višegrad,921180739,Faljenovići,11,,0,,0,1015698:faljenovici,,false,false,false
1015698,Višegrad,921261523,Smriječje,45,,0,,1,1015698:smrijecje,,false,false,false
1015698,Višegrad,921374946,Donje Dubovo,50,,0,,0,1015698:donje dubovo,,false,false,false
1015698,Višegrad,922124503,Bjegovići,37,,0,,0,1015698:bjegovici,,false,false,false
1015698,Višegrad,922759963,Češalj,50,,0,,0,1015698:cesalj,,false,false,false
1015698,Višegrad,923895240,Jablanica,28,,0,,0,1015698:jablanica,,false,false,false
1015698,Višegrad,924035392,Jelašci,31,,0,,0,1015698:jelasci,,false,false,false
1015698,Višegrad,924597620,Hadrovići,14,,0,,0,1015698:hadrovici,,false,false,false
1015698,Višegrad,927392557,Haluge,97,,0,,5,1015698:haluge,,false,false,false
1015698,Višegrad,927657463,Brezje,16,,0,,0,1015698:brezje,,false,false,false
1015698,Višegrad,927784118,Međuselje,57,,0,,0,1015698:međuselje,,false,false,false
1015698,Višegrad,928606554,Staniševac,36,,0,,0,1015698:stanisevac,,false,false,false
1015698,Višegrad,928857287,Drina,45,,0,,0,1015698:drina,,false,false,false
1015698,Višegrad,929138484,Džankići,85,,0,,0,1015698:dzankici,,false,false,false
1015698,Višegrad,929517417,Tupeši,35,,0,,0,1015698:tupesi,,false,false,false
1015698,Višegrad,934618485,Velji Lug,310,,0,,4,1015698:velji lug,,false,false,false
1015698,Višegrad,934626136,Raonići,50,,0,,0,1015698:raonici,,false,false,false
1015698,Višegrad,935564217,Kočarim,62,,0,,0,1015698:kocarim,,false,false,false
1015698,Višegrad,936235656,Velika Gostilja,152,,0,,1,1015698:velika gostilja,,false,false,false
1015698,Višegrad,936310278,Presjeka,45,,0,,0,1015698:presjeka,,false,false,false
1015698,Višegrad,937306619,Dušče,841,,0,,28,1015698:dusce,,false,false,false
1015698,Višegrad,938146784,Šeganje,308,,0,,10,1015698:seganje,,false,false,false
1015698,Višegrad,938377283,Loznica,46,,0,,0,1015698:loznica,,false,false,false
1015698,Višegrad,939185978,Rohci,53,,0,,0,1015698:rohci,,false,false,false
1015698,Višegrad,939745921,Crni Vrh,63,,0,,0,1015698:crni vrh,,false,false,false
1015698,Višegrad,939862400,Kabernik,393,,0,,2,1015698:kabernik,,false,false,false
1015698,Višegrad,940631789,Tusta Međ,34,,0,,0,1015698:tusta međ,,false,false,false
1015698,Višegrad,940700364,Donja Lijeska,119,,1,,0,1015698:donja lijeska,,false,false,false
1015698,Višegrad,940865271,Dragomilje,0,,0,,0,1015698:dragomilje,,false,false,false
1015698,Višegrad,941096596,Zagorac,19,,0,,0,1015698:zagorac,,false,false,false
1015698,Višegrad,941227439,Ajdinovići,15,,0,,0,1015698:ajdinovici,,false,false,false
1015698,Višegrad,941902308,Oplave,17,,0,,0,1015698:oplave,,false,false,false
1015698,Višegrad,942009004,Mramorice,0,,0,,0,1015698:mramorice,,false,false,false
1015698,Višegrad,942733033,Višegradska Banja,19,,0,,0,1015698:visegradska banja,,false,false,false
1015698,Višegrad,942803921,Bodežnik,18,,0,,0,1015698:bodeznik,,false,false,false
1015698,Višegrad,943232592,Koritnik,164,,0,,0,1015698:koritnik,,false,false,false
1015698,Višegrad,943599017,Brodar,52,,0,,0,1015698:brodar,,false,false,false
1015698,Višegrad,943886940,Jezernice,27,,0,,0,1015698:jezernice,,false,false,false
1015698,Višegrad,945297514,Meremišlje,68,,0,,0,1015698:meremislje,,false,false,false
1015698,Višegrad,945499389,Rujišta,49,,0,,1,1015698:rujista,,false,false,false
1015698,Višegrad,945721877,Barimo,78,,0,,0,1015698:barimo,,false,false,false
1015698,Višegrad,945731934,Crnčići,81,,0,,0,1015698:crncici,,false,false,false
1015698,Višegrad,945752678,Pijavice,103,,0,,1,1015698:pijavice,,false,false,false
1015698,Višegrad,946699879,Šip,37,,0,,0,1015698:sip,,false,false,false
1015698,Višegrad,946819585,Dubočica,68,,0,,6,1015698:dubocica,,false,false,false
1015698,Višegrad,947043847,Povjestača,83,,0,,0,1015698:povjestaca,,false,false,false
1015698,Višegrad,948214652,Prelovo,182,,0,,5,1015698:prelovo,,false,false,false
1015698,Višegrad,949236758,Omerovići,115,,0,,2,1015698:omerovici,,false,false,false
1015698,Višegrad,950207705,Gornja Lijeska,39,,0,,0,1015698:gornja lijeska,,false,false,false
1015698,Višegrad,950902943,Kapetanovići,47,,0,,0,1015698:kapetanovici,,false,false,false
1015698,Višegrad,951050184,Višegrad,6902,,23,,797,1015698:visegrad,,false,true,true
1015698,Višegrad,951270160,Obravnje,15,,0,,0,1015698:obravnje,,false,false,false
1015698,Višegrad,951468457,Nebogovine,22,,0,,0,1015698:nebogovine,,false,false,false
1015698,Višegrad,951684727,Drinsko,280,,0,,0,1015698:drinsko,,false,false,false
1015698,Višegrad,951768640,Macute,34,,0,,0,1015698:macute,,false,false,false
1015698,Višegrad,951966608,Hamzići,122,,0,,1,1015698:hamzici,,false,false,false
1015698,Višegrad,952206749,Podgorje,47,,0,,0,1015698:podgorje,,false,false,false
1015698,Višegrad,952336996,Dobrunska Rijeka,75,,1,,0,1015698:dobrunska rijeka,,false,false,false
1015698,Višegrad,952493031,Gornja Jagodina,2,,0,,0,1015698:gornja jagodina,,false,false,false
1015698,Višegrad,953269259,Batkovica,97,,0,,2,1015698:batkovica,,false,false,false
1015698,Višegrad,953424090,Sendići,17,,0,,0,1015698:sendici,,false,false,false
1015698,Višegrad,954789628,Madžarevići,13,,0,,0,1015698:madzarevici,,false,false,false
1015698,Višegrad,954913721,Bjeljajci,50,,0,,0,1015698:bjeljajci,,false,false,false
1015698,Višegrad,955296547,Velje Polje,47,,0,,0,1015698:velje polje,,false,false,false
1015698,Višegrad,955306073,Čengići,31,,0,,0,1015698:cengici,,false,false,false
1015698,Višegrad,955758555,Trševine,83,,0,,0,1015698:trsevine,,false,false,false
1015698,Višegrad,956026925,Hranjevac,57,,0,,0,1015698:hranjevac,,false,false,false
1015698,Višegrad,956335800,Vodenice,59,,0,,3,1015698:vodenice,,false,false,false
1015698,Višegrad,957209026,Donja Crnča,907,,0,,0,1015698:donja crnca,,false,false,false
1015698,Višegrad,957348485,Kurtalići,72,,0,,2,1015698:kurtalici,,false,false,false
1015698,Višegrad,957407714,Jarci,13,,0,,0,1015698:jarci,,false,false,false
1015698,Višegrad,958831780,Klašnik,134,,0,,0,1015698:klasnik,,false,false,false
1015698,Višegrad,959886707,Jelići,90,,0,,0,1015698:jelici,,false,false,false
1015698,Višegrad,960226076,Ubava,95,,0,,1,1015698:ubava,,false,false,false
1015698,Višegrad,960316340,Zlatnik,26,,0,,0,1015698:zlatnik,,false,false,false
1015698,Višegrad,960477160,Donja Brštanica,56,,0,,0,1015698:donja brstanica,,false,false,false
1015698,Višegrad,960538665,Kopito,14,,0,,0,1015698:kopito,,false,false,false
1015698,Višegrad,960692085,Pretiša,20,,0,,0,1015698:pretisa,,false,false,false
1015698,Višegrad,961448009,Polje,58,,0,,0,1015698:polje,,false,false,false
1015698,Višegrad,961976722,Holijaci,222,,0,,0,1015698:holijaci,,false,false,false
1015698,Višegrad,961999434,Blace,118,,0,,0,1015698:blace,,false,false,false
1015698,Višegrad,963207433,Mala Gostilja,101,,0,,2,1015698:mala gostilja,,false,false,false
1015698,Višegrad,963790712,Batkušići,34,,0,,0,1015698:batkusici,,false,false,false
1015698,Višegrad,963961707,Lasci,29,,0,,0,1015698:lasci,,false,false,false
1015698,Višegrad,964190631,Stražbenice,26,,0,,0,1015698:strazbenice,,false,false,false
1015698,Višegrad,964230637,Donji Dubovik,40,,0,,0,1015698:donji dubovik,,false,false,false
1015698,Višegrad,964495531,Paočići,44,,0,,0,1015698:paocici,,false,false,false
1015698,Višegrad,964643845,Pozderčići,149,,0,,1,1015698:pozdercici,,false,false,false
1015698,Višegrad,964945784,Odžak,34,,0,,0,1015698:odzak,,false,false,false
1015698,Višegrad,965070226,Bijela,102,,0,,2,1015698:bijela,,false,false,false
1015698,Višegrad,965116052,Klisura,27,,0,,0,1015698:klisura,,false,false,false
1015698,Višegrad,967344985,Prisoje,64,,0,,0,1015698:prisoje,,false,false,false
1015698,Višegrad,967999013,Veletovo,76,,0,,0,1015698:veletovo,,false,false,false
1015698,Višegrad,968438183,Okolišta,127,,0,,0,1015698:okolista,,false,false,false
1015698,Višegrad,969679721,Resnik,32,,0,,0,1015698:resnik,,false,false,false
1015698,Višegrad,971169817,Gornje Dubovo,86,,0,,0,1015698:gornje dubovo,,false,false,false
1015698,Višegrad,971644538,Repuševići,65,,0,,2,1015698:repusevici,,false,false,false
1015698,Višegrad,972457655,Žlijeb,179,,0,,0,1015698:zlijeb,,false,false,false
1015698,Višegrad,973303412,Babin Potok,166,,0,,8,1015698:babin potok,,false,false,false
1015698,Višegrad,973586380,Ban Polje,408,,0,,4,1015698:ban polje,,false,false,false
1015698,Višegrad,974231793,Uništa,56,,0,,4,1015698:unista,,false,false,false
1015698,Višegrad,975326646,Bistrivode,122,,0,,1,1015698:bistrivode,,false,false,false
1015698,Višegrad,975491669,Sase,99,,4,,1,1015698:sase,,false,false,false
1015698,Višegrad,975590637,Vučine,151,,0,,3,1015698:vucine,,false,false,false
1015698,Višegrad,976322580,Biljezi,24,,0,,0,1015698:biljezi,,false,false,false
1015698,Višegrad,976365501,Kuka,65,,0,,0,1015698:kuka,,false,false,false
1015698,Višegrad,976817886,Turjak,29,,0,,0,1015698:turjak,,false,false,false
1015698,Višegrad,978051136,Zemljice,46,,0,,1,1015698:zemljice,,false,false,false
1015698,Višegrad,978118553,Borovac,64,,0,,0,1015698:borovac,,false,false,false
1015698,Višegrad,979408479,Gornja Crnča,203,,0,,6,1015698:gornja crnca,,false,false,false
1015698,Višegrad,979618433,Palež,47,,0,,0,1015698:palez,,false,false,false
1015698,Višegrad,979918962,Kamenica,191,,0,,2,1015698:kamenica,,false,false,false
1015698,Višegrad,979953263,Miloševići,26,,0,,0,1015698:milosevici,,false,false,false
1015698,Višegrad,980155704,Gornji Dobrun,171,,0,,1,1015698:gornji dobrun,,false,false,false
1015698,Višegrad,980740635,Međeđa,387,,0,,2,1015698:međeđa,,false,false,false
1015698,Višegrad,981738581,Han Brdo,8,,0,,0,1015698:han brdo,,false,false,false
1015698,Višegrad,982053354,Menzilovići,59,,0,,1,1015698:menzilovici,,false,false,false
1015698,Višegrad,983470096,Kragujevac,48,,0,,0,1015698:kragujevac,,false,false,false
1015698,Višegrad,983514171,Rodić Brdo,132,,0,,3,1015698:rodic brdo,,false,false,false
1015698,Višegrad,983785804,Donje Štitarevo,19,,0,,0,1015698:donje stitarevo,,false,false,false
1015698,Višegrad,983870349,Rijeka,49,,0,,0,1015698:rijeka,,false,false,false
1015698,Višegrad,984492542,Zanožje,11,,0,,0,1015698:zanozje,,false,false,false
1015698,Višegrad,984670931,Šumice,25,,0,,0,1015698:sumice,,false,false,false
1015698,Višegrad,985401613,Donje Vardište,113,,0,,0,1015698:donje vardiste,,false,false,false
1015698,Višegrad,985541320,Glogova,52,,0,,1,1015698:glogova,,false,false,false
1015698,Višegrad,985599697,Bogilice,8,,0,,0,1015698:bogilice,,false,false,false
1015698,Višegrad,987184893,Stolac,17,,0,,0,1015698:stolac,,false,false,false
1015698,Višegrad,989009898,Bursići,9,,0,,0,1015698:bursici,,false,false,false
1015698,Višegrad,989331562,Ušće Lima,0,,0,,0,1015698:usce lima,,false,false,false
1017148,Bužim,902305354,Lubarda,2944,,0,,31,1017148:lubarda,,false,false,false
1017148,Bužim,913026478,Bužim,1697,,3,,31,1017148:buzim,,false,false,true
1017148,Bužim,919778888,Dobro Selo,1752,,1,,20,1017148:dobro selo,,false,false,false
1017148,Bužim,944350063,Bag,644,,1,,7,1017148:bag,,false,false,false
1017148,Bužim,961172934,Mrazovac,3149,,0,,17,1017148:mrazovac,,false,true,false
1017148,Bužim,968326938,Varoška Rijeka,4992,,0,,46,1017148:varoska rijeka,,false,true,false
1017148,Bužim,982805931,Konjodor,1762,,0,,12,1017148:konjodor,,false,false,false
1026177,Šekovići,900004226,Kaštijelj,511,,1,,0,1026177:kastijelj,,false,false,false
1026177,Šekovići,908629806,Majdan,146,,1,,0,1026177:majdan,,false,false,false
1026177,Šekovići,908770287,Jelačići,313,,0,,2,1026177:jelacici,,false,false,false
1026177,Šekovići,910650967,Raševo,96,,0,,0,1026177:rasevo,,false,false,false
1026177,Šekovići,911017227,Betanj,310,,0,,6,1026177:betanj,,false,false,false
1026177,Šekovići,917686387,Akmačići,79,,0,,0,1026177:akmacici,,false,false,false
1026177,Šekovići,918821085,Velika Njiva,512,,0,,4,1026177:velika njiva,,false,false,false
1026177,Šekovići,919304218,Podpola,54,,0,,0,1026177:podpola,,false,false,false
1026177,Šekovići,919448148,Selište,104,,0,,10,1026177:seliste,,false,false,false
1026177,Šekovići,922210886,Strmica,212,,0,,7,1026177:strmica,,false,false,false
1026177,Šekovići,926762491,Stupari,368,,1,,7,1026177:stupari,,false,false,false
1026177,Šekovići,927202244,Ašćerići,226,,0,,1,1026177:ascerici,,false,false,false
1026177,Šekovići,928380596,Bašići,84,,0,,8,1026177:basici,,false,false,false
1026177,Šekovići,928408203,Korijen,222,,0,,0,1026177:korijen,,false,false,false
1026177,Šekovići,930400588,Čanići,106,,0,,0,1026177:canici,,false,false,false
1026177,Šekovići,932047552,Dobrić,140,,0,,1,1026177:dobric,,false,false,false
1026177,Šekovići,938930957,Plazače,155,,0,,0,1026177:plazace,,false,false,false
1026177,Šekovići,941995821,Tepen,193,,0,,8,1026177:tepen,,false,false,false
1026177,Šekovići,943564956,Petrovići,63,,0,,0,1026177:petrovici,,false,false,false
1026177,Šekovići,944026444,Sučani,562,,0,,5,1026177:sucani,,false,false,false
1026177,Šekovići,944230979,Javor,344,,0,,1,1026177:javor,,false,false,false
1026177,Šekovići,948311013,Tupanari,307,,0,,3,1026177:tupanari,,false,false,false
1026177,Šekovići,949296233,Pobedarje,306,,0,,3,1026177:pobedarje,,false,false,false
1026177,Šekovići,951445392,Zupci,78,,0,,1,1026177:zupci,,false,false,false
1026177,Šekovići,952351684,Udbina,781,,3,,69,1026177:udbina,,false,false,false
1026177,Šekovići,953935104,Markovići,169,,0,,2,1026177:markovici,,false,false,false
1026177,Šekovići,954389839,Pelemiši,101,,0,,0,1026177:pelemisi,,false,false,false
1026177,Šekovići,955144647,Papraća,286,,0,,6,1026177:papraca,,false,false,false
1026177,Šekovići,967305149,Milovanovići,138,,0,,0,1026177:milovanovici,,false,false,false
1026177,Šekovići,967656186,Šekovići,1735,,5,,107,1026177:sekovici,,false,false,true
1026177,Šekovići,970770757,Vrelo,292,,0,,6,1026177:vrelo,,false,false,false
1026177,Šekovići,978653898,Đurići,104,,0,,2,1026177:đurici,,false,false,false
1026177,Šekovići,980635855,Dole,158,,0,,4,1026177:dole,,false,false,false
1026177,Šekovići,981477154,Bobari,72,,0,,0,1026177:bobari,,false,false,false
1026177,Šekovići,981694133,Džanojevići,351,,0,,2,1026177:dzanojevici,,false,false,false
1026177,Šekovići,981811804,Vidakovići Vrela,123,,0,,1,1026177:vidakovici vrela,,false,false,false
1026177,Šekovići,985573559,Kalabače,156,,0,,0,1026177:kalabace,,false,false,false
1026177,Šekovići,989311159,Trnovo,390,,0,,3,1026177:trnovo,,false,false,false
1028426,Tomislavgrad,900463105,Mokronoge,550,,269,,10,1028426:mokronoge,,false,false,false
1028426,Tomislavgrad,901245770,Krnjin,164,,163,,1,1028426:krnjin,,false,false,false
1028426,Tomislavgrad,901796548,Ćavarov Stan,66,,66,,0,1028426:cavarov stan,,false,false,false
1028426,Tomislavgrad,903121214,Vranjače,23,,23,,0,1028426:vranjace,,false,false,false
1028426,Tomislavgrad,903123240,Lipa,349,,308,,1,1028426:lipa,,false,false,false
1028426,Tomislavgrad,904157284,Bogdašić,404,,404,,0,1028426:bogdasic,,false,false,false
1028426,Tomislavgrad,907875927,Rašćani,103,,0,,1,1028426:rascani,,false,false,false
1028426,Tomislavgrad,908792608,Roško Polje,1158,,1147,,11,1028426:rosko polje,,false,false,false
1028426,Tomislavgrad,909961285,Gornji Brišnik,315,,314,,1,1028426:gornji brisnik,,false,false,false
1028426,Tomislavgrad,912597174,Srđani,284,,269,,1,1028426:srđani,,false,false,false
1028426,Tomislavgrad,913767786,Bukovica,962,,957,,3,1028426:bukovica,,false,false,false
1028426,Tomislavgrad,914640014,Borčani,759,,757,,2,1028426:borcani,,false,false,false
1028426,Tomislavgrad,915610919,Kongora,866,,855,,5,1028426:kongora,,false,false,false
1028426,Tomislavgrad,915751497,Mandino Selo,453,,303,,0,1028426:mandino selo,,false,false,false
1028426,Tomislavgrad,917409552,Mrkodol,1091,,1089,,2,1028426:mrkodol,,false,false,false
1028426,Tomislavgrad,918411819,Kovači,366,,366,,0,1028426:kovaci,,false,false,false
1028426,Tomislavgrad,919752238,Gornja Prisika,56,,56,,0,1028426:gornja prisika,,false,false,false
1028426,Tomislavgrad,922410156,Dobrići,481,,477,,3,1028426:dobrici,,false,false,false
1028426,Tomislavgrad,923509588,Pasić,150,,150,,0,1028426:pasic,,false,false,false
1028426,Tomislavgrad,924111173,Crvenice,773,,771,,2,1028426:crvenice,,false,false,false
1028426,Tomislavgrad,924756671,Sarajlije,413,,408,,0,1028426:sarajlije,,false,false,false
1028426,Tomislavgrad,927820546,Jošanica,216,,216,,0,1028426:josanica,,false,false,false
1028426,Tomislavgrad,928096190,Grabovica,350,,345,,5,1028426:grabovica,,false,false,false
1028426,Tomislavgrad,929805480,Vinica,412,,404,,8,1028426:vinica,,false,false,false
1028426,Tomislavgrad,929855957,Letka,701,,689,,12,1028426:letka,,false,false,false
1028426,Tomislavgrad,930620477,Bukova Gora,205,,204,,1,1028426:bukova gora,,false,false,false
1028426,Tomislavgrad,931966520,Radoši,201,,201,,0,1028426:radosi,,false,false,false
1028426,Tomislavgrad,938522307,Kolo,525,,524,,1,1028426:kolo,,false,false,false
1028426,Tomislavgrad,938895769,Kuk,207,,205,,2,1028426:kuk,,false,false,false
1028426,Tomislavgrad,944342955,Bobara,111,,111,,0,1028426:bobara,,false,false,false
1028426,Tomislavgrad,946150608,Vojkovići,337,,337,,0,1028426:vojkovici,,false,false,false
1028426,Tomislavgrad,946631671,Vedašić,658,,658,,0,1028426:vedasic,,false,false,false
1028426,Tomislavgrad,949386601,Oplećani,424,,76,,6,1028426:oplecani,,false,false,false
1028426,Tomislavgrad,951756918,Zaljut,26,,26,,0,1028426:zaljut,,false,false,false
1028426,Tomislavgrad,952446648,Mijakovo Polje,184,,183,,1,1028426:mijakovo polje,,false,false,false
1028426,Tomislavgrad,953675503,Liskovača,201,,201,,0,1028426:liskovaca,,false,false,false
1028426,Tomislavgrad,956241402,Prisoje,1150,,1141,,9,1028426:prisoje,,false,false,false
1028426,Tomislavgrad,957631907,Rašeljke,430,,420,,10,1028426:raseljke,,false,false,false
1028426,Tomislavgrad,959260672,Korita,179,,178,,1,1028426:korita,,false,false,false
1028426,Tomislavgrad,960666924,Cebara,139,,139,,0,1028426:cebara,,false,false,false
1028426,Tomislavgrad,962673718,Omolje,670,,667,,3,1028426:omolje,,false,false,false
1028426,Tomislavgrad,968928320,Lug,266,,266,,0,1028426:lug,,false,false,false
1028426,Tomislavgrad,971012498,Blažuj,325,,174,,2,1028426:blazuj,,false,false,false
1028426,Tomislavgrad,971818475,Zidine,39,,39,,0,1028426:zidine,,false,false,false
1028426,Tomislavgrad,973389675,Šuica,1446,,1313,,12,1028426:suica,,false,false,false
1028426,Tomislavgrad,974379027,Rošnjače,101,,101,,0,1028426:rosnjace,,false,false,false
1028426,Tomislavgrad,974765211,Podgaj,171,,171,,0,1028426:podgaj,,false,false,false
1028426,Tomislavgrad,976982626,Vrilo,169,,166,,3,1028426:vrilo,,false,false,false
1028426,Tomislavgrad,977863098,Zaljiće,76,,76,,0,1028426:zaljice,,false,false,false
1028426,Tomislavgrad,979018832,Galečić,280,,276,,4,1028426:galecic,,false,false,false
1028426,Tomislavgrad,981202346,Donji Brišnik,866,,864,,1,1028426:donji brisnik,,false,false,false
1028426,Tomislavgrad,983785384,Seonica,395,,393,,1,1028426:seonica,,false,false,false
1028426,Tomislavgrad,983943263,Tomislavgrad,5012,,3164,,157,1028426:tomislavgrad,,false,true,true
1028426,Tomislavgrad,984801449,Omerovići,321,,1,,0,1028426:omerovici,,false,false,false
1028426,Tomislavgrad,984854759,Baljci,43,,3,,0,1028426:baljci,,false,false,false
1028426,Tomislavgrad,985313979,Mesihovina,964,,958,,3,1028426:mesihovina,,false,false,false
1028426,Tomislavgrad,985653336,Renići,199,,192,,7,1028426:renici,,false,false,false
1028426,Tomislavgrad,987335268,Stipanjići,1249,,843,,11,1028426:stipanjici,,false,false,false
1028426,Tomislavgrad,987555174,Eminovo Selo,674,,600,,4,1028426:eminovo selo,,false,false,false
1028426,Tomislavgrad,989325685,Kazaginac,301,,299,,2,1028426:kazaginac,,false,false,false
1031837,Prnjavor,903376309,Naseobina Lišnja,477,,5,,168,1031837:naseobina lisnja,,false,false,false
1031837,Prnjavor,909098513,Ralutinac,94,,8,,16,1031837:ralutinac,,false,false,false
1031837,Prnjavor,909917254,Karać,96,,0,,0,1031837:karac,,false,false,false
1031837,Prnjavor,910425905,Velika Ilova,1041,,5,,57,1031837:velika ilova,,false,false,false
1031837,Prnjavor,911008964,Orašje,363,,0,,6,1031837:orasje,,false,false,false
1031837,Prnjavor,911296604,Okolica,529,,15,,157,1031837:okolica,,false,false,false
1031837,Prnjavor,913989029,Šereg Ilova,449,,0,,21,1031837:sereg ilova,,false,false,false
1031837,Prnjavor,914051973,Otpočivaljka,229,,1,,2,1031837:otpocivaljka,,false,false,false
1031837,Prnjavor,914062391,Doline,193,,64,,78,1031837:doline,,false,false,false
1031837,Prnjavor,914098269,Donji Smrtići,672,,5,,7,1031837:donji smrtici,,false,false,false
1031837,Prnjavor,915217845,Paramije,289,,0,,16,1031837:paramije,,false,false,false
1031837,Prnjavor,918689469,Štivor,402,,16,,328,1031837:stivor,,false,false,false
1031837,Prnjavor,919932512,Pečeneg Ilova,1287,,3,,10,1031837:peceneg ilova,,false,false,false
1031837,Prnjavor,922487594,Galjipovci,400,,0,,3,1031837:galjipovci,,false,false,false
1031837,Prnjavor,922813828,Gornja Ilova,1391,,4,,12,1031837:gornja ilova,,false,false,false
1031837,Prnjavor,924143329,Potočani,597,,7,,59,1031837:potocani,,false,false,false
1031837,Prnjavor,927602571,Donja Ilova,817,,12,,171,1031837:donja ilova,,false,false,false
1031837,Prnjavor,928517375,Čivčije,374,,2,,13,1031837:civcije,,false,false,false
1031837,Prnjavor,929565600,Mračaj,219,,0,,24,1031837:mracaj,,false,false,false
