sid_excel,settlement_name,source_field,raw_value
1467835:32,Lug,mid,1467835
1467835:33,Ljubunci,mid,1467835
1467835:34,Maglice,mid,1467835
1467835:35,Meopotočje,mid,1467835
1467835:36,Mluša,mid,1467835
1467835:37,Ometala,mid,1467835
1467835:38,Orašac,mid,1467835
1467835:39,Pajići,mid,1467835
1467835:40,Paljike,mid,1467835
1467835:41,Parcani,mid,1467835
1467835:42,Paroš,mid,1467835
1467835:43,Ploča,mid,1467835
1467835:44,Podbor,mid,1467835
1467835:45,Proslap,mid,1467835
1467835:46,Prozor,mid,1467835
1467835:47,Ravnica,mid,1467835
1467835:48,Ripci,mid,1467835
1467835:49,Rumboci,mid,1467835
1467835:50,Skrobućani,mid,1467835
1467835:51,Šćipe,mid,1467835
1467835:52,Šćit,mid,1467835
1467835:53,Šerovina,mid,1467835
1467835:54,Šlimac,mid,1467835
1467835:55,Tošćanica,mid,1467835
1467835:56,Trišćani,mid,1467835
1467835:57,Ustirama,mid,1467835
1467835:58,Uzdol,mid,1467835
1467835:59,Varvara,mid,1467835
1467835:60,Zahum,mid,1467835
1470472:4,Naseljeno mjesto,mid,1470472
1470472:5,Ajdinovići,mid,1470472
1470472:6,Arapovača,mid,1470472
1470472:7,Bakići,mid,1470472
1470472:8,Berisalići,mid,1470472
1470472:9,Boganovići,mid,1470472
1470472:10,Brda,mid,1470472
1470472:11,Bukov Do,mid,1470472
1470472:12,Čude,mid,1470472
1470472:13,Čuništa,mid,1470472
1470472:14,Dolovi,mid,1470472
1470472:15,Drecelj,mid,1470472
1470472:16,Dugandžići,mid,1470472
1470472:17,Glavično,mid,1470472
1470472:18,Grabovica,mid,1470472
1470472:19,Gurdići,mid,1470472
1470472:20,Jelaške,mid,1470472
1470472:21,Kamensko,mid,1470472
1470472:22,Klinčići,mid,1470472
1470472:23,Kolakovići,mid,1470472
1470472:24,Kovačići,mid,1470472
1470472:25,Krajišići,mid,1470472
1470472:26,Križevići,mid,1470472
1470472:27,Kruševo,mid,1470472
1470472:28,Lišci,mid,1470472
1470472:29,Magulica,mid,1470472
1470472:30,Metilji,mid,1470472
1470472:31,Milankovići,mid,1470472
1470472:32,Olovo,mid,1470472
1470472:33,Olovske Luke,mid,1470472
1470472:34,Petrovići,mid,1470472
1470472:35,Ponijerka,mid,1470472
1470472:36,Ponor,mid,1470472
1470472:37,Prgoševo,mid,1470472
1470472:38,Pušino Polje,mid,1470472
1470472:39,Radačići,mid,1470472
1470472:40,Rečica,mid,1470472
1470472:41,Rečice,mid,1470472
1470472:42,Rijeka,mid,1470472
1470472:43,Rubinići,mid,1470472
1470472:44,Slivnje,mid,1470472
1470472:45,Solun,mid,1470472
1470472:46,Stojčići,mid,1470472
1470472:47,Vukotići,mid,1470472
1470472:48,Žeravice,mid,1470472
1470472:49,Žunova,mid,1470472
1472746:4,Naseljeno mjesto,mid,1472746
1472746:5,Bajrići,mid,1472746
1472746:6,Brezova Kosa,mid,1472746
1472746:7,Bukovica,mid,1472746
1472746:8,Cazin,mid,1472746
1472746:9,Crnaja,mid,1472746
1472746:10,Čajići,mid,1472746
1472746:11,Čizmići,mid,1472746
1472746:12,Ćehići,mid,1472746
1472746:13,Ćoralići,mid,1472746
1472746:14,Donja Barska,mid,1472746
1472746:15,Donja Koprivna,mid,1472746
1472746:16,Donja Lučka,mid,1472746
1472746:17,Glogovac,mid,1472746
1472746:18,Gornja Barska,mid,1472746
1472746:19,Gornja Koprivna,mid,1472746
1472746:20,Gornja Lučka,mid,1472746
1472746:21,Gradina,mid,1472746
1472746:22,Hadžin Potok,mid,1472746
1472746:23,Kapići,mid,1472746
1472746:24,Kličići,mid,1472746
1472746:25,Kovačevići,mid,1472746
1472746:26,Krakača,mid,1472746
1472746:27,Krivaja,mid,1472746
1472746:28,Liđani,mid,1472746
1472746:29,Liskovac,mid,1472746
1472746:30,Ljubijankići,mid,1472746
1472746:31,Majetići,mid,1472746
1472746:32,Miostrah,mid,1472746
1472746:33,Mujakići,mid,1472746
1472746:34,Mutnik,mid,1472746
1472746:35,Osredak,mid,1472746
1472746:36,Ostrožac,mid,1472746
1472746:37,Ostrožac na Uni,mid,1472746
1472746:38,Pećigrad,mid,1472746
1472746:39,Pivnice,mid,1472746
1472746:40,Pjanići,mid,1472746
1472746:41,Podgredina,mid,1472746
1472746:42,Polje,mid,1472746
1472746:43,Ponjevići,mid,1472746
1472746:44,Prošići,mid,1472746
1472746:45,Rošići,mid,1472746
1472746:46,Rujnica,mid,1472746
1472746:47,Skokovi,mid,1472746
1472746:48,Stijena,mid,1472746
1472746:49,Šturlić,mid,1472746
1472746:50,Šturlićka Platnica,mid,1472746
1472746:51,Toromani,mid,1472746
1472746:52,Tržac,mid,1472746
1472746:53,Tržačka Platnica,mid,1472746
1472746:54,Tržačka Raštela,mid,1472746
1472746:55,Urga,mid,1472746
1472746:56,Vilenjača,mid,1472746
1472746:57,Vrelo,mid,1472746
1472746:58,Zmajevac,mid,1472746
1472867:4,Naseljeno mjesto,mid,1472867
1472867:5,Blizanci,mid,1472867
1472867:6,Bulozi,mid,1472867
1472867:7,Donje Biosko,mid,1472867
1472867:8,Donje Međuše,mid,1472867
1472867:9,Dovlići,mid,1472867
1472867:10,Faletići,mid,1472867
1472867:11,Gornje Biosko,mid,1472867
1472867:12,Gornje Međuše,mid,1472867
1472867:13,Hreša,mid,1472867
1472867:14,Kumane,mid,1472867
1472867:15,Lipnik,mid,1472867
1472867:16,Njemanica,mid,1472867
1472867:17,Rakova Noga,mid,1472867
1472867:18,Sarajevo Dio - Stari Grad Sarajevo,mid,1472867
1472867:19,Sirovine,mid,1472867
1472867:20,Studenkovići,mid,1472867
1472867:21,Šljeme,mid,1472867
1472867:22,Vučja Luka,mid,1472867
1472867:23,Vuknić,mid,1472867
1475355:4,Naseljeno mjesto,mid,1475355
1475355:5,Ahmovići,mid,1475355
1475355:6,Bačci,mid,1475355
1475355:7,Bahovo,mid,1475355
1475355:8,Bakije,mid,1475355
1475355:9,Bare,mid,1475355
1475355:10,Batkovići,mid,1475355
1475355:11,Bezmilje,mid,1475355
1475355:12,Biljin,mid,1475355
1475355:13,Blagojevići,mid,1475355
1475355:14,Bogušići,mid,1475355
1475355:15,Borovići,mid,1475355
1475355:16,Boškovići,mid,1475355
1475355:17,Brajlovići,mid,1475355
1475355:18,Bratiš,mid,1475355
1475355:19,Brekovi,mid,1475355
1475355:20,Brezje,mid,1475355
1475355:21,Brijeg,mid,1475355
1475355:22,Bučje,mid,1475355
1475355:23,Budići,mid,1475355
1475355:24,Butkovići,mid,1475355
1475355:25,Butkovići Ilovača,mid,1475355
1475355:26,Crvica,mid,1475355
1475355:27,Čitluk,mid,1475355
1475355:28,Čovčići,mid,1475355
1475355:29,Čurovi,mid,1475355
1475355:30,Ćatovići,mid,1475355
1475355:31,Ćehajići,mid,1475355
1475355:32,Deševa,mid,1475355
1475355:33,Donja Brda,mid,1475355
1475355:34,Donja Bukvica,mid,1475355
1475355:35,Donje Selo,mid,1475355
1475355:36,Donji Bogovići,mid,1475355
1475355:37,Dragolji,mid,1475355
1475355:38,Dučići,mid,1475355
1475355:39,Džindići,mid,1475355
1475355:40,Đakovići,mid,1475355
1475355:41,Faočići,mid,1475355
1475355:42,Gaj,mid,1475355
1475355:43,Glamoč,mid,1475355
1475355:44,Gočela,mid,1475355
1475355:45,Goražde,mid,1475355
1475355:46,Gornja Brda,mid,1475355
1475355:47,Gornja Bukvica,mid,1475355
1475355:48,Gornji Bogovići,mid,1475355
1475355:49,Grabovik,mid,1475355
1475355:50,Gunjačići,mid,1475355
1475355:51,Gunjevići,mid,1475355
1475355:52,Gusići,mid,1475355
1475355:53,Guskovići,mid,1475355
1475355:54,Hadžići,mid,1475355
1475355:55,Hrančići,mid,1475355
1475355:56,Hubjeri,mid,1475355
1475355:57,Ilino,mid,1475355
1475355:58,Ilovača,mid,1475355
1475355:59,Jagodići,mid,1475355
1475355:60,Jarovići,mid,1475355
1475355:61,Kalac,mid,1475355
1475355:62,Kamen,mid,1475355
1475355:63,Karauzovići,mid,1475355
1475355:64,Karovići,mid,1475355
1475355:65,Kazagići,mid,1475355
1475355:66,Knjevići,mid,1475355
1475355:67,Kodžaga Polje,mid,1475355
1475355:68,Kola,mid,1475355
1475355:69,Kolijevke,mid,1475355
1475355:70,Kolovarice,mid,1475355
1475355:71,Konjbaba,mid,1475355
1475355:72,Konjevići,mid,1475355
1475355:73,Kosače,mid,1475355
1475355:74,Kovači,mid,1475355
1475355:75,Kraboriš,mid,1475355
1475355:76,Kreča,mid,1475355
1475355:77,Kučine,mid,1475355
1475355:78,Kušeši,mid,1475355
1475355:79,Kutješi,mid,1475355
1475355:80,Laleta,mid,1475355
1475355:81,Lukarice,mid,1475355
1475355:82,Markovići,mid,1475355
1475355:83,Milanovići,mid,1475355
1475355:84,Mirvići,mid,1475355
1475355:85,Mirvići na Podhranjenu,mid,1475355
1475355:86,Morinac,mid,1475355
1475355:87,Mravi,mid,1475355
1475355:88,Mravinjac,mid,1475355
1475355:89,Mrkovi,mid,1475355
1475355:90,Nekopi,mid,1475355
1475355:91,Odžak,mid,1475355
1475355:92,Orahovice,mid,1475355
1475355:93,Oručevac,mid,1475355
1475355:94,Osanica,mid,1475355
1475355:95,Osječani,mid,1475355
1475355:96,Ostružno,mid,1475355
1475355:97,Ozrenovići,mid,1475355
1475355:98,Paraun,mid,1475355
1475355:99,Perjani,mid,1475355
1475355:100,Pijestina,mid,1475355
1475355:101,Pijevac,mid,1475355
1475355:102,Plesi,mid,1475355
1475355:103,Podhomara,mid,1475355
1475355:104,Podhranjen,mid,1475355
1475355:105,Podkozara Donja,mid,1475355
1475355:106,Poratak,mid,1475355
1475355:107,Potrkuša,mid,1475355
1475355:108,Prisoje,mid,1475355
1475355:109,Radići,mid,1475355
1475355:110,Radijevići,mid,1475355
1475355:111,Radovovići,mid,1475355
1475355:112,Raškovići,mid,1475355
1475355:113,Ratkovići,mid,1475355
1475355:114,Rešetnica,mid,1475355
1475355:115,Ropovići,mid,1475355
1475355:116,Rosijevići,mid,1475355
1475355:117,Sedlari,mid,1475355
1475355:118,Sijedac,mid,1475355
1475355:119,Skravnik,mid,1475355
1475355:120,Sofići,mid,1475355
1475355:121,Sopotnica,mid,1475355
1475355:122,Spahovići,mid,1475355
1475355:123,Šabanci,mid,1475355
1475355:124,Šašići,mid,1475355
1475355:125,Šehovići,mid,1475355
1475355:126,Šemihova,mid,1475355
1475355:127,Šućurići,mid,1475355
1475355:128,Tupačići,mid,1475355
1475355:129,Uhotići,mid,1475355
1475355:130,Ušanovići,mid,1475355
1475355:131,Utješinovići,mid,1475355
1475355:132,Vitkovići,mid,1475355
1475355:133,Vlajčići,mid,1475355
1475355:134,Vraneši,mid,1475355
1475355:135,Vranići,mid,1475355
1475355:136,Vranpotok,mid,1475355
1475355:137,Vrbica,mid,1475355
1475355:138,Vremci,mid,1475355
1475355:139,Vučetići,mid,1475355
1475355:140,Zabus,mid,1475355
1475355:141,Završje,mid,1475355
1475355:142,Zorovići,mid,1475355
1475355:143,Zubovići,mid,1475355
1475355:144,Zubovići u Oglečevi,mid,1475355
1475355:145,Zupčići,mid,1475355
1475355:146,Žigovi,mid,1475355
1475355:147,Žilići,mid,1475355
1475355:148,Žuželo,mid,1475355
1487460:4,Naseljeno mjesto,mid,1487460
1487460:5,Batkovići,mid,1487460
1487460:6,Bežđeđe,mid,1487460
1487460:7,Biograd,mid,1487460
1487460:8,Bojišta,mid,1487460
1487460:9,Borovčići,mid,1487460
1487460:10,Bratač,mid,1487460
1487460:11,Budisavlje,mid,1487460
1487460:12,Česim,mid,1487460
1487460:13,Donja Bijenja,mid,1487460
1487460:14,Donji Drežanj,mid,1487460
1487460:15,Donji Lukavac,mid,1487460
1487460:16,Dramiševo,mid,1487460
1487460:17,Gaj,mid,1487460
1487460:18,Gornja Bijenja,mid,1487460
1487460:19,Gornji Drežanj,mid,1487460
1487460:20,Gornji Lukavac,mid,1487460
1487460:21,Grabovica,mid,1487460
1487460:22,Hrušta,mid,1487460
1487460:23,Humčani,mid,1487460
1487460:24,Jasena,mid,1487460
1487460:25,Jugovići,mid,1487460
1487460:26,Kifino Selo,mid,1487460
1487460:27,Kljen,mid,1487460
1487460:28,Kljuna,mid,1487460
1487460:29,Kovačići,mid,1487460
1487460:30,Krekovi,mid,1487460
1487460:31,Kruševljani,mid,1487460
1487460:32,Lakat,mid,1487460
1487460:33,Luka,mid,1487460
1487460:34,Miljevac,mid,1487460
1487460:35,Nevesinje,mid,1487460
1487460:36,Odžak,mid,1487460
1487460:37,Plužine,mid,1487460
1487460:38,Podgrađe,mid,1487460
1487460:39,Postoljani,mid,1487460
1487460:40,Presjeka,mid,1487460
1487460:41,Pridvorci,mid,1487460
1487460:42,Prkovići,mid,1487460
1487460:43,Rabina,mid,1487460
1487460:44,Rast,mid,1487460
1487460:45,Rilja,mid,1487460
1487460:46,Rogače,mid,1487460
1487460:47,Seljani,mid,1487460
1487460:48,Slato,mid,1487460
1487460:49,Sopilja,mid,1487460
1487460:50,Studenci,mid,1487460
1487460:51,Šehovina,mid,1487460
1487460:52,Šipačno,mid,1487460
1487460:53,Trusina,mid,1487460
1487460:54,Udrežnje,mid,1487460
1487460:55,Zaborani,mid,1487460
1487460:56,Zalom,mid,1487460
1487460:57,Zalužje,mid,1487460
1487460:58,Zovi Do,mid,1487460
1487460:59,Žiljevo,mid,1487460
1487460:60,Žuberin,mid,1487460
1487779:4,Naseljeno mjesto,mid,1487779
1487779:5,Alibegovci,mid,1487779
1487779:6,Bejići,mid,1487779
1487779:7,Kraševo,mid,1487779
1487779:8,Lončari,mid,1487779
1487779:9,Makljenovac,mid,1487779
1487779:10,Miljanovci,mid,1487779
1487779:11,Novi Miljanovci,mid,1487779
1487779:12,Omanjska,mid,1487779
1487779:13,Sivša,mid,1487779
1487779:14,Srednja Omanjska,mid,1487779
1487779:15,Tešanjka,mid,1487779
1487779:16,Ularice,mid,1487779
1487779:17,Žabljak,mid,1487779
1490866:4,Naseljeno mjesto,mid,1490866
1490866:5,Bajovci,mid,1490866
1490866:6,Bivolje Brdo,mid,1490866
1490866:7,Crnići,mid,1490866
1490866:8,Čapljina,mid,1490866
1490866:9,Čeljevo,mid,1490866
1490866:10,Doljani,mid,1490866
1490866:11,Domanovići,mid,1490866
1490866:12,Dračevo,mid,1490866
1490866:13,Dretelj,mid,1490866
1490866:14,Dubravica,mid,1490866
1490866:15,Gabela,mid,1490866
1490866:16,Gnjilišta,mid,1490866
1490866:17,Gorica,mid,1490866
1490866:18,Grabovina,mid,1490866
1490866:19,Hotanj,mid,1490866
1490866:20,Jasenica,mid,1490866
1490866:21,Klepci,mid,1490866
1490866:22,Lokve,mid,1490866
1490866:23,Opličići,mid,1490866
1490866:24,Počitelj,mid,1490866
1490866:25,Prćavci,mid,1490866
1490866:26,Prebilovci,mid,1490866
1490866:27,Sjekose,mid,1490866
1490866:28,Stanojevići,mid,1490866
1490866:29,Struge,mid,1490866
1490866:30,Svitava,mid,1490866
1490866:31,Ševaš Njive,mid,1490866
1490866:32,Šurmanci,mid,1490866
1490866:33,Tasovčići,mid,1490866
1490866:34,Trebižat,mid,1490866
1490866:35,Višići,mid,1490866
1490866:36,Zvirovići,mid,1490866
1494459:4,Naseljeno mjesto,mid,1494459
1494459:5,Bara,mid,1494459
1494459:6,Bjelaj,mid,1494459
1494459:7,Bjelajski Vaganac,mid,1494459
1494459:8,Bosanski Petrovac,mid,1494459
1494459:9,Bravski Vaganac,mid,1494459
1494459:10,Brestovac,mid,1494459
1494459:11,Bukovača,mid,1494459
1494459:12,Bunara,mid,1494459
1494459:13,Busije,mid,1494459
1494459:14,Cimeše,mid,1494459
1494459:15,Dobro Selo,mid,1494459
1494459:16,Drinić,mid,1494459
1494459:17,Janjila,mid,1494459
1494459:18,Jasenovac,mid,1494459
1494459:19,Kapljuh,mid,1494459
1494459:20,Klenovac,mid,1494459
1494459:21,Kolonić,mid,1494459
1494459:22,Krnja Jela,mid,1494459
1494459:23,Krnjeuša,mid,1494459
1494459:24,Lastve,mid,1494459
1494459:25,Medeno Polje,mid,1494459
1494459:26,Oraško Brdo,mid,1494459
1494459:27,Oštrelj,mid,1494459
1494459:28,Podsrnetica,mid,1494459
1494459:29,Prkosi,mid,1494459
1494459:30,Rašinovac,mid,1494459
1494459:31,Revenik,mid,1494459
1494459:32,Risovac,mid,1494459
1494459:33,Skakavac,mid,1494459
1494459:34,Smoljana,mid,1494459
1494459:35,Suvaja,mid,1494459
1494459:36,Vedro Polje,mid,1494459
1494459:37,Vođenica,mid,1494459
1494459:38,Vranovina,mid,1494459
1494459:39,Vrtoče,mid,1494459
1494695:4,Naseljeno mjesto,mid,1494695
1494695:5,Adže,mid,1494695
1494695:6,Begov Han,mid,1494695
1494695:7,Bistrica,mid,1494695
1494695:8,Bljuva,mid,1494695
1494695:9,Brankovići,mid,1494695
1494695:10,Čusto Brdo,mid,1494695
1494695:11,Debelo Brdo,mid,1494695
1494695:12,Donji Lug,mid,1494695
1494695:13,Globarica,mid,1494695
1494695:14,Goliješnica,mid,1494695
1494695:15,Golubinja,mid,1494695
1494695:16,Gornja Golubinja,mid,1494695
1494695:17,Gornja Lovnica,mid,1494695
1494695:18,Gornji Lug,mid,1494695
1494695:19,Grabovica,mid,1494695
1494695:20,Komšići,mid,1494695
1494695:21,Lupoglav,mid,1494695
1494695:22,Ljeskovica,mid,1494695
1494695:23,Ljubatovići,mid,1494695
1494695:24,Ljubna,mid,1494695
1494695:25,Matina,mid,1494695
1494695:26,Mračaj,mid,1494695
1494695:27,Orahovica,mid,1494695
1494695:28,Osova,mid,1494695
1494695:29,Ozimica,mid,1494695
1494695:30,Papratnica,mid,1494695
1494695:31,Pire,mid,1494695
1494695:32,Ponijevo,mid,1494695
1494695:33,Radunice,mid,1494695
1494695:34,Ravne Donje,mid,1494695
1494695:35,Ravne Gornje,mid,1494695
1494695:36,Selište,mid,1494695
1494695:37,Tatarbudžak,mid,1494695
1494695:38,Varošište,mid,1494695
1494695:39,Vašarište,mid,1494695
1494695:40,Vinište,mid,1494695
1494695:41,Vitlaci,mid,1494695
1494695:42,Vrbica,mid,1494695
1494695:43,Želeće,mid,1494695
1494695:44,Željezno Polje,mid,1494695
1494695:45,Žepče,mid,1494695
1512315:4,Naseljeno mjesto,mid,1512315
1512315:5,Babuljice,mid,1512315
1512315:6,Bajramovići,mid,1512315
1512315:7,Beširevići,mid,1512315
1512315:8,Blažijevići,mid,1512315
1512315:9,Bostahovine,mid,1512315
1512315:10,Božići,mid,1512315
1512315:11,Brakovci,mid,1512315
1512315:12,Brezovice,mid,1512315
1512315:13,Brežani,mid,1512315
1512315:14,Bučinovići,mid,1512315
1512315:15,Bučje,mid,1512315
1512315:16,Bujakovići,mid,1512315
1512315:17,Crvica,mid,1512315
1512315:18,Čičevci,mid,1512315
1512315:19,Dimnići,mid,1512315
1512315:20,Dobrak,mid,1512315
1512315:21,Donji Potočari,mid,1512315
1512315:22,Fojhar,mid,1512315
1512315:23,Gaj,mid,1512315
1512315:24,Gladovići,mid,1512315
1512315:25,Gođevići,mid,1512315
1512315:26,Gornji Potočari,mid,1512315
1512315:27,Gostilj,mid,1512315
1512315:28,Kalimanići,mid,1512315
1512315:29,Karačići,mid,1512315
1512315:30,Klotjevac,mid,1512315
1512315:31,Kostolomci,mid,1512315
1512315:32,Krnjići,mid,1512315
1512315:33,Krušev Do,mid,1512315
1512315:34,Kutuzero,mid,1512315
1512315:35,Liješće,mid,1512315
1512315:36,Likari,mid,1512315
1512315:37,Lipovac,mid,1512315
1512315:38,Luka,mid,1512315
1512315:39,Ljeskovik,mid,1512315
1512315:40,Mala Daljegošta,mid,1512315
1512315:41,Međe,mid,1512315
1512315:42,Miholjevine,mid,1512315
1512315:43,Milačevići,mid,1512315
1512315:44,Moćevići,mid,1512315
1512315:45,Nogačevići,mid,1512315
1512315:46,Obadi,mid,1512315
1512315:47,Opetci,mid,1512315
1512315:48,Orahovica,mid,1512315
1512315:49,Osatica,mid,1512315
1512315:50,Osmače,mid,1512315
1512315:51,Osredak,mid,1512315
1512315:52,Pale,mid,1512315
1512315:53,Palež,mid,1512315
1512315:54,Peći,mid,1512315
1512315:55,Pećišta,mid,1512315
1512315:56,Petriča,mid,1512315
1512315:57,Podgaj,mid,1512315
1512315:58,Podosoje,mid,1512315
1512315:59,Podravno,mid,1512315
1512315:60,Postolje,mid,1512315
1512315:61,Poznanovići,mid,1512315
1512315:62,Pribidoli,mid,1512315
1512315:63,Pribojevići,mid,1512315
1512315:64,Prohići,mid,1512315
1512315:65,Pusmulići,mid,1512315
1512315:66,Radoševići,mid,1512315
1512315:67,Radovčići,mid,1512315
1512315:68,Rađenovići,mid,1512315
1512315:69,Ratkovići,mid,1512315
1512315:70,Sase,mid,1512315
1512315:71,Skelani,mid,1512315
1512315:72,Skenderovići,mid,1512315
1512315:73,Slatina,mid,1512315
1512315:74,Srebrenica,mid,1512315
1512315:75,Staroglavice,mid,1512315
1512315:76,Sućeska,mid,1512315
1512315:77,Sulice,mid,1512315
1512315:78,Šubin,mid,1512315
1512315:79,Tokoljak,mid,1512315
1512315:80,Toplica,mid,1512315
1512315:81,Urisići,mid,1512315
1512315:82,Velika Daljegošta,mid,1512315
1512315:83,Viogor,mid,1512315
1512315:84,Žabokvica,mid,1512315
1512315:85,Žedanjsko,mid,1512315
1516637:4,Naseljeno mjesto,mid,1516637
1516637:5,Alići,mid,1516637
1516637:6,Bajvati,mid,1516637
1516637:7,Biljačići,mid,1516637
1516637:8,Borovnica,mid,1516637
1516637:9,Crnjevo,mid,1516637
1516637:10,Čardak,mid,1516637
1516637:11,Činovići,mid,1516637
1516637:12,Dištica,mid,1516637
1516637:13,Dolac,mid,1516637
1516637:14,Dolina,mid,1516637
1516637:15,Donja Lovnica,mid,1516637
1516637:16,Donji Junuzovići,mid,1516637
1516637:17,Dragovac,mid,1516637
1516637:18,Dubravica,mid,1516637
1516637:19,Džebe,mid,1516637
1516637:20,Gare,mid,1516637
1516637:21,Gornje Selo,mid,1516637
1516637:22,Gornji Junuzovići,mid,1516637
1516637:23,Gostovići,mid,1516637
1516637:24,Hajderovići,mid,1516637
1516637:25,Hrge,mid,1516637
1516637:26,Kamenica,mid,1516637
1516637:27,Karačić,mid,1516637
1516637:28,Krivaja,mid,1516637
1516637:29,Kućice,mid,1516637
1516637:30,Lijevča,mid,1516637
1516637:31,Mahoje,mid,1516637
1516637:32,Majdan,mid,1516637
1516637:33,Miljevići,mid,1516637
1516637:34,Mitrovići,mid,1516637
1516637:35,Mustajbašići,mid,1516637
1516637:36,Osječani,mid,1516637
1516637:37,Perovići,mid,1516637
1516637:38,Podvolujak,mid,1516637
1516637:39,Potkleče,mid,1516637
1516637:40,Predražići,mid,1516637
1516637:41,Priluk,mid,1516637
1516637:42,Ribnica Dio,mid,1516637
1516637:43,Ridžali,mid,1516637
1516637:44,Rujnica,mid,1516637
1516637:45,Skroze,mid,1516637
1516637:46,Suha,mid,1516637
1516637:47,Svinjašnica,mid,1516637
1516637:48,Vozuća,mid,1516637
1516637:49,Vukmanovići,mid,1516637
1516637:50,Vukovine,mid,1516637
1516637:51,Zavidovići,mid,1516637
1520211:4,Naseljeno mjesto,mid,1520211
1520211:5,Ahmići,mid,1520211
1520211:6,Bila,mid,1520211
1520211:7,Brdo,mid,1520211
1520211:8,Bukve,mid,1520211
1520211:9,Divjak,mid,1520211
1520211:10,Donja Večeriska,mid,1520211
1520211:11,Dubravica,mid,1520211
1520211:12,Gaćice,mid,1520211
1520211:13,Gornja Večeriska,mid,1520211
1520211:14,Jardol,mid,1520211
1520211:15,Kratine,mid,1520211
1520211:16,Krčevine,mid,1520211
1520211:17,Krtine,mid,1520211
1520211:18,Krušćica,mid,1520211
1520211:19,Lupac,mid,1520211
1520211:20,Ljubić,mid,1520211
1520211:21,Mali Mošunj,mid,1520211
1520211:22,Nadioci,mid,1520211
1520211:23,Pirići,mid,1520211
1520211:24,Počulica,mid,1520211
1520211:25,Preočica,mid,1520211
1520211:26,Prnjavor,mid,1520211
1520211:27,Putkovići,mid,1520211
1520211:28,Rijeka,mid,1520211
1520211:29,Sadovače,mid,1520211
1520211:30,Sivrino Selo,mid,1520211
1520211:31,Šantići,mid,1520211
1520211:32,Tolovići,mid,1520211
1520211:33,Veliki Mošunj,mid,1520211
1520211:34,Vitez,mid,1520211
1520211:35,Vraniska,mid,1520211
1520211:36,Vrhovine,mid,1520211
1520211:37,Zabilje,mid,1520211
1520211:38,Zaselje,mid,1520211
1521214:4,Naseljeno mjesto,mid,1521214
1521214:5,Brod,mid,1521214
1521214:6,Brusnica Mala,mid,1521214
1521214:7,Brusnica Velika,mid,1521214
1521214:8,Donja Barica,mid,1521214
1521214:9,Donja Močila,mid,1521214
1521214:10,Donja Vrela,mid,1521214
1521214:11,Donje Kolibe,mid,1521214
1521214:12,Donji Klakar,mid,1521214
1521214:13,Gornja Barica,mid,1521214
1521214:14,Gornja Močila,mid,1521214
1521214:15,Gornja Vrela,mid,1521214
1521214:16,Gornje Kolibe,mid,1521214
1521214:17,Gornji Klakar,mid,1521214
1521214:18,Grk,mid,1521214
1521214:19,Koraće,mid,1521214
1521214:20,Kričanovo,mid,1521214
1521214:21,Kruščik,mid,1521214
1521214:22,Liješće,mid,1521214
1521214:23,Novo Selo,mid,1521214
1521214:24,Sijekovac,mid,1521214
1521214:25,Unka,mid,1521214
1521214:26,Vinska,mid,1521214
1521214:27,Zborište,mid,1521214
1532434:4,Naseljeno mjesto,mid,1532434
1532434:5,Brezje,mid,1532434
1532434:6,Brnjik,mid,1532434
1532434:7,Brusnica,mid,1532434
1532434:8,Bučje,mid,1532434
1532434:9,Čelić,mid,1532434
1532434:10,Drijenča,mid,1532434
1532434:11,Humci,mid,1532434
1532434:12,Jablanica,mid,1532434
1532434:13,Lopare Selo,mid,1532434
1532434:14,Lukavica,mid,1532434
1532434:15,Miladići,mid,1532434
1532434:16,Mirosavci,mid,1532434
1532434:17,Nahvioci,mid,1532434
1532434:18,Piperi,mid,1532434
1532434:19,Pukiš,mid,1532434
1532434:20,Ratkovići,mid,1532434
1532434:21,Šibošnica,mid,1532434
1532434:22,Velino Selo,mid,1532434
1532434:23,Visori,mid,1532434
1532434:24,Vražići,mid,1532434
1535620:4,Naseljeno mjesto,mid,1535620
1535620:5,Baljvine,mid,1535620
1535620:6,Bjelajce,mid,1535620
1535620:7,Brdo,mid,1535620
1535620:8,Dabrac,mid,1535620
1535620:9,Donja Pecka,mid,1535620
1535620:10,Donja Podgorja,mid,1535620
1535620:11,Donji Baraći,mid,1535620
1535620:12,Donji Graci,mid,1535620
1535620:13,Dubica,mid,1535620
1535620:14,Gerzovo,mid,1535620
1535620:15,Gornja Pecka,mid,1535620
1535620:16,Gornja Podgorja,mid,1535620
1535620:17,Gornji Baraći,mid,1535620
1535620:18,Gornji Graci,mid,1535620
1535620:19,Gustovara,mid,1535620
1535620:20,Jasenovi Potoci,mid,1535620
1535620:21,Kopljevići,mid,1535620
1535620:22,Kotor,mid,1535620
1535620:23,Liskovica,mid,1535620
1535620:24,Magaljdol,mid,1535620
1535620:25,Majdan,mid,1535620
1535620:26,Medna,mid,1535620
1535620:27,Mlinište,mid,1535620
1535620:28,Mrkonjić Grad,mid,1535620
1535620:29,Oćune,mid,1535620
1535620:30,Okandžije,mid,1535620
1535620:31,Orahovljani,mid,1535620
1535620:32,Podbrdo,mid,1535620
1535620:33,Podorugla,mid,1535620
1535620:34,Podrašnica,mid,1535620
1535620:35,Stupari,mid,1535620
1535620:36,Surjan,mid,1535620
1535620:37,Šehovci,mid,1535620
