sid_excel,settlement_name,source_field,raw_value
1012045:4,Naseljeno mjesto,mid,1012045
1012045:5,Batkuša,mid,1012045
1012045:6,Brvnik,mid,1012045
1012045:7,Crkvina,mid,1012045
1012045:8,Donja Slatina,mid,1012045
1012045:9,Donji Hasić,mid,1012045
1012045:10,Gajevi,mid,1012045
1012045:11,Gornja Slatina,mid,1012045
1012045:12,Gornji Hasić,mid,1012045
1012045:13,Grebnice,mid,1012045
1012045:14,Kornica,mid,1012045
1012045:15,Kruškovo Polje,mid,1012045
1012045:16,Lugovi,mid,1012045
1012045:17,Novo Selo,mid,1012045
1012045:18,Njegoševo,mid,1012045
1012045:19,Obudovac,mid,1012045
1012045:20,Pisari,mid,1012045
1012045:21,Srednja Slatina,mid,1012045
1012045:22,Šamac,mid,1012045
1012045:23,Škarić,mid,1012045
1012045:24,Tišina,mid,1012045
1012045:25,Zasavica,mid,1012045
1015698:4,Naseljeno mjesto,mid,1015698
1015698:5,Ajdinovići,mid,1015698
1015698:6,Babin Potok,mid,1015698
1015698:7,Ban Polje,mid,1015698
1015698:8,Barimo,mid,1015698
1015698:9,Batkovica,mid,1015698
1015698:10,Batkušići,mid,1015698
1015698:11,Bijela,mid,1015698
1015698:12,Biljezi,mid,1015698
1015698:13,Bistrivode,mid,1015698
1015698:14,Bjegovići,mid,1015698
1015698:15,Bjeljajci,mid,1015698
1015698:16,Blace,mid,1015698
1015698:17,Blaž,mid,1015698
1015698:18,Bodežnik,mid,1015698
1015698:19,Bogdašići,mid,1015698
1015698:20,Bogilice,mid,1015698
1015698:21,Borovac,mid,1015698
1015698:22,Brezje,mid,1015698
1015698:23,Brodar,mid,1015698
1015698:24,Bursići,mid,1015698
1015698:25,Crijep,mid,1015698
1015698:26,Crnčići,mid,1015698
1015698:27,Crni Vrh,mid,1015698
1015698:28,Čengići,mid,1015698
1015698:29,Češalj,mid,1015698
1015698:30,Ćaćice,mid,1015698
1015698:31,Dobrunska Rijeka,mid,1015698
1015698:32,Donja Brštanica,mid,1015698
1015698:33,Donja Crnča,mid,1015698
1015698:34,Donja Jagodina,mid,1015698
1015698:35,Donja Lijeska,mid,1015698
1015698:36,Donje Dubovo,mid,1015698
1015698:37,Donje Štitarevo,mid,1015698
1015698:38,Donje Vardište,mid,1015698
1015698:39,Donji Dobrun,mid,1015698
1015698:40,Donji Dubovik,mid,1015698
1015698:41,Dragomilje,mid,1015698
1015698:42,Drina,mid,1015698
1015698:43,Drinsko,mid,1015698
1015698:44,Drokan,mid,1015698
1015698:45,Dubočica,mid,1015698
1015698:46,Dušče,mid,1015698
1015698:47,Džankići,mid,1015698
1015698:48,Đipi,mid,1015698
1015698:49,Đurevići,mid,1015698
1015698:50,Faljenovići,mid,1015698
1015698:51,Gazibare,mid,1015698
1015698:52,Glogova,mid,1015698
1015698:53,Gornja Brštanica,mid,1015698
1015698:54,Gornja Crnča,mid,1015698
1015698:55,Gornja Jagodina,mid,1015698
1015698:56,Gornja Lijeska,mid,1015698
1015698:57,Gornje Dubovo,mid,1015698
1015698:58,Gornje Štitarevo,mid,1015698
1015698:59,Gornji Dobrun,mid,1015698
1015698:60,Gornji Dubovik,mid,1015698
1015698:61,Granje,mid,1015698
1015698:62,Greben,mid,1015698
1015698:63,Hadrovići,mid,1015698
1015698:64,Haluge,mid,1015698
1015698:65,Hamzići,mid,1015698
1015698:66,Han Brdo,mid,1015698
1015698:67,Holijaci,mid,1015698
1015698:68,Holijačka Luka,mid,1015698
1015698:69,Hranjevac,mid,1015698
1015698:70,Jablanica,mid,1015698
1015698:71,Jarci,mid,1015698
1015698:72,Jelačići,mid,1015698
1015698:73,Jelašci,mid,1015698
1015698:74,Jelići,mid,1015698
1015698:75,Jezernice,mid,1015698
1015698:76,Kabernik,mid,1015698
1015698:77,Kamenica,mid,1015698
1015698:78,Kapetanovići,mid,1015698
1015698:79,Klašnik,mid,1015698
1015698:80,Klisura,mid,1015698
1015698:81,Kočarim,mid,1015698
1015698:82,Kopito,mid,1015698
1015698:83,Koritnik,mid,1015698
1015698:84,Kosovo Polje,mid,1015698
1015698:85,Kragujevac,mid,1015698
1015698:86,Kuka,mid,1015698
1015698:87,Kupusovići,mid,1015698
1015698:88,Kurtalići,mid,1015698
1015698:89,Kustur Polje,mid,1015698
1015698:90,Lasci,mid,1015698
1015698:91,Loznica,mid,1015698
1015698:92,Macute,mid,1015698
1015698:93,Madžarevići,mid,1015698
1015698:94,Mala Gostilja,mid,1015698
1015698:95,Mangalin Han,mid,1015698
1015698:96,Masali,mid,1015698
1015698:97,Međeđa,mid,1015698
1015698:98,Međuselje,mid,1015698
1015698:99,Menzilovići,mid,1015698
1015698:100,Meremišlje,mid,1015698
1015698:101,Miloševići,mid,1015698
1015698:102,Mirlovići,mid,1015698
1015698:103,Mramorice,mid,1015698
1015698:104,Mušići,mid,1015698
1015698:105,Nebogovine,mid,1015698
1015698:106,Nezuci,mid,1015698
1015698:107,Obravnje,mid,1015698
1015698:108,Odžak,mid,1015698
1015698:109,Okolišta,mid,1015698
1015698:110,Okrugla,mid,1015698
1015698:111,Omerovići,mid,1015698
1015698:112,Oplave,mid,1015698
1015698:113,Orahovci,mid,1015698
1015698:114,Palež,mid,1015698
1015698:115,Paočići,mid,1015698
1015698:116,Pijavice,mid,1015698
1015698:117,Podgorje,mid,1015698
1015698:118,Poljanice,mid,1015698
1015698:119,Polje,mid,1015698
1015698:120,Povjestača,mid,1015698
1015698:121,Pozderčići,mid,1015698
1015698:122,Prelovo,mid,1015698
1015698:123,Presjeka,mid,1015698
1015698:124,Pretiša,mid,1015698
1015698:125,Prisoje,mid,1015698
1015698:126,Raonići,mid,1015698
1015698:127,Repuševići,mid,1015698
1015698:128,Resnik,mid,1015698
1015698:129,Rijeka,mid,1015698
1015698:130,Rodić Brdo,mid,1015698
1015698:131,Rohci,mid,1015698
1015698:132,Rujišta,mid,1015698
1015698:133,Rutenovići,mid,1015698
1015698:134,Rzav,mid,1015698
1015698:135,Sase,mid,1015698
1015698:136,Sendići,mid,1015698
1015698:137,Smriječje,mid,1015698
1015698:138,Staniševac,mid,1015698
1015698:139,Stolac,mid,1015698
1015698:140,Stražbenice,mid,1015698
1015698:141,Šeganje,mid,1015698
1015698:142,Šip,mid,1015698
1015698:143,Šumice,mid,1015698
1015698:144,Trševine,mid,1015698
1015698:145,Tupeši,mid,1015698
1015698:146,Turjak,mid,1015698
1015698:147,Tusta Međ,mid,1015698
1015698:148,Tvrtkovići,mid,1015698
1015698:149,Ubava,mid,1015698
1015698:150,Uništa,mid,1015698
1015698:151,Ušće Lima,mid,1015698
1015698:152,Veletovo,mid,1015698
1015698:153,Velika Gostilja,mid,1015698
1015698:154,Velje Polje,mid,1015698
1015698:155,Velji Lug,mid,1015698
1015698:156,Višegrad,mid,1015698
1015698:157,Višegradska Banja,mid,1015698
1015698:158,Vlahovići,mid,1015698
1015698:159,Vodenice,mid,1015698
1015698:160,Vučine,mid,1015698
1015698:161,Zagorac,mid,1015698
1015698:162,Zakrsnica,mid,1015698
1015698:163,Zanožje,mid,1015698
1015698:164,Zemljice,mid,1015698
1015698:165,Zlatnik,mid,1015698
1015698:166,Žagre,mid,1015698
1015698:167,Žlijeb,mid,1015698
1017148:4,Naseljeno mjesto,mid,1017148
1017148:5,Bag,mid,1017148
1017148:6,Bužim,mid,1017148
1017148:7,Dobro Selo,mid,1017148
1017148:8,Konjodor,mid,1017148
1017148:9,Lubarda,mid,1017148
1017148:10,Mrazovac,mid,1017148
1017148:11,Varoška Rijeka,mid,1017148
1026177:4,Naseljeno mjesto,mid,1026177
1026177:5,Akmačići,mid,1026177
1026177:6,Ašćerići,mid,1026177
1026177:7,Bašići,mid,1026177
1026177:8,Betanj,mid,1026177
1026177:9,Bobari,mid,1026177
1026177:10,Čanići,mid,1026177
1026177:11,Dobrić,mid,1026177
1026177:12,Dole,mid,1026177
1026177:13,Džanojevići,mid,1026177
1026177:14,Đurići,mid,1026177
1026177:15,Javor,mid,1026177
1026177:16,Jelačići,mid,1026177
1026177:17,Kalabače,mid,1026177
1026177:18,Kaštijelj,mid,1026177
1026177:19,Korijen,mid,1026177
1026177:20,Majdan,mid,1026177
1026177:21,Markovići,mid,1026177
1026177:22,Milovanovići,mid,1026177
1026177:23,Papraća,mid,1026177
1026177:24,Pelemiši,mid,1026177
1026177:25,Petrovići,mid,1026177
1026177:26,Plazače,mid,1026177
1026177:27,Pobedarje,mid,1026177
1026177:28,Podpola,mid,1026177
1026177:29,Raševo,mid,1026177
1026177:30,Selište,mid,1026177
1026177:31,Strmica,mid,1026177
1026177:32,Stupari,mid,1026177
1026177:33,Sučani,mid,1026177
1026177:34,Šekovići,mid,1026177
1026177:35,Tepen,mid,1026177
1026177:36,Trnovo,mid,1026177
1026177:37,Tupanari,mid,1026177
1026177:38,Udbina,mid,1026177
1026177:39,Velika Njiva,mid,1026177
1026177:40,Vidakovići Vrela,mid,1026177
1026177:41,Vrelo,mid,1026177
1026177:42,Zupci,mid,1026177
1028426:4,Naseljeno mjesto,mid,1028426
1028426:5,Baljci,mid,1028426
1028426:6,Blažuj,mid,1028426
1028426:7,Bobara,mid,1028426
1028426:8,Bogdašić,mid,1028426
1028426:9,Borčani,mid,1028426
1028426:10,Bukova Gora,mid,1028426
1028426:11,Bukovica,mid,1028426
1028426:12,Cebara,mid,1028426
1028426:13,Crvenice,mid,1028426
1028426:14,Ćavarov Stan,mid,1028426
1028426:15,Dobrići,mid,1028426
1028426:16,Donji Brišnik,mid,1028426
1028426:17,Eminovo Selo,mid,1028426
1028426:18,Galečić,mid,1028426
1028426:19,Gornja Prisika,mid,1028426
1028426:20,Gornji Brišnik,mid,1028426
1028426:21,Grabovica,mid,1028426
1028426:22,Jošanica,mid,1028426
1028426:23,Kazaginac,mid,1028426
1028426:24,Kolo,mid,1028426
1028426:25,Kongora,mid,1028426
1028426:26,Korita,mid,1028426
1028426:27,Kovači,mid,1028426
1028426:28,Krnjin,mid,1028426
1028426:29,Kuk,mid,1028426
1028426:30,Letka,mid,1028426
1028426:31,Lipa,mid,1028426
1028426:32,Liskovača,mid,1028426
1028426:33,Lug,mid,1028426
1028426:34,Mandino Selo,mid,1028426
1028426:35,Mesihovina,mid,1028426
1028426:36,Mijakovo Polje,mid,1028426
1028426:37,Mokronoge,mid,1028426
1028426:38,Mrkodol,mid,1028426
1028426:39,Omerovići,mid,1028426
1028426:40,Omolje,mid,1028426
1028426:41,Oplećani,mid,1028426
1028426:42,Pasić,mid,1028426
1028426:43,Podgaj,mid,1028426
1028426:44,Prisoje,mid,1028426
1028426:45,Radoši,mid,1028426
1028426:46,Rašćani,mid,1028426
1028426:47,Rašeljke,mid,1028426
1028426:48,Renići,mid,1028426
1028426:49,Roško Polje,mid,1028426
1028426:50,Rošnjače,mid,1028426
1028426:51,Sarajlije,mid,1028426
1028426:52,Seonica,mid,1028426
1028426:53,Srđani,mid,1028426
1028426:54,Stipanjići,mid,1028426
1028426:55,Šuica,mid,1028426
1028426:56,Tomislavgrad,mid,1028426
1028426:57,Vedašić,mid,1028426
1028426:58,Vinica,mid,1028426
1028426:59,Vojkovići,mid,1028426
1028426:60,Vranjače,mid,1028426
1028426:61,Vrilo,mid,1028426
1028426:62,Zaljiće,mid,1028426
1028426:63,Zaljut,mid,1028426
1028426:64,Zidine,mid,1028426
1031837:4,Naseljeno mjesto,mid,1031837
1031837:5,Babanovci,mid,1031837
1031837:6,Brezik,mid,1031837
1031837:7,Crkvena,mid,1031837
1031837:8,Čivčije,mid,1031837
1031837:9,Čorle,mid,1031837
1031837:10,Doline,mid,1031837
1031837:11,Donja Ilova,mid,1031837
1031837:12,Donja Mravica,mid,1031837
1031837:13,Donji Galjipovci,mid,1031837
1031837:14,Donji Palačkovci,mid,1031837
1031837:15,Donji Smrtići,mid,1031837
1031837:16,Donji Štrpci,mid,1031837
1031837:17,Donji Vijačani,mid,1031837
1031837:18,Drenova,mid,1031837
1031837:19,Gajevi,mid,1031837
1031837:20,Galjipovci,mid,1031837
1031837:21,Gornja Ilova,mid,1031837
1031837:22,Gornja Mravica,mid,1031837
1031837:23,Gornji Galjipovci,mid,1031837
1031837:24,Gornji Palačkovci,mid,1031837
1031837:25,Gornji Smrtići,mid,1031837
1031837:26,Gornji Štrpci,mid,1031837
1031837:27,Gornji Vijačani,mid,1031837
1031837:28,Grabik Ilova,mid,1031837
1031837:29,Gusak,mid,1031837
1031837:30,Hrvaćani,mid,1031837
1031837:31,Jadovica,mid,1031837
1031837:32,Jasik,mid,1031837
1031837:33,Karać,mid,1031837
1031837:34,Kokori,mid,1031837
1031837:35,Konjuhovci,mid,1031837
1031837:36,Kremna,mid,1031837
1031837:37,Kulaši,mid,1031837
1031837:38,Lišnja,mid,1031837
1031837:39,Lužani,mid,1031837
1031837:40,Maćino Brdo,mid,1031837
1031837:41,Mračaj,mid,1031837
1031837:42,Mravica,mid,1031837
1031837:43,Mujinci,mid,1031837
1031837:44,Naseobina Babanovci,mid,1031837
1031837:45,Naseobina Hrvaćani,mid,1031837
1031837:46,Naseobina Lišnja,mid,1031837
1031837:47,Novo Selo,mid,1031837
1031837:48,Okolica,mid,1031837
1031837:49,Orašje,mid,1031837
1031837:50,Otpočivaljka,mid,1031837
1031837:51,Paramije,mid,1031837
1031837:52,Pečeneg Ilova,mid,1031837
1031837:53,Popovići,mid,1031837
1031837:54,Potočani,mid,1031837
1031837:55,Prnjavor,mid,1031837
1031837:56,Prosjek,mid,1031837
1031837:57,Puraći,mid,1031837
1031837:58,Ralutinac,mid,1031837
1031837:59,Ratkovac,mid,1031837
1031837:60,Skakavci,mid,1031837
1031837:61,Srpovci,mid,1031837
1031837:62,Šarinci,mid,1031837
1031837:63,Šereg Ilova,mid,1031837
1031837:64,Šibovska,mid,1031837
1031837:65,Štivor,mid,1031837
1031837:66,Velika Ilova,mid,1031837
1031837:67,Vršani,mid,1031837
1037615:4,Naseljeno mjesto,mid,1037615
1037615:5,Bila,mid,1037615
1037615:6,Bilo Polje,mid,1037615
1037615:7,Bogdaše,mid,1037615
1037615:8,Bojmunte,mid,1037615
1037615:9,Čaić,mid,1037615
1037615:10,Čaprazlije,mid,1037615
1037615:11,Čelebić,mid,1037615
1037615:12,Čuklić,mid,1037615
1037615:13,Ćosanlije,mid,1037615
1037615:14,Dobro,mid,1037615
1037615:15,Donji Rujani,mid,1037615
1037615:16,Drinova Međa,mid,1037615
1037615:17,Držanlije,mid,1037615
1037615:18,Golinjevo,mid,1037615
1037615:19,Gornji Rujani,mid,1037615
1037615:20,Grborezi,mid,1037615
1037615:21,Grgurići,mid,1037615
1037615:22,Gubin,mid,1037615
1037615:23,Komorani,mid,1037615
1037615:24,Kovačić,mid,1037615
1037615:25,Lipa,mid,1037615
1037615:26,Lištani,mid,1037615
1037615:27,Livno,mid,1037615
1037615:28,Lopatice,mid,1037615
1037615:29,Lusnić,mid,1037615
1037615:30,Ljubunčić,mid,1037615
1037615:31,Mali Guber,mid,1037615
1037615:32,Mali Kablići,mid,1037615
1037615:33,Miši,mid,1037615
1037615:34,Odžak,mid,1037615
1037615:35,Orguz,mid,1037615
1037615:36,Podgradina,mid,1037615
1037615:37,Podgreda,mid,1037615
1037615:38,Podhum,mid,1037615
1037615:39,Potkraj,mid,1037615
1037615:40,Potočani,mid,1037615
1037615:41,Potok,mid,1037615
1037615:42,Priluka,mid,1037615
1037615:43,Prisap,mid,1037615
1037615:44,Prolog,mid,1037615
1037615:45,Provo,mid,1037615
1037615:46,Radanovci,mid,1037615
1037615:47,Rapovine,mid,1037615
1037615:48,Sajković,mid,1037615
1037615:49,Smričani,mid,1037615
1037615:50,Srđevići,mid,1037615
1037615:51,Strupnić,mid,1037615
1037615:52,Suhača,mid,1037615
1037615:53,Tribić,mid,1037615
1037615:54,Veliki Guber,mid,1037615
1037615:55,Veliki Kablići,mid,1037615
1037615:56,Vidoši,mid,1037615
1037615:57,Vrbica,mid,1037615
1037615:58,Vržerala,mid,1037615
1037615:59,Zabrišće,mid,1037615
1037615:60,Zagoričani,mid,1037615
1037615:61,Zastinje,mid,1037615
1037615:62,Žabljak,mid,1037615
1037615:63,Žirović,mid,1037615
1039821:4,Naseljeno mjesto,mid,1039821
1039821:5,Baljivac,mid,1039821
1039821:6,Baonine,mid,1039821
1039821:7,Belenići,mid,1039821
1039821:8,Bobovišta,mid,1039821
1039821:9,Cerovac,mid,1039821
1039821:10,Cicrina,mid,1039821
1039821:11,Čavaš,mid,1039821
1039821:12,Čopice,mid,1039821
1039821:13,Čvaljina,mid,1039821
1039821:14,Diklići,mid,1039821
1039821:15,Dvrsnica,mid,1039821
1039821:16,Glavska,mid,1039821
1039821:17,Gola Glavica,mid,1039821
1039821:18,Golubinac,mid,1039821
1039821:19,Gorogaše,mid,1039821
1039821:20,Grebci,mid,1039821
1039821:21,Grmljani,mid,1039821
1039821:22,Ivanica,mid,1039821
1039821:23,Kalađurđevići,mid,1039821
1039821:24,Kijev Do,mid,1039821
1039821:25,Klikovići,mid,1039821
1039821:26,Kotezi,mid,1039821
1039821:27,Krajkovići,mid,1039821
1039821:28,Kutina,mid,1039821
1039821:29,Lušnica,mid,1039821
1039821:30,Mrnjići,mid,1039821
1039821:31,Nenovići,mid,1039821
1039821:32,Nevada,mid,1039821
1039821:33,Orah,mid,1039821
1039821:34,Orahov Do,mid,1039821
1039821:35,Orašje Popovo,mid,1039821
1039821:36,Poljice Čičevo,mid,1039821
1039821:37,Prosjek,mid,1039821
1039821:38,Rapti Bobani,mid,1039821
1039821:39,Ravno,mid,1039821
1039821:40,Rupni Do,mid,1039821
1039821:41,Sedlari,mid,1039821
1039821:42,Slavogostići,mid,1039821
1039821:43,Slivnica Bobani,mid,1039821
1039821:44,Slivnica Površ,mid,1039821
1039821:45,Sparožići,mid,1039821
1039821:46,Strujići,mid,1039821
1039821:47,Šćenica Bobani,mid,1039821
1039821:48,Trebimlja,mid,1039821
1039821:49,Trnčina,mid,1039821
1039821:50,Uskoplje,mid,1039821
1039821:51,Veličani,mid,1039821
1039821:52,Velja Međa,mid,1039821
1039821:53,Vlaka,mid,1039821
1039821:54,Vukovići,mid,1039821
1039821:55,Začula,mid,1039821
1039821:56,Zagradinje,mid,1039821
1039821:57,Zaplanik,mid,1039821
1039821:58,Zavala,mid,1039821
1041595:4,Naseljeno mjesto,mid,1041595
1041595:5,Azapovići,mid,1041595
1041595:6,Badnje,mid,1041595
1041595:7,Behrići,mid,1041595
1041595:8,Bilalovac,mid,1041595
1041595:9,Bliznice,mid,1041595
1041595:10,Boljkovići,mid,1041595
1041595:11,Borina,mid,1041595
1041595:12,Brizje,mid,1041595
1041595:13,Brnjaci,mid,1041595
1041595:14,Bukovica,mid,1041595
1041595:15,Buzuci,mid,1041595
1041595:16,Čalikovac,mid,1041595
1041595:17,Čizma,mid,1041595
1041595:18,Čubren,mid,1041595
1041595:19,Datići,mid,1041595
1041595:20,Demići,mid,1041595
1041595:21,Devetaci,mid,1041595
1041595:22,Doci,mid,1041595
1041595:23,Donji Palež,mid,1041595
1041595:24,Draževići,mid,1041595
1041595:25,Dubrave,mid,1041595
1041595:26,Dugo Polje,mid,1041595
1041595:27,Duhri,mid,1041595
1041595:28,Duke,mid,1041595
1041595:29,Gaj,mid,1041595
1041595:30,Gojakovac,mid,1041595
1041595:31,Gomionica,mid,1041595
1041595:32,Gornji Palež,mid,1041595
1041595:33,Gradac,mid,1041595
1041595:34,Grahovci,mid,1041595
1041595:35,Gromiljak,mid,1041595
1041595:36,Gunjače,mid,1041595
1041595:37,Hadrovci,mid,1041595
1041595:38,Han Ploča,mid,1041595
1041595:39,Hercezi,mid,1041595
1041595:40,Homolj,mid,1041595
1041595:41,Hrastovi,mid,1041595
1041595:42,Ivica,mid,1041595
1041595:43,Jehovac,mid,1041595
1041595:44,Katunište,mid,1041595
1041595:45,Kazagići,mid,1041595
1041595:46,Kiseljak,mid,1041595
1041595:47,Kotačala,mid,1041595
1041595:48,Kovači,mid,1041595
1041595:49,Krčevine,mid,1041595
1041595:50,Križići,mid,1041595
1041595:51,Kuliješ,mid,1041595
1041595:52,Lug,mid,1041595
1041595:53,Ljetovik,mid,1041595
1041595:54,Mahala Gomionica,mid,1041595
1041595:55,Mahala Višnjica,mid,1041595
1041595:56,Male Sotnice,mid,1041595
1041595:57,Markovići,mid,1041595
1041595:58,Maslinovići,mid,1041595
1041595:59,Medovci,mid,1041595
1041595:60,Medovići,mid,1041595
1041595:61,Miroševići,mid,1041595
1041595:62,Mrakovi,mid,1041595
1041595:63,Odrače,mid,1041595
1041595:64,Paretak,mid,1041595
1041595:65,Pariževići,mid,1041595
1041595:66,Pobrđe Milodraž,mid,1041595
1041595:67,Pobrđe Orahovo,mid,1041595
1041595:68,Podastinje,mid,1041595
1041595:69,Podastinjsko Brdo,mid,1041595
1041595:70,Polje Višnjica,mid,1041595
1041595:71,Potkraj,mid,1041595
1041595:72,Radanovići,mid,1041595
1041595:73,Radeljevići,mid,1041595
1041595:74,Rauševac,mid,1041595
1041595:75,Rotilj,mid,1041595
1041595:76,Solakovići,mid,1041595
1041595:77,Stojkovići,mid,1041595
1041595:78,Svinjarevo,mid,1041595
1041595:79,Šahinovići,mid,1041595
1041595:80,Toplica,mid,1041595
1041595:81,Tulica,mid,1041595
1041595:82,Velike Sotnice,mid,1041595
1041595:83,Višnjica,mid,1041595
1041595:84,Zabrđe,mid,1041595
1041595:85,Završje,mid,1041595
1041595:86,Žeželovo,mid,1041595
1045979:4,Naseljeno mjesto,mid,1045979
1045979:5,Adžići,mid,1045979
1045979:6,Berek,mid,1045979
1045979:7,Bistrica,mid,1045979
1045979:8,Bok Jankovac,mid,1045979
1045979:9,Brestovčina,mid,1045979
1045979:10,Bukovac,mid,1045979
1045979:11,Cerovljani,mid,1045979
1045979:12,Cimiroti,mid,1045979
1045979:13,Čatrnja,mid,1045979
1045979:14,Čelinovac,mid,1045979
1045979:15,Čikule,mid,1045979
1045979:16,Donja Dolina,mid,1045979
1045979:17,Donja Jurkovica,mid,1045979
1045979:18,Donji Karajzovci,mid,1045979
1045979:19,Donji Podgradci,mid,1045979
1045979:20,Dragelji,mid,1045979
1045979:21,Dubrave,mid,1045979
1045979:22,Elezagići,mid,1045979
1045979:23,Gašnica,mid,1045979
1045979:24,Gornja Dolina,mid,1045979
1045979:25,Gornja Jurkovica,mid,1045979
1045979:26,Gornja Lipovača,mid,1045979
1045979:27,Gornji Karajzovci,mid,1045979
1045979:28,Gornji Podgradci,mid,1045979
1045979:29,Gradiška,mid,1045979
1045979:30,Grbavci,mid,1045979
1045979:31,Greda,mid,1045979
1045979:32,Jablanica,mid,1045979
1045979:33,Jazovac,mid,1045979
1045979:34,Kijevci,mid,1045979
1045979:35,Kočićevo,mid,1045979
1045979:36,Kozara,mid,1045979
1045979:37,Kozinci,mid,1045979
1045979:38,Krajišnik,mid,1045979
1045979:39,Kruškik,mid,1045979
1045979:40,Laminci Brezici,mid,1045979
1045979:41,Laminci Dubrave,mid,1045979
1045979:42,Laminci Jaružani,mid,1045979
1045979:43,Laminci Sređani,mid,1045979
1045979:44,Liskovac,mid,1045979
1045979:45,Lužani,mid,1045979
1045979:46,Mačkovac,mid,1045979
1045979:47,Mašići,mid,1045979
1045979:48,Mičije,mid,1045979
1045979:49,Miloševo Brdo,mid,1045979
1045979:50,Miljevići,mid,1045979
1045979:51,Mokrice,mid,1045979
1045979:52,Nova Topola,mid,1045979
1045979:53,Novo Selo,mid,1045979
1045979:54,Orahova,mid,1045979
1045979:55,Orubica,mid,1045979
1045979:56,Petrovo Selo,mid,1045979
1045979:57,Rogolji,mid,1045979
1045979:58,Romanovci,mid,1045979
1045979:59,Rovine,mid,1045979
1045979:60,Samardžije,mid,1045979
1045979:61,Seferovci,mid,1045979
1045979:62,Sovjak,mid,1045979
1045979:63,Srednja Jurkovica,mid,1045979
1045979:64,Šaškinovci,mid,1045979
1045979:65,Trebovljani,mid,1045979
1045979:66,Trnovac,mid,1045979
1045979:67,Trošelji,mid,1045979
1045979:68,Turjak,mid,1045979
1045979:69,Vakuf,mid,1045979
1045979:70,Vilusi,mid,1045979
1045979:71,Vrbaška,mid,1045979
1045979:72,Žeravica,mid,1045979
1054124:4,Naseljeno mjesto,mid,1054124
1054124:5,Brnjići,mid,1054124
1054124:6,Bunar,mid,1054124
1054124:7,Davidovići,mid,1054124
1054124:8,Dobretići,mid,1054124
1054124:9,Donji Orašac,mid,1054124
1054124:10,Gornji Orašac,mid,1054124
1054124:11,Kričići-Jejići,mid,1054124
1054124:12,Melina,mid,1054124
1054124:13,Mijatovići,mid,1054124
1054124:14,Milaševci,mid,1054124
1054124:15,Pavlovići,mid,1054124
1054124:16,Prisika,mid,1054124
1054124:17,Slipčevići,mid,1054124
1054124:18,Vitovlje Malo,mid,1054124
1054124:19,Vukovići,mid,1054124
1054124:20,Zapeće,mid,1054124
1054124:21,Zasavica,mid,1054124
1054124:22,Zubovići,mid,1054124
1058545:4,Naseljeno mjesto,mid,1058545
1058545:5,Bajramovci,mid,1058545
1058545:6,Begovo Selo,mid,1058545
1058545:7,Bili Potok,mid,1058545
1058545:8,Blagaj,mid,1058545
1058545:9,Botun,mid,1058545
1058545:10,Brda,mid,1058545
1058545:11,Bućovača,mid,1058545
1058545:12,Donje Ravno,mid,1058545
1058545:13,Donje Vukovsko,mid,1058545
1058545:14,Donji Malovan,mid,1058545
1058545:15,Goravci,mid,1058545
1058545:16,Gornje Ravno,mid,1058545
1058545:17,Gornje Vukovsko,mid,1058545
1058545:18,Gornji Malovan,mid,1058545
1058545:19,Kudilji,mid,1058545
1058545:20,Kukavice,mid,1058545
1058545:21,Kupres,mid,1058545
1058545:22,Kute,mid,1058545
1058545:23,Mlakva,mid,1058545
1058545:24,Mrđanovci,mid,1058545
1058545:25,Mrđebare,mid,1058545
1058545:26,Mušić,mid,1058545
1058545:27,Novo Selo,mid,1058545
1058545:28,Odžak,mid,1058545
1058545:29,Olovo,mid,1058545
1058545:30,Osmanlije,mid,1058545
1058545:31,Otinovci,mid,1058545
1058545:32,Rastičevo,mid,1058545
1058545:33,Rilić,mid,1058545
1058545:34,Stražbenica,mid,1058545
1058545:35,Suhova,mid,1058545
1058545:36,Šemenovci,mid,1058545
1058545:37,Vrila,mid,1058545
1058545:38,Zanaglina,mid,1058545
1058545:39,Zlosela,mid,1058545
1058545:40,Zvirnjača,mid,1058545
1059774:4,Naseljeno mjesto,mid,1059774
1059774:5,Kakmuž,mid,1059774
1059774:6,Kaluđerica,mid,1059774
1059774:7,Karanovac,mid,1059774
1059774:8,Krtova,mid,1059774
1059774:9,Petrovo,mid,1059774
1059774:10,Porječina,mid,1059774
1059774:11,Sočkovac,mid,1059774
1073063:4,Naseljeno mjesto,mid,1073063
1073063:5,Boljanić,mid,1073063
1073063:6,Božinci Donji,mid,1073063
1073063:7,Brestovo,mid,1073063
1073063:8,Brezici,mid,1073063
1073063:9,Brusnica,mid,1073063
1073063:10,Bukovac,mid,1073063
1073063:11,Bukovica Mala,mid,1073063
1073063:12,Bukovica Velika,mid,1073063
1073063:13,Bušletić,mid,1073063
1073063:14,Cerovica,mid,1073063
1073063:15,Cvrtkovci,mid,1073063
1073063:16,Čajre,mid,1073063
1073063:17,Čivčije Bukovičke,mid,1073063
1073063:18,Čivčije Osječanske,mid,1073063
1073063:19,Doboj,mid,1073063
1073063:20,Donja Paklenica,mid,1073063
1073063:21,Donji Rakovac,mid,1073063
1073063:22,Dragalovci,mid,1073063
1073063:23,Foča,mid,1073063
1073063:24,Glogovica,mid,1073063
1073063:25,Gornja Međeđa,mid,1073063
1073063:26,Gornja Paklenica,mid,1073063
1073063:27,Grabovica,mid,1073063
