municipality_id
1054124
1058545
1059774
1073063
1080479
1099739
1105369
1106951
1114279
1117932
1123551
1136380
1144085
1144909
1160876
1162720
1167475
1173054
1180367
1183673
1184526
1190744
1191978
1198423
1198777
1222440
1229931
1232307
1251305
1251631
1252174
1252399
1255549
1259038
1263638
1268233
1277872
1286568
1286881
1288657
1290383
1291077
1318354
1319486
1320269
1323835
1355433
1367544
1383573
1389088
1392554
1413092
1416221
1425877
1428426
1431190
1443444
1445016
1445976
1467835
1470472
1472746
1472867
1475355
1487460
1487779
1490866
1494459
1494695
1512315
1516637
1520211
1521214
1532434
1535620
1539057
1542170
1553762
1558420
1564405
1572156
1591214
1597958
1598920
1603938
1615642
1617307
1624574
1625429
1634032
1640845
1644092
1653737
1655654
1663346
1670035
1675873
1677723
1680904
1684504
1695193
1697675
1709112
1735348
1736474
1738233
1738871
1740750
1747368
1747899
1753458
1761751
1762269
1762558
1764163
1766651
1768475
1771936
1777860
1788051
1794197
1795673
1798098
1799334
1814920
1840366
1854656
1871665
1875064
1880950
1892275
1895342
