join_key,mid,excel_count,svg_count,example_excel_sids,example_svg_ids,excel_names,svg_names
1080479|ugosce,1080479,1,0,1080479:159,,Ugošće,
1080479|velusa,1080479,1,0,1080479:160,,Veluša,
1080479|viniste,1080479,1,0,1080479:161,,Vinište,
1080479|vrbljani,1080479,1,0,1080479:162,,Vrbljani,
1080479|vrci,1080479,1,0,1080479:163,,Vrci,
1080479|vrdolje,1080479,1,0,1080479:164,,Vrdolje,
1080479|vrhovina,1080479,1,0,1080479:165,,Vrhovina,
1080479|zaborani,1080479,1,0,1080479:166,,Zaborani,
1080479|zabr ani,1080479,1,0,1080479:167,,Zabrđani,
1080479|zabr e,1080479,1,0,1080479:168,,Zabrđe,
1080479|zagorice,1080479,1,0,1080479:169,,Zagorice,
1080479|zaslivlje,1080479,1,0,1080479:170,,Zaslivlje,
1080479|zelomici,1080479,1,0,1080479:171,,Zelomići,
1080479|zukici,1080479,1,0,1080479:172,,Zukići,
10839|centar sarajevo,10839,0,6,,142042; 142069; 142077,,Centar Sarajevo; Centar Sarajevo; Centar Sarajevo
10847|hadzici,10847,0,62,,142107; 142115; 142123,,Hadzici; Hadzici; Hadzici
10863|ilijas,10863,0,74,,143073; 143081; 143090,,Ilijas; Ilijas; Ilijas
10871|novi grad sarajevo,10871,0,3,,143936; 144029; 170658,,Novi Grad Sarajevo; Novi Grad Sarajevo; Novi Grad Sarajevo
10928|velika kladusa,10928,0,21,,145807; 145815; 145823,,Velika Kladusa; Velika Kladusa; Velika Kladusa
10987|srebrenik,10987,0,49,,148725; 148733; 148741,,Srebrenik; Srebrenik; Srebrenik
1099739|avramovina,1099739,1,0,1099739:5,,Avramovina,
1099739|biberovo polje,1099739,1,0,1099739:6,,Biberovo Polje,
1099739|blazevac,1099739,1,0,1099739:7,,Blaževac,
1099739|donja me i a,1099739,1,0,1099739:8,,Donja Međiđa,
1099739|donja tramosnica,1099739,1,0,1099739:9,,Donja Tramošnica,
1099739|donje krecane,1099739,1,0,1099739:10,,Donje Krečane,
1099739|donje ledenice,1099739,1,0,1099739:11,,Donje Ledenice,
1099739|donji lukavac,1099739,1,0,1099739:12,,Donji Lukavac,
1099739|donji skugric,1099739,1,0,1099739:13,,Donji Skugrić,
1099739|gajevi,1099739,1,0,1099739:14,,Gajevi,
1099739|gornja me i a,1099739,1,0,1099739:15,,Gornja Međiđa,
1099739|gornja tramosnica,1099739,1,0,1099739:16,,Gornja Tramošnica,
1099739|gornje krecane,1099739,1,0,1099739:17,,Gornje Krečane,
1099739|gornje ledenice,1099739,1,0,1099739:18,,Gornje Ledenice,
1099739|gornji lukavac,1099739,1,0,1099739:19,,Gornji Lukavac,
1099739|gradacac,1099739,1,0,1099739:20,,Gradačac,
1099739|hrgovi donji,1099739,1,0,1099739:21,,Hrgovi Donji,
1099739|jasenica,1099739,1,0,1099739:22,,Jasenica,
1099739|jelovce selo,1099739,1,0,1099739:23,,Jelovče Selo,
1099739|kerep,1099739,1,0,1099739:24,,Kerep,
1099739|mionica,1099739,1,0,1099739:25,,Mionica,
1099739|naseljeno mjesto,1099739,1,0,1099739:4,,Naseljeno mjesto,
1099739|novalici,1099739,1,0,1099739:26,,Novalići,
1099739|porebrice,1099739,1,0,1099739:27,,Porebrice,
1099739|rajska,1099739,1,0,1099739:28,,Rajska,
1099739|samarevac,1099739,1,0,1099739:29,,Samarevac,
1099739|sibovac,1099739,1,0,1099739:30,,Sibovac,
1099739|srnice donje,1099739,1,0,1099739:31,,Srnice Donje,
1099739|srnice gornje,1099739,1,0,1099739:32,,Srnice Gornje,
1099739|turic,1099739,1,0,1099739:33,,Turić,
1099739|vida,1099739,1,0,1099739:34,,Vida,
1099739|vuckovci,1099739,1,0,1099739:35,,Vučkovci,
1099739|zelinja donja,1099739,1,0,1099739:36,,Zelinja Donja,
1099739|zelinja gornja,1099739,1,0,1099739:37,,Zelinja Gornja,
1099739|zelinja srednja,1099739,1,0,1099739:38,,Zelinja Srednja,
11045|tesanj,11045,0,41,,150967; 150975; 150983,,Tesanj; Tesanj; Tesanj
1105369|arbanasi,1105369,1,0,1105369:5,,Arbanasi,
1105369|arsici,1105369,1,0,1105369:6,,Arsići,
1105369|bare,1105369,1,0,1105369:7,,Bare,
1105369|bijelo brdo,1105369,1,0,1105369:8,,Bijelo Brdo,
1105369|bisevici,1105369,1,0,1105369:9,,Biševići,
1105369|bjelugovina,1105369,1,0,1105369:10,,Bjelugovina,
1105369|bjelusine,1105369,1,0,1105369:11,,Bjelušine,
1105369|bjeljevine,1105369,1,0,1105369:12,,Bjeljevine,
1105369|blizna,1105369,1,0,1105369:13,,Blizna,
1105369|boranovici,1105369,1,0,1105369:14,,Boranovići,
1105369|bovan,1105369,1,0,1105369:15,,Bovan,
1105369|bozovici,1105369,1,0,1105369:16,,Božovići,
1105369|budalice,1105369,1,0,1105369:17,,Budalice,
1105369|cavdari,1105369,1,0,1105369:19,,Čavdari,
1105369|cvrkote,1105369,1,0,1105369:18,,Cvrkote,
1105369|danilovici,1105369,1,0,1105369:20,,Danilovići,
1105369|dolovi,1105369,1,0,1105369:21,,Dolovi,
1105369|donja rijeka,1105369,1,0,1105369:22,,Donja Rijeka,
1105369|donja strmica,1105369,1,0,1105369:23,,Donja Strmica,
1105369|donje cikote,1105369,1,0,1105369:24,,Donje Cikote,
1105369|donji ravanci,1105369,1,0,1105369:25,,Donji Ravanci,
1105369|dorici,1105369,1,0,1105369:26,,Dorići,
1105369|dubac,1105369,1,0,1105369:27,,Dubac,
1105369|dugovjec,1105369,1,0,1105369:28,,Dugovječ,
1105369|dzihanici,1105369,1,0,1105369:29,,Džihanići,
1105369|gaocici,1105369,1,0,1105369:30,,Gaočići,
1105369|gojava,1105369,1,0,1105369:31,,Gojava,
1105369|gornja rijeka,1105369,1,0,1105369:32,,Gornja Rijeka,
1105369|gornja strmica,1105369,1,0,1105369:33,,Gornja Strmica,
1105369|gornje cikote,1105369,1,0,1105369:34,,Gornje Cikote,
1105369|gornji ravanci,1105369,1,0,1105369:35,,Gornji Ravanci,
1105369|grabovik,1105369,1,0,1105369:36,,Grabovik,
1105369|grivin,1105369,1,0,1105369:37,,Grivin,
1105369|janjici,1105369,1,0,1105369:38,,Janjići,
1105369|knjeginja,1105369,1,0,1105369:39,,Knjeginja,
1105369|kosovici,1105369,1,0,1105369:40,,Kosovići,
1105369|kovaci,1105369,1,0,1105369:41,,Kovači,
1105369|kula,1105369,1,0,1105369:42,,Kula,
1105369|ljutava,1105369,1,0,1105369:43,,Ljutava,
1105369|me urecje,1105369,1,0,1105369:44,,Međurečje,
1105369|mikavice,1105369,1,0,1105369:45,,Mikavice,
1105369|mioce,1105369,1,0,1105369:46,,Mioče,
1105369|misajlovina,1105369,1,0,1105369:47,,Misajlovina,
1105369|mokronozi,1105369,1,0,1105369:48,,Mokronozi,
1105369|mrsovo,1105369,1,0,1105369:49,,Mrsovo,
1105369|naseljeno mjesto,1105369,1,0,1105369:4,,Naseljeno mjesto,
1105369|nikolici,1105369,1,0,1105369:50,,Nikolići,
1105369|obrvena,1105369,1,0,1105369:51,,Obrvena,
1105369|omacina,1105369,1,0,1105369:52,,Omačina,
1105369|omarine,1105369,1,0,1105369:53,,Omarine,
1105369|oputnica,1105369,1,0,1105369:54,,Oputnica,
1105369|orah,1105369,1,0,1105369:55,,Orah,
1105369|oskorusa,1105369,1,0,1105369:56,,Oskoruša,
1105369|past,1105369,1,0,1105369:57,,Past,
1105369|pazalje,1105369,1,0,1105369:58,,Pazalje,
1105369|peljevici,1105369,1,0,1105369:59,,Peljevići,
1105369|petacine,1105369,1,0,1105369:60,,Petačine,
1105369|plema,1105369,1,0,1105369:61,,Plema,
1105369|pohare,1105369,1,0,1105369:62,,Pohare,
1105369|polimlje,1105369,1,0,1105369:63,,Polimlje,
1105369|popov do,1105369,1,0,1105369:64,,Popov Do,
1105369|prebidoli,1105369,1,0,1105369:65,,Prebidoli,
1105369|pribisici,1105369,1,0,1105369:66,,Pribišići,
1105369|prijevorac,1105369,1,0,1105369:67,,Prijevorac,
1105369|radozelje,1105369,1,0,1105369:68,,Radoželje,
1105369|rakovici,1105369,1,0,1105369:69,,Rakovići,
1105369|ravne njive,1105369,1,0,1105369:70,,Ravne Njive,
1105369|resici,1105369,1,0,1105369:71,,Resići,
1105369|rudo,1105369,1,0,1105369:72,,Rudo,
1105369|rupavci,1105369,1,0,1105369:73,,Rupavci,
1105369|sahdani,1105369,1,0,1105369:80,,Šahdani,
1105369|setihovo,1105369,1,0,1105369:74,,Setihovo,
1105369|sokolovici,1105369,1,0,1105369:75,,Sokolovići,
1105369|stankovaca,1105369,1,0,1105369:76,,Stankovača,
1105369|staro rudo,1105369,1,0,1105369:77,,Staro Rudo,
1105369|strgaci,1105369,1,0,1105369:78,,Strgači,
1105369|strgacina,1105369,1,0,1105369:79,,Strgačina,
1105369|strpci,1105369,1,0,1105369:81,,Štrpci,
1105369|trbosilje,1105369,1,0,1105369:82,,Trbosilje,
1105369|trnavci,1105369,1,0,1105369:83,,Trnavci,
1105369|trnavci kod rudog,1105369,1,0,1105369:84,,Trnavci kod Rudog,
1105369|ustibar,1105369,1,0,1105369:85,,Ustibar,
1105369|uvac,1105369,1,0,1105369:86,,Uvac,
1105369|vagan,1105369,1,0,1105369:87,,Vagan,
1105369|viti grab,1105369,1,0,1105369:88,,Viti Grab,
1105369|zagra e,1105369,1,0,1105369:89,,Zagrađe,
1105369|zarbovina,1105369,1,0,1105369:90,,Zarbovina,
1105369|zlatari,1105369,1,0,1105369:91,,Zlatari,
1105369|zubac,1105369,1,0,1105369:92,,Zubač,
1105369|zubanj,1105369,1,0,1105369:93,,Zubanj,
11061|travnik,11061,0,90,,151866; 151874; 151882,,Travnik; Travnik; Travnik
1106951|blagovac,1106951,1,0,1106951:5,,Blagovac,
1106951|budisici,1106951,1,0,1106951:6,,Budišići,
1106951|donja vogosca,1106951,1,0,1106951:7,,Donja Vogošća,
1106951|garez,1106951,1,0,1106951:8,,Garež,
1106951|gora,1106951,1,0,1106951:9,,Gora,
1106951|grahoviste,1106951,1,0,1106951:10,,Grahovište,
1106951|hotonj,1106951,1,0,1106951:11,,Hotonj,
1106951|kamenica,1106951,1,0,1106951:12,,Kamenica,
1106951|kobilja glava,1106951,1,0,1106951:13,,Kobilja Glava,
1106951|kremes,1106951,1,0,1106951:14,,Kremeš,
1106951|krivoglavci,1106951,1,0,1106951:15,,Krivoglavci,
1106951|ljubina poturovici,1106951,1,0,1106951:16,,Ljubina-Poturovići,
1106951|naseljeno mjesto,1106951,1,0,1106951:4,,Naseljeno mjesto,
1106951|nebocaj,1106951,1,0,1106951:17,,Nebočaj,
1106951|perca,1106951,1,0,1106951:18,,Perca,
1106951|semizovac,1106951,1,0,1106951:19,,Semizovac,
1106951|svrake,1106951,1,0,1106951:20,,Svrake,
1106951|tihovici,1106951,1,0,1106951:21,,Tihovići,
1106951|ugljesici,1106951,1,0,1106951:22,,Uglješići,
1106951|ugorsko,1106951,1,0,1106951:23,,Ugorsko,
1106951|vogosca,1106951,1,0,1106951:24,,Vogošća,
1106951|vrapce,1106951,1,0,1106951:25,,Vrapče,
11088|tuzla,11088,0,66,,154792; 154806; 154814,,Tuzla; Tuzla; Tuzla
11100|vares,11100,0,85,,155888; 155896; 155900,,Vares; Vares; Vares
11118|velika kladusa,11118,0,49,,156825; 156833; 156841,,Velika Kladusa; Velika Kladusa; Velika Kladusa
11126|visoko,11126,0,88,,157350; 157368; 157376,,Visoko; Visoko; Visoko
11142|vitez,11142,0,34,,160113; 160121; 160130,,Vitez; Vitez; Vitez
1114279|mr anovci,1114279,1,0,1114279:5,,Mrđanovci,
1114279|naseljeno mjesto,1114279,1,0,1114279:4,,Naseljeno mjesto,
1114279|novo selo,1114279,1,0,1114279:6,,Novo Selo,
1114279|rasticevo,1114279,1,0,1114279:7,,Rastičevo,
1114279|semenovci,1114279,1,0,1114279:8,,Šemenovci,
11177|zavidovici,11177,0,47,,161497; 161519; 161527,,Zavidovici; Zavidovici; Zavidovici
1117932|bavcici,1117932,1,0,1117932:5,,Bavčići,
1117932|beslici,1117932,1,0,1117932:6,,Bešlići,
1117932|borovinici,1117932,1,0,1117932:7,,Borovinići,
1117932|brajici,1117932,1,0,1117932:8,,Brajići,
1117932|bujakovina,1117932,1,0,1117932:9,,Bujakovina,
1117932|buncici,1117932,1,0,1117932:10,,Bunčići,
1117932|cvilin,1117932,1,0,1117932:11,,Cvilin,
1117932|donje zesce,1117932,1,0,1117932:12,,Donje Žešće,
1117932|dragomilici,1117932,1,0,1117932:13,,Dragomilići,
1117932|filipovici,1117932,1,0,1117932:14,,Filipovići,
1117932|glusca,1117932,1,0,1117932:15,,Glušca,
1117932|gosticaj,1117932,1,0,1117932:16,,Gostičaj,
1117932|jabuka,1117932,1,0,1117932:17,,Jabuka,
1117932|kolakovici,1117932,1,0,1117932:18,,Kolakovići,
1117932|kolun,1117932,1,0,1117932:19,,Kolun,
1117932|lokve,1117932,1,0,1117932:20,,Lokve,
1117932|marevo,1117932,1,0,1117932:21,,Marevo,
1117932|mazlina,1117932,1,0,1117932:22,,Mazlina,
1117932|mravljaca,1117932,1,0,1117932:23,,Mravljača,
1117932|naseljeno mjesto,1117932,1,0,1117932:4,,Naseljeno mjesto,
1117932|njuhe,1117932,1,0,1117932:24,,Njuhe,
1117932|petojevici,1117932,1,0,1117932:25,,Petojevići,
1117932|podgra e,1117932,1,0,1117932:26,,Podgrađe,
1117932|previla,1117932,1,0,1117932:27,,Previla,
1117932|prisoje,1117932,1,0,1117932:28,,Prisoje,
1117932|racici,1117932,1,0,1117932:29,,Račići,
1117932|rodijelj,1117932,1,0,1117932:30,,Rodijelj,
1117932|slavicici,1117932,1,0,1117932:31,,Slavičići,
1117932|sorlaci,1117932,1,0,1117932:32,,Sorlaci,
1117932|stojkovici,1117932,1,0,1117932:33,,Stojkovići,
1117932|ustikolina,1117932,1,0,1117932:34,,Ustikolina,
1117932|zabor,1117932,1,0,1117932:35,,Zabor,
1117932|zebina suma,1117932,1,0,1117932:36,,Zebina Šuma,
11185|zenica,11185,0,83,,162108; 162116; 162124,,Zenica; Zenica; Zenica
11207|zepce,11207,0,41,,132438; 132543; 132616,,Zepce; Zepce; Zepce
11215|zivinice,11215,0,29,,163988; 163996; 164003,,Zivinice; Zivinice; Zivinice
11231|celic,11231,0,20,,130907; 130923; 130940,,Celic; Celic; Celic
1123551|akovici,1123551,1,0,1123551:14,,Đakovići,
1123551|avlija,1123551,1,0,1123551:5,,Avlija,
1123551|batkovici,1123551,1,0,1123551:6,,Batkovići,
1123551|batotici,1123551,1,0,1123551:7,,Batotići,
1123551|batovo,1123551,1,0,1123551:8,,Batovo,
1123551|bezujno,1123551,1,0,1123551:9,,Bezujno,
1123551|borajno,1123551,1,0,1123551:10,,Borajno,
1123551|brezovice,1123551,1,0,1123551:11,,Brezovice,
1123551|buckovici na bezujanci,1123551,1,0,1123551:12,,Bučkovići na Bezujanci,
1123551|cajnice,1123551,1,0,1123551:13,,Čajniče,
1123551|glamocevici,1123551,1,0,1123551:15,,Glamočevići,
1123551|glozin,1123551,1,0,1123551:16,,Gložin,
1123551|hunkovici,1123551,1,0,1123551:17,,Hunkovići,
1123551|ifsar,1123551,1,0,1123551:18,,Ifsar,
1123551|kamen,1123551,1,0,1123551:19,,Kamen,
1123551|kapov han,1123551,1,0,1123551:20,,Kapov Han,
1123551|karovici,1123551,1,0,1123551:21,,Karovići,
1123551|krstac,1123551,1,0,1123551:22,,Krstac,
1123551|la evci,1123551,1,0,1123551:23,,Lađevci,
1123551|luke,1123551,1,0,1123551:24,,Luke,
1123551|me urjecje,1123551,1,0,1123551:25,,Međurječje,
1123551|metaljka,1123551,1,0,1123551:26,,Metaljka,
1123551|milatkovici,1123551,1,0,1123551:27,,Milatkovići,
1123551|miljeno,1123551,1,0,1123551:28,,Miljeno,
1123551|mistar,1123551,1,0,1123551:29,,Mištar,
1123551|naseljeno mjesto,1123551,1,0,1123551:4,,Naseljeno mjesto,
1123551|podavrelo,1123551,1,0,1123551:30,,Podavrelo,
1123551|ponikve,1123551,1,0,1123551:31,,Ponikve,
1123551|prvanj,1123551,1,0,1123551:32,,Prvanj,
1123551|slatina,1123551,1,0,1123551:33,,Slatina,
1123551|staronici,1123551,1,0,1123551:34,,Staronići,
1123551|stopici,1123551,1,0,1123551:35,,Stopići,
1123551|sudici,1123551,1,0,1123551:36,,Sudići,
1123551|todorovici,1123551,1,0,1123551:37,,Todorovići,
1123551|trpinje,1123551,1,0,1123551:38,,Trpinje,
1123551|tubrojevici,1123551,1,0,1123551:39,,Tubrojevići,
1123551|zaborak,1123551,1,0,1123551:40,,Zaborak,
11240|buzim,11240,0,7,,104108; 104167; 104175,,Buzim; Buzim; Buzim
11258|doboj istok,11258,0,6,,111988; 111996; 112216,,Doboj Istok; Doboj Istok; Doboj Istok
11266|doboj jug,11266,0,2,,112330; 112364,,Doboj Jug; Doboj Jug
11274|dobretici,11274,0,18,,146072; 146099; 146137,,Dobretici; Dobretici; Dobretici
11282|domaljevac samac,11282,0,6,,105937; 105970; 165689,,Domaljevac-Samac; Domaljevac-Samac; Domaljevac-Samac
11304|ravno,11304,0,54,,152862; 152919; 152960,,Ravno; Ravno; Ravno
11312|sapna,11312,0,13,,163163; 163406; 163511,,Sapna; Sapna; Sapna
11339|teocak,11339,0,10,,155756; 155772; 165891,,Teocak; Teocak; Teocak
1136380|arnautovici,1136380,1,0,1136380:5,,Arnautovići,
1136380|bare,1136380,1,0,1136380:6,,Bare,
1136380|besici,1136380,1,0,1136380:7,,Bešići,
1136380|biskupici,1136380,1,0,1136380:8,,Biskupići,
1136380|bradve,1136380,1,0,1136380:9,,Bradve,
1136380|brezovik,1136380,1,0,1136380:10,,Brezovik,
1136380|buci,1136380,1,0,1136380:11,,Buci,
1136380|bulcici,1136380,1,0,1136380:12,,Bulčići,
1136380|buzic mahala,1136380,1,0,1136380:13,,Buzić Mahala,
1136380|buzici,1136380,1,0,1136380:14,,Buzići,
1136380|cakalovici,1136380,1,0,1136380:15,,Čakalovići,
1136380|catici,1136380,1,0,1136380:18,,Ćatići,
1136380|cekrcici,1136380,1,0,1136380:16,,Čekrčići,
1136380|cifluk,1136380,1,0,1136380:17,,Čifluk,
1136380|dautovci,1136380,1,0,1136380:19,,Dautovci,
1136380|dobrinje,1136380,1,0,1136380:20,,Dobrinje,
1136380|dobro,1136380,1,0,1136380:21,,Dobro,
1136380|dobro selo,1136380,1,0,1136380:22,,Dobro Selo,
1136380|dol,1136380,1,0,1136380:23,,Dol,
1136380|dolipolje,1136380,1,0,1136380:24,,Dolipolje,
1136380|dolovi,1136380,1,0,1136380:25,,Dolovi,
1136380|donja vratnica,1136380,1,0,1136380:26,,Donja Vratnica,
1136380|donja zimca,1136380,1,0,1136380:27,,Donja Zimća,
1136380|donje mostre,1136380,1,0,1136380:28,,Donje Moštre,
1136380|dvor,1136380,1,0,1136380:29,,Dvor,
1136380|dzindici,1136380,1,0,1136380:30,,Džindići,
1136380|ginje,1136380,1,0,1136380:31,,Ginje,
1136380|godusa,1136380,1,0,1136380:32,,Goduša,
1136380|gorani,1136380,1,0,1136380:33,,Gorani,
1136380|gornja vratnica,1136380,1,0,1136380:34,,Gornja Vratnica,
1136380|gornja zimca,1136380,1,0,1136380:35,,Gornja Zimća,
1136380|gornje mostre,1136380,1,0,1136380:36,,Gornje Moštre,
1136380|gr evac,1136380,1,0,1136380:39,,Grđevac,
1136380|grad,1136380,1,0,1136380:37,,Grad,
1136380|grajani,1136380,1,0,1136380:38,,Grajani,
1136380|hadzici,1136380,1,0,1136380:40,,Hadžići,
1136380|hlapcevici,1136380,1,0,1136380:41,,Hlapčevići,
1136380|jelasje,1136380,1,0,1136380:42,,Jelašje,
1136380|kalici,1136380,1,0,1136380:43,,Kalići,
1136380|kalotici,1136380,1,0,1136380:44,,Kalotići,
1136380|kolozici,1136380,1,0,1136380:45,,Koložići,
1136380|kondzilo,1136380,1,0,1136380:46,,Kondžilo,
1136380|kopaci,1136380,1,0,1136380:47,,Kopači,
1136380|kula banjer,1136380,1,0,1136380:48,,Kula Banjer,
1136380|lijesevo,1136380,1,0,1136380:49,,Liješevo,
1136380|lisovo,1136380,1,0,1136380:50,,Lisovo,
1136380|loznik,1136380,1,0,1136380:51,,Loznik,
1136380|luznica,1136380,1,0,1136380:52,,Lužnica,
1136380|mali trnovci,1136380,1,0,1136380:53,,Mali Trnovci,
1136380|malo cajno,1136380,1,0,1136380:54,,Malo Čajno,
1136380|maurovici,1136380,1,0,1136380:55,,Maurovići,
1136380|mlados,1136380,1,0,1136380:56,,Mladoš,
1136380|muhasinovici,1136380,1,0,1136380:57,,Muhašinovići,
1136380|mulici,1136380,1,0,1136380:58,,Mulići,
1136380|naseljeno mjesto,1136380,1,0,1136380:4,,Naseljeno mjesto,
1136380|okolisce,1136380,1,0,1136380:59,,Okolišće,
1136380|orasac,1136380,1,0,1136380:60,,Orašac,
1136380|ozrakovici,1136380,1,0,1136380:61,,Ozrakovići,
1136380|paljike,1136380,1,0,1136380:62,,Paljike,
1136380|podvinjci,1136380,1,0,1136380:63,,Podvinjci,
1136380|podvinje,1136380,1,0,1136380:64,,Podvinje,
1136380|poklecici,1136380,1,0,1136380:65,,Poklečići,
1136380|porijecani,1136380,1,0,1136380:66,,Poriječani,
1136380|radinovici,1136380,1,0,1136380:67,,Radinovići,
1136380|rajcici,1136380,1,0,1136380:68,,Rajčići,
1136380|ramadanovci,1136380,1,0,1136380:69,,Ramadanovci,
1136380|ratkovci,1136380,1,0,1136380:70,,Ratkovci,
1136380|seoca,1136380,1,0,1136380:71,,Seoča,
1136380|smrsnica,1136380,1,0,1136380:72,,Smršnica,
1136380|sosnje,1136380,1,0,1136380:76,,Šošnje,
1136380|srhinje,1136380,1,0,1136380:73,,Srhinje,
1136380|stuparici,1136380,1,0,1136380:74,,Stuparići,
1136380|svinjarevo,1136380,1,0,1136380:75,,Svinjarevo,
1136380|taukcici,1136380,1,0,1136380:77,,Taukčići,
1136380|topuzovo polje,1136380,1,0,1136380:78,,Topuzovo Polje,
1136380|tramosnjik,1136380,1,0,1136380:79,,Tramošnjik,
1136380|tujlici,1136380,1,0,1136380:80,,Tujlići,
1136380|tusnjici,1136380,1,0,1136380:81,,Tušnjići,
1136380|upovac,1136380,1,0,1136380:82,,Upovac,
1136380|uvorici,1136380,1,0,1136380:83,,Uvorići,
1136380|veliko cajno,1136380,1,0,1136380:84,,Veliko Čajno,
1136380|verusa,1136380,1,0,1136380:85,,Veruša,
1136380|vidovici,1136380,1,0,1136380:86,,Vidovići,
1136380|vilenjak,1136380,1,0,1136380:87,,Vilenjak,
1136380|visoko,1136380,1,0,1136380:88,,Visoko,
1136380|vrela,1136380,1,0,1136380:89,,Vrela,
1136380|zagorice,1136380,1,0,1136380:90,,Zagorice,
1136380|zagornica,1136380,1,0,1136380:91,,Zagornica,
1136380|zbilje,1136380,1,0,1136380:92,,Zbilje,
11410|mostar,11410,0,60,,133299; 133302; 133329,,Mostar; Mostar; Mostar
11428|bosanska krupa,11428,0,37,,104116; 104124; 104132,,Bosanska Krupa; Bosanska Krupa; Bosanska Krupa
11436|bosanski petrovac,11436,0,35,,105520; 105538; 105546,,Bosanski Petrovac; Bosanski Petrovac; Bosanski Petrovac
1144085|bakovici,1144085,1,0,1144085:5,,Bakovići,
1144085|bakovicka citonja,1144085,1,0,1144085:6,,Bakovićka Citonja,
1144085|banja,1144085,1,0,1144085:7,,Banja,
1144085|bistrica,1144085,1,0,1144085:8,,Bistrica,
1144085|botun,1144085,1,0,1144085:9,,Botun,
1144085|bozici,1144085,1,0,1144085:10,,Božići,
1144085|carev do,1144085,1,0,1144085:11,,Carev Do,
1144085|cemernica,1144085,1,0,1144085:12,,Čemernica,
1144085|djedov do,1144085,1,0,1144085:13,,Djedov Do,
1144085|dragacici,1144085,1,0,1144085:14,,Dragačići,
1144085|dusina,1144085,1,0,1144085:15,,Dusina,
1144085|fojnica,1144085,1,0,1144085:16,,Fojnica,
1144085|gojevici,1144085,1,0,1144085:17,,Gojevići,
1144085|grabovik,1144085,1,0,1144085:18,,Grabovik,
1144085|gradina,1144085,1,0,1144085:19,,Gradina,
1144085|klisura,1144085,1,0,1144085:20,,Klisura,
1144085|kozica,1144085,1,0,1144085:21,,Kozica,
1144085|kujusici,1144085,1,0,1144085:22,,Kujušići,
1144085|lopar,1144085,1,0,1144085:23,,Lopar,
1144085|lucice,1144085,1,0,1144085:24,,Lučice,
1144085|luzine,1144085,1,0,1144085:25,,Lužine,
1144085|majdan,1144085,1,0,1144085:26,,Majdan,
1144085|marinici,1144085,1,0,1144085:27,,Marinići,
1144085|merdzanici,1144085,1,0,1144085:28,,Merdžanići,
1144085|mujakovici,1144085,1,0,1144085:29,,Mujakovići,
1144085|nadbare,1144085,1,0,1144085:30,,Nadbare,
1144085|naseljeno mjesto,1144085,1,0,1144085:4,,Naseljeno mjesto,
1144085|obojak,1144085,1,0,1144085:31,,Obojak,
1144085|oglavak,1144085,1,0,1144085:32,,Oglavak,
1144085|ormanov potok,1144085,1,0,1144085:33,,Ormanov Potok,
1144085|ostruska citonja,1144085,1,0,1144085:34,,Ostruška Citonja,
1144085|otigosce,1144085,1,0,1144085:35,,Otigošće,
1144085|paljike,1144085,1,0,1144085:36,,Paljike,
1144085|plocari,1144085,1,0,1144085:37,,Pločari,
1144085|plocari polje,1144085,1,0,1144085:38,,Pločari Polje,
1144085|podcitonja,1144085,1,0,1144085:39,,Podcitonja,
1144085|podgora,1144085,1,0,1144085:40,,Podgora,
1144085|polje ostruznica,1144085,1,0,1144085:41,,Polje Ostružnica,
1144085|polje scitovo,1144085,1,0,1144085:42,,Polje Šćitovo,
1144085|ponjusina,1144085,1,0,1144085:43,,Ponjušina,
1144085|porace,1144085,1,0,1144085:44,,Poraće,
1144085|ragale,1144085,1,0,1144085:45,,Ragale,
1144085|rajetici,1144085,1,0,1144085:46,,Rajetići,
1144085|rizvici,1144085,1,0,1144085:47,,Rizvići,
1144085|savnik,1144085,1,0,1144085:52,,Šavnik,
1144085|selakovici,1144085,1,0,1144085:48,,Selakovići,
1144085|seliste,1144085,1,0,1144085:49,,Selište,
1144085|sitisce,1144085,1,0,1144085:50,,Sitišće,
1144085|smajlovici,1144085,1,0,1144085:51,,Smajlovići,
1144085|tjesilo,1144085,1,0,1144085:53,,Tješilo,
1144085|tovariste,1144085,1,0,1144085:54,,Tovarište,
1144085|turkovici,1144085,1,0,1144085:55,,Turkovići,
1144085|vladici,1144085,1,0,1144085:56,,Vladići,
1144085|voljevac,1144085,1,0,1144085:57,,Voljevac,
1144085|vukeljici,1144085,1,0,1144085:58,,Vukeljići,
1144085|zivcici,1144085,1,0,1144085:59,,Živčići,
11444|foca ustikolina,11444,0,32,,114197; 114324; 114430,,Foca Ustikolina; Foca Ustikolina; Foca Ustikolina
1144909|balibegovici,1144909,1,0,1144909:5,,Balibegovići,
1144909|banjer,1144909,1,0,1144909:6,,Banjer,
1144909|boksici,1144909,1,0,1144909:7,,Bokšići,
1144909|buljetovina,1144909,1,0,1144909:8,,Buljetovina,
1144909|cemernica,1144909,1,0,1144909:9,,Čemernica,
1144909|cetojevici,1144909,1,0,1144909:10,,Četojevići,
1144909|donja bioca,1144909,1,0,1144909:11,,Donja Bioča,
1144909|donja misoca,1144909,1,0,1144909:12,,Donja Misoča,
1144909|donje selo,1144909,1,0,1144909:13,,Donje Selo,
1144909|donji cevljanovici,1144909,1,0,1144909:14,,Donji Čevljanovići,
1144909|dragoradi,1144909,1,0,1144909:15,,Dragoradi,
1144909|drazevici,1144909,1,0,1144909:16,,Draževići,
