join_key,mid,excel_count,svg_count,example_excel_sids,example_svg_ids,excel_names,svg_names
10014|banovici,10014,0,20,,100013; 100021; 100030,,Banovici; Banovici; Banovici
10049|bihac,10049,0,59,,100811; 100820; 100838,,Bihac; Bihac; Bihac
1012045|batkusa,1012045,1,0,1012045:5,,Batkuša,
1012045|brvnik,1012045,1,0,1012045:6,,Brvnik,
1012045|crkvina,1012045,1,0,1012045:7,,Crkvina,
1012045|donja slatina,1012045,1,0,1012045:8,,Donja Slatina,
1012045|donji hasic,1012045,1,0,1012045:9,,Donji Hasić,
1012045|gajevi,1012045,1,0,1012045:10,,Gajevi,
1012045|gornja slatina,1012045,1,0,1012045:11,,Gornja Slatina,
1012045|gornji hasic,1012045,1,0,1012045:12,,Gornji Hasić,
1012045|grebnice,1012045,1,0,1012045:13,,Grebnice,
1012045|kornica,1012045,1,0,1012045:14,,Kornica,
1012045|kruskovo polje,1012045,1,0,1012045:15,,Kruškovo Polje,
1012045|lugovi,1012045,1,0,1012045:16,,Lugovi,
1012045|naseljeno mjesto,1012045,1,0,1012045:4,,Naseljeno mjesto,
1012045|novo selo,1012045,1,0,1012045:17,,Novo Selo,
1012045|njegosevo,1012045,1,0,1012045:18,,Njegoševo,
1012045|obudovac,1012045,1,0,1012045:19,,Obudovac,
1012045|pisari,1012045,1,0,1012045:20,,Pisari,
1012045|samac,1012045,1,0,1012045:22,,Šamac,
1012045|skaric,1012045,1,0,1012045:23,,Škarić,
1012045|srednja slatina,1012045,1,0,1012045:21,,Srednja Slatina,
1012045|tisina,1012045,1,0,1012045:24,,Tišina,
1012045|zasavica,1012045,1,0,1012045:25,,Zasavica,
10146|bosansko grahovo,10146,0,35,,106151; 106160; 106178,,Bosansko Grahovo; Bosansko Grahovo; Bosansko Grahovo
1015698|ajdinovici,1015698,1,0,1015698:5,,Ajdinovići,
1015698|babin potok,1015698,1,0,1015698:6,,Babin Potok,
1015698|ban polje,1015698,1,0,1015698:7,,Ban Polje,
1015698|barimo,1015698,1,0,1015698:8,,Barimo,
1015698|batkovica,1015698,1,0,1015698:9,,Batkovica,
1015698|batkusici,1015698,1,0,1015698:10,,Batkušići,
1015698|bijela,1015698,1,0,1015698:11,,Bijela,
1015698|biljezi,1015698,1,0,1015698:12,,Biljezi,
1015698|bistrivode,1015698,1,0,1015698:13,,Bistrivode,
1015698|bjegovici,1015698,1,0,1015698:14,,Bjegovići,
1015698|bjeljajci,1015698,1,0,1015698:15,,Bjeljajci,
1015698|blace,1015698,1,0,1015698:16,,Blace,
1015698|blaz,1015698,1,0,1015698:17,,Blaž,
1015698|bodeznik,1015698,1,0,1015698:18,,Bodežnik,
1015698|bogdasici,1015698,1,0,1015698:19,,Bogdašići,
1015698|bogilice,1015698,1,0,1015698:20,,Bogilice,
1015698|borovac,1015698,1,0,1015698:21,,Borovac,
1015698|brezje,1015698,1,0,1015698:22,,Brezje,
1015698|brodar,1015698,1,0,1015698:23,,Brodar,
1015698|bursici,1015698,1,0,1015698:24,,Bursići,
1015698|cacice,1015698,1,0,1015698:30,,Ćaćice,
1015698|cengici,1015698,1,0,1015698:28,,Čengići,
1015698|cesalj,1015698,1,0,1015698:29,,Češalj,
1015698|crijep,1015698,1,0,1015698:25,,Crijep,
1015698|crncici,1015698,1,0,1015698:26,,Crnčići,
1015698|crni vrh,1015698,1,0,1015698:27,,Crni Vrh,
1015698|dobrunska rijeka,1015698,1,0,1015698:31,,Dobrunska Rijeka,
1015698|donja brstanica,1015698,1,0,1015698:32,,Donja Brštanica,
1015698|donja crnca,1015698,1,0,1015698:33,,Donja Crnča,
1015698|donja jagodina,1015698,1,0,1015698:34,,Donja Jagodina,
1015698|donja lijeska,1015698,1,0,1015698:35,,Donja Lijeska,
1015698|donje dubovo,1015698,1,0,1015698:36,,Donje Dubovo,
1015698|donje stitarevo,1015698,1,0,1015698:37,,Donje Štitarevo,
1015698|donje vardiste,1015698,1,0,1015698:38,,Donje Vardište,
1015698|donji dobrun,1015698,1,0,1015698:39,,Donji Dobrun,
1015698|donji dubovik,1015698,1,0,1015698:40,,Donji Dubovik,
1015698|dragomilje,1015698,1,0,1015698:41,,Dragomilje,
1015698|drina,1015698,1,0,1015698:42,,Drina,
1015698|drinsko,1015698,1,0,1015698:43,,Drinsko,
1015698|drokan,1015698,1,0,1015698:44,,Drokan,
1015698|dubocica,1015698,1,0,1015698:45,,Dubočica,
1015698|dusce,1015698,1,0,1015698:46,,Dušče,
1015698|dzankici,1015698,1,0,1015698:47,,Džankići,
1015698|faljenovici,1015698,1,0,1015698:50,,Faljenovići,
1015698|gazibare,1015698,1,0,1015698:51,,Gazibare,
1015698|glogova,1015698,1,0,1015698:52,,Glogova,
1015698|gornja brstanica,1015698,1,0,1015698:53,,Gornja Brštanica,
1015698|gornja crnca,1015698,1,0,1015698:54,,Gornja Crnča,
1015698|gornja jagodina,1015698,1,0,1015698:55,,Gornja Jagodina,
1015698|gornja lijeska,1015698,1,0,1015698:56,,Gornja Lijeska,
1015698|gornje dubovo,1015698,1,0,1015698:57,,Gornje Dubovo,
1015698|gornje stitarevo,1015698,1,0,1015698:58,,Gornje Štitarevo,
1015698|gornji dobrun,1015698,1,0,1015698:59,,Gornji Dobrun,
1015698|gornji dubovik,1015698,1,0,1015698:60,,Gornji Dubovik,
1015698|granje,1015698,1,0,1015698:61,,Granje,
1015698|greben,1015698,1,0,1015698:62,,Greben,
1015698|hadrovici,1015698,1,0,1015698:63,,Hadrovići,
1015698|haluge,1015698,1,0,1015698:64,,Haluge,
1015698|hamzici,1015698,1,0,1015698:65,,Hamzići,
1015698|han brdo,1015698,1,0,1015698:66,,Han Brdo,
1015698|holijaci,1015698,1,0,1015698:67,,Holijaci,
1015698|holijacka luka,1015698,1,0,1015698:68,,Holijačka Luka,
1015698|hranjevac,1015698,1,0,1015698:69,,Hranjevac,
1015698|ipi,1015698,1,0,1015698:48,,Đipi,
1015698|jablanica,1015698,1,0,1015698:70,,Jablanica,
1015698|jarci,1015698,1,0,1015698:71,,Jarci,
1015698|jelacici,1015698,1,0,1015698:72,,Jelačići,
1015698|jelasci,1015698,1,0,1015698:73,,Jelašci,
1015698|jelici,1015698,1,0,1015698:74,,Jelići,
1015698|jezernice,1015698,1,0,1015698:75,,Jezernice,
1015698|kabernik,1015698,1,0,1015698:76,,Kabernik,
1015698|kamenica,1015698,1,0,1015698:77,,Kamenica,
1015698|kapetanovici,1015698,1,0,1015698:78,,Kapetanovići,
1015698|klasnik,1015698,1,0,1015698:79,,Klašnik,
1015698|klisura,1015698,1,0,1015698:80,,Klisura,
1015698|kocarim,1015698,1,0,1015698:81,,Kočarim,
1015698|kopito,1015698,1,0,1015698:82,,Kopito,
1015698|koritnik,1015698,1,0,1015698:83,,Koritnik,
1015698|kosovo polje,1015698,1,0,1015698:84,,Kosovo Polje,
1015698|kragujevac,1015698,1,0,1015698:85,,Kragujevac,
1015698|kuka,1015698,1,0,1015698:86,,Kuka,
1015698|kupusovici,1015698,1,0,1015698:87,,Kupusovići,
1015698|kurtalici,1015698,1,0,1015698:88,,Kurtalići,
1015698|kustur polje,1015698,1,0,1015698:89,,Kustur Polje,
1015698|lasci,1015698,1,0,1015698:90,,Lasci,
1015698|loznica,1015698,1,0,1015698:91,,Loznica,
1015698|macute,1015698,1,0,1015698:92,,Macute,
1015698|madzarevici,1015698,1,0,1015698:93,,Madžarevići,
1015698|mala gostilja,1015698,1,0,1015698:94,,Mala Gostilja,
1015698|mangalin han,1015698,1,0,1015698:95,,Mangalin Han,
1015698|masali,1015698,1,0,1015698:96,,Masali,
1015698|me e a,1015698,1,0,1015698:97,,Međeđa,
1015698|me uselje,1015698,1,0,1015698:98,,Međuselje,
1015698|menzilovici,1015698,1,0,1015698:99,,Menzilovići,
1015698|meremislje,1015698,1,0,1015698:100,,Meremišlje,
1015698|milosevici,1015698,1,0,1015698:101,,Miloševići,
1015698|mirlovici,1015698,1,0,1015698:102,,Mirlovići,
1015698|mramorice,1015698,1,0,1015698:103,,Mramorice,
1015698|musici,1015698,1,0,1015698:104,,Mušići,
1015698|naseljeno mjesto,1015698,1,0,1015698:4,,Naseljeno mjesto,
1015698|nebogovine,1015698,1,0,1015698:105,,Nebogovine,
1015698|nezuci,1015698,1,0,1015698:106,,Nezuci,
1015698|obravnje,1015698,1,0,1015698:107,,Obravnje,
1015698|odzak,1015698,1,0,1015698:108,,Odžak,
1015698|okolista,1015698,1,0,1015698:109,,Okolišta,
1015698|okrugla,1015698,1,0,1015698:110,,Okrugla,
1015698|omerovici,1015698,1,0,1015698:111,,Omerovići,
1015698|oplave,1015698,1,0,1015698:112,,Oplave,
1015698|orahovci,1015698,1,0,1015698:113,,Orahovci,
1015698|palez,1015698,1,0,1015698:114,,Palež,
1015698|paocici,1015698,1,0,1015698:115,,Paočići,
1015698|pijavice,1015698,1,0,1015698:116,,Pijavice,
1015698|podgorje,1015698,1,0,1015698:117,,Podgorje,
1015698|poljanice,1015698,1,0,1015698:118,,Poljanice,
1015698|polje,1015698,1,0,1015698:119,,Polje,
1015698|povjestaca,1015698,1,0,1015698:120,,Povjestača,
1015698|pozdercici,1015698,1,0,1015698:121,,Pozderčići,
1015698|prelovo,1015698,1,0,1015698:122,,Prelovo,
1015698|presjeka,1015698,1,0,1015698:123,,Presjeka,
1015698|pretisa,1015698,1,0,1015698:124,,Pretiša,
1015698|prisoje,1015698,1,0,1015698:125,,Prisoje,
1015698|raonici,1015698,1,0,1015698:126,,Raonići,
1015698|repusevici,1015698,1,0,1015698:127,,Repuševići,
1015698|resnik,1015698,1,0,1015698:128,,Resnik,
1015698|rijeka,1015698,1,0,1015698:129,,Rijeka,
1015698|rodic brdo,1015698,1,0,1015698:130,,Rodić Brdo,
1015698|rohci,1015698,1,0,1015698:131,,Rohci,
1015698|rujista,1015698,1,0,1015698:132,,Rujišta,
1015698|rutenovici,1015698,1,0,1015698:133,,Rutenovići,
1015698|rzav,1015698,1,0,1015698:134,,Rzav,
1015698|sase,1015698,1,0,1015698:135,,Sase,
1015698|seganje,1015698,1,0,1015698:141,,Šeganje,
1015698|sendici,1015698,1,0,1015698:136,,Sendići,
1015698|sip,1015698,1,0,1015698:142,,Šip,
1015698|smrijecje,1015698,1,0,1015698:137,,Smriječje,
1015698|stanisevac,1015698,1,0,1015698:138,,Staniševac,
1015698|stolac,1015698,1,0,1015698:139,,Stolac,
1015698|strazbenice,1015698,1,0,1015698:140,,Stražbenice,
1015698|sumice,1015698,1,0,1015698:143,,Šumice,
1015698|trsevine,1015698,1,0,1015698:144,,Trševine,
1015698|tupesi,1015698,1,0,1015698:145,,Tupeši,
1015698|turjak,1015698,1,0,1015698:146,,Turjak,
1015698|tusta me,1015698,1,0,1015698:147,,Tusta Međ,
1015698|tvrtkovici,1015698,1,0,1015698:148,,Tvrtkovići,
1015698|ubava,1015698,1,0,1015698:149,,Ubava,
1015698|unista,1015698,1,0,1015698:150,,Uništa,
1015698|urevici,1015698,1,0,1015698:49,,Đurevići,
1015698|usce lima,1015698,1,0,1015698:151,,Ušće Lima,
1015698|veletovo,1015698,1,0,1015698:152,,Veletovo,
1015698|velika gostilja,1015698,1,0,1015698:153,,Velika Gostilja,
1015698|velje polje,1015698,1,0,1015698:154,,Velje Polje,
1015698|velji lug,1015698,1,0,1015698:155,,Velji Lug,
1015698|visegrad,1015698,1,0,1015698:156,,Višegrad,
1015698|visegradska banja,1015698,1,0,1015698:157,,Višegradska Banja,
1015698|vlahovici,1015698,1,0,1015698:158,,Vlahovići,
1015698|vodenice,1015698,1,0,1015698:159,,Vodenice,
1015698|vucine,1015698,1,0,1015698:160,,Vučine,
1015698|zagorac,1015698,1,0,1015698:161,,Zagorac,
1015698|zagre,1015698,1,0,1015698:166,,Žagre,
1015698|zakrsnica,1015698,1,0,1015698:162,,Zakrsnica,
1015698|zanozje,1015698,1,0,1015698:163,,Zanožje,
1015698|zemljice,1015698,1,0,1015698:164,,Zemljice,
1015698|zlatnik,1015698,1,0,1015698:165,,Zlatnik,
1015698|zlijeb,1015698,1,0,1015698:167,,Žlijeb,
1017148|bag,1017148,1,0,1017148:5,,Bag,
1017148|buzim,1017148,1,0,1017148:6,,Bužim,
1017148|dobro selo,1017148,1,0,1017148:7,,Dobro Selo,
1017148|konjodor,1017148,1,0,1017148:8,,Konjodor,
1017148|lubarda,1017148,1,0,1017148:9,,Lubarda,
1017148|mrazovac,1017148,1,0,1017148:10,,Mrazovac,
1017148|naseljeno mjesto,1017148,1,0,1017148:4,,Naseljeno mjesto,
1017148|varoska rijeka,1017148,1,0,1017148:11,,Varoška Rijeka,
10189|breza,10189,0,28,,107735; 107743; 107751,,Breza; Breza; Breza
10197|bugojno,10197,0,78,,108049; 108057; 108065,,Bugojno; Bugojno; Bugojno
10219|busovaca,10219,0,47,,108901; 108910; 108928,,Busovaca; Busovaca; Busovaca
10227|cazin,10227,0,54,,109428; 109436; 109444,,Cazin; Cazin; Cazin
10243|capljina,10243,0,32,,110418; 110426; 110434,,Capljina; Capljina; Capljina
10260|citluk,10260,0,21,,111082; 111104; 111112,,Citluk; Citluk; Citluk
1026177|akmacici,1026177,1,0,1026177:5,,Akmačići,
1026177|ascerici,1026177,1,0,1026177:6,,Ašćerići,
1026177|basici,1026177,1,0,1026177:7,,Bašići,
1026177|betanj,1026177,1,0,1026177:8,,Betanj,
1026177|bobari,1026177,1,0,1026177:9,,Bobari,
1026177|canici,1026177,1,0,1026177:10,,Čanići,
1026177|dobric,1026177,1,0,1026177:11,,Dobrić,
1026177|dole,1026177,1,0,1026177:12,,Dole,
1026177|dzanojevici,1026177,1,0,1026177:13,,Džanojevići,
1026177|javor,1026177,1,0,1026177:15,,Javor,
1026177|jelacici,1026177,1,0,1026177:16,,Jelačići,
1026177|kalabace,1026177,1,0,1026177:17,,Kalabače,
1026177|kastijelj,1026177,1,0,1026177:18,,Kaštijelj,
1026177|korijen,1026177,1,0,1026177:19,,Korijen,
1026177|majdan,1026177,1,0,1026177:20,,Majdan,
1026177|markovici,1026177,1,0,1026177:21,,Markovići,
1026177|milovanovici,1026177,1,0,1026177:22,,Milovanovići,
1026177|naseljeno mjesto,1026177,1,0,1026177:4,,Naseljeno mjesto,
1026177|papraca,1026177,1,0,1026177:23,,Papraća,
1026177|pelemisi,1026177,1,0,1026177:24,,Pelemiši,
1026177|petrovici,1026177,1,0,1026177:25,,Petrovići,
1026177|plazace,1026177,1,0,1026177:26,,Plazače,
1026177|pobedarje,1026177,1,0,1026177:27,,Pobedarje,
1026177|podpola,1026177,1,0,1026177:28,,Podpola,
1026177|rasevo,1026177,1,0,1026177:29,,Raševo,
1026177|sekovici,1026177,1,0,1026177:34,,Šekovići,
1026177|seliste,1026177,1,0,1026177:30,,Selište,
1026177|strmica,1026177,1,0,1026177:31,,Strmica,
1026177|stupari,1026177,1,0,1026177:32,,Stupari,
1026177|sucani,1026177,1,0,1026177:33,,Sučani,
1026177|tepen,1026177,1,0,1026177:35,,Tepen,
1026177|trnovo,1026177,1,0,1026177:36,,Trnovo,
1026177|tupanari,1026177,1,0,1026177:37,,Tupanari,
1026177|udbina,1026177,1,0,1026177:38,,Udbina,
1026177|urici,1026177,1,0,1026177:14,,Đurići,
1026177|velika njiva,1026177,1,0,1026177:39,,Velika Njiva,
1026177|vidakovici vrela,1026177,1,0,1026177:40,,Vidakovići Vrela,
1026177|vrelo,1026177,1,0,1026177:41,,Vrelo,
1026177|zupci,1026177,1,0,1026177:42,,Zupci,
1028426|baljci,1028426,1,0,1028426:5,,Baljci,
1028426|blazuj,1028426,1,0,1028426:6,,Blažuj,
1028426|bobara,1028426,1,0,1028426:7,,Bobara,
1028426|bogdasic,1028426,1,0,1028426:8,,Bogdašić,
1028426|borcani,1028426,1,0,1028426:9,,Borčani,
1028426|bukova gora,1028426,1,0,1028426:10,,Bukova Gora,
1028426|bukovica,1028426,1,0,1028426:11,,Bukovica,
1028426|cavarov stan,1028426,1,0,1028426:14,,Ćavarov Stan,
1028426|cebara,1028426,1,0,1028426:12,,Cebara,
1028426|crvenice,1028426,1,0,1028426:13,,Crvenice,
1028426|dobrici,1028426,1,0,1028426:15,,Dobrići,
1028426|donji brisnik,1028426,1,0,1028426:16,,Donji Brišnik,
1028426|eminovo selo,1028426,1,0,1028426:17,,Eminovo Selo,
1028426|galecic,1028426,1,0,1028426:18,,Galečić,
1028426|gornja prisika,1028426,1,0,1028426:19,,Gornja Prisika,
1028426|gornji brisnik,1028426,1,0,1028426:20,,Gornji Brišnik,
1028426|grabovica,1028426,1,0,1028426:21,,Grabovica,
1028426|josanica,1028426,1,0,1028426:22,,Jošanica,
1028426|kazaginac,1028426,1,0,1028426:23,,Kazaginac,
1028426|kolo,1028426,1,0,1028426:24,,Kolo,
1028426|kongora,1028426,1,0,1028426:25,,Kongora,
1028426|korita,1028426,1,0,1028426:26,,Korita,
1028426|kovaci,1028426,1,0,1028426:27,,Kovači,
1028426|krnjin,1028426,1,0,1028426:28,,Krnjin,
1028426|kuk,1028426,1,0,1028426:29,,Kuk,
1028426|letka,1028426,1,0,1028426:30,,Letka,
1028426|lipa,1028426,1,0,1028426:31,,Lipa,
1028426|liskovaca,1028426,1,0,1028426:32,,Liskovača,
1028426|lug,1028426,1,0,1028426:33,,Lug,
1028426|mandino selo,1028426,1,0,1028426:34,,Mandino Selo,
1028426|mesihovina,1028426,1,0,1028426:35,,Mesihovina,
1028426|mijakovo polje,1028426,1,0,1028426:36,,Mijakovo Polje,
1028426|mokronoge,1028426,1,0,1028426:37,,Mokronoge,
1028426|mrkodol,1028426,1,0,1028426:38,,Mrkodol,
1028426|naseljeno mjesto,1028426,1,0,1028426:4,,Naseljeno mjesto,
1028426|omerovici,1028426,1,0,1028426:39,,Omerovići,
1028426|omolje,1028426,1,0,1028426:40,,Omolje,
1028426|oplecani,1028426,1,0,1028426:41,,Oplećani,
1028426|pasic,1028426,1,0,1028426:42,,Pasić,
1028426|podgaj,1028426,1,0,1028426:43,,Podgaj,
1028426|prisoje,1028426,1,0,1028426:44,,Prisoje,
1028426|radosi,1028426,1,0,1028426:45,,Radoši,
1028426|rascani,1028426,1,0,1028426:46,,Rašćani,
1028426|raseljke,1028426,1,0,1028426:47,,Rašeljke,
1028426|renici,1028426,1,0,1028426:48,,Renići,
1028426|rosko polje,1028426,1,0,1028426:49,,Roško Polje,
1028426|rosnjace,1028426,1,0,1028426:50,,Rošnjače,
1028426|sarajlije,1028426,1,0,1028426:51,,Sarajlije,
1028426|seonica,1028426,1,0,1028426:52,,Seonica,
1028426|sr ani,1028426,1,0,1028426:53,,Srđani,
1028426|stipanjici,1028426,1,0,1028426:54,,Stipanjići,
1028426|suica,1028426,1,0,1028426:55,,Šuica,
1028426|tomislavgrad,1028426,1,0,1028426:56,,Tomislavgrad,
1028426|vedasic,1028426,1,0,1028426:57,,Vedašić,
1028426|vinica,1028426,1,0,1028426:58,,Vinica,
1028426|vojkovici,1028426,1,0,1028426:59,,Vojkovići,
1028426|vranjace,1028426,1,0,1028426:60,,Vranjače,
1028426|vrilo,1028426,1,0,1028426:61,,Vrilo,
1028426|zaljice,1028426,1,0,1028426:62,,Zaljiće,
1028426|zaljut,1028426,1,0,1028426:63,,Zaljut,
1028426|zidine,1028426,1,0,1028426:64,,Zidine,
10294|donji vakuf,10294,0,68,,112763; 112771; 112780,,Donji Vakuf; Donji Vakuf; Donji Vakuf
10308|tomislavgrad,10308,0,60,,113492; 113506; 113514,,Tomislavgrad; Tomislavgrad; Tomislavgrad
1031837|babanovci,1031837,1,0,1031837:5,,Babanovci,
1031837|brezik,1031837,1,0,1031837:6,,Brezik,
1031837|civcije,1031837,1,0,1031837:8,,Čivčije,
1031837|corle,1031837,1,0,1031837:9,,Čorle,
1031837|crkvena,1031837,1,0,1031837:7,,Crkvena,
1031837|doline,1031837,1,0,1031837:10,,Doline,
1031837|donja ilova,1031837,1,0,1031837:11,,Donja Ilova,
1031837|donja mravica,1031837,1,0,1031837:12,,Donja Mravica,
1031837|donji galjipovci,1031837,1,0,1031837:13,,Donji Galjipovci,
1031837|donji palackovci,1031837,1,0,1031837:14,,Donji Palačkovci,
1031837|donji smrtici,1031837,1,0,1031837:15,,Donji Smrtići,
1031837|donji strpci,1031837,1,0,1031837:16,,Donji Štrpci,
1031837|donji vijacani,1031837,1,0,1031837:17,,Donji Vijačani,
1031837|drenova,1031837,1,0,1031837:18,,Drenova,
1031837|gajevi,1031837,1,0,1031837:19,,Gajevi,
1031837|galjipovci,1031837,1,0,1031837:20,,Galjipovci,
1031837|gornja ilova,1031837,1,0,1031837:21,,Gornja Ilova,
1031837|gornja mravica,1031837,1,0,1031837:22,,Gornja Mravica,
1031837|gornji galjipovci,1031837,1,0,1031837:23,,Gornji Galjipovci,
1031837|gornji palackovci,1031837,1,0,1031837:24,,Gornji Palačkovci,
1031837|gornji smrtici,1031837,1,0,1031837:25,,Gornji Smrtići,
1031837|gornji strpci,1031837,1,0,1031837:26,,Gornji Štrpci,
1031837|gornji vijacani,1031837,1,0,1031837:27,,Gornji Vijačani,
1031837|grabik ilova,1031837,1,0,1031837:28,,Grabik Ilova,
1031837|gusak,1031837,1,0,1031837:29,,Gusak,
1031837|hrvacani,1031837,1,0,1031837:30,,Hrvaćani,
1031837|jadovica,1031837,1,0,1031837:31,,Jadovica,
1031837|jasik,1031837,1,0,1031837:32,,Jasik,
1031837|karac,1031837,1,0,1031837:33,,Karać,
1031837|kokori,1031837,1,0,1031837:34,,Kokori,
1031837|konjuhovci,1031837,1,0,1031837:35,,Konjuhovci,
1031837|kremna,1031837,1,0,1031837:36,,Kremna,
1031837|kulasi,1031837,1,0,1031837:37,,Kulaši,
1031837|lisnja,1031837,1,0,1031837:38,,Lišnja,
1031837|luzani,1031837,1,0,1031837:39,,Lužani,
1031837|macino brdo,1031837,1,0,1031837:40,,Maćino Brdo,
1031837|mracaj,1031837,1,0,1031837:41,,Mračaj,
1031837|mravica,1031837,1,0,1031837:42,,Mravica,
1031837|mujinci,1031837,1,0,1031837:43,,Mujinci,
1031837|naseljeno mjesto,1031837,1,0,1031837:4,,Naseljeno mjesto,
1031837|naseobina babanovci,1031837,1,0,1031837:44,,Naseobina Babanovci,
1031837|naseobina hrvacani,1031837,1,0,1031837:45,,Naseobina Hrvaćani,
1031837|naseobina lisnja,1031837,1,0,1031837:46,,Naseobina Lišnja,
1031837|novo selo,1031837,1,0,1031837:47,,Novo Selo,
1031837|okolica,1031837,1,0,1031837:48,,Okolica,
1031837|orasje,1031837,1,0,1031837:49,,Orašje,
1031837|otpocivaljka,1031837,1,0,1031837:50,,Otpočivaljka,
1031837|paramije,1031837,1,0,1031837:51,,Paramije,
1031837|peceneg ilova,1031837,1,0,1031837:52,,Pečeneg Ilova,
1031837|popovici,1031837,1,0,1031837:53,,Popovići,
1031837|potocani,1031837,1,0,1031837:54,,Potočani,
1031837|prnjavor,1031837,1,0,1031837:55,,Prnjavor,
1031837|prosjek,1031837,1,0,1031837:56,,Prosjek,
1031837|puraci,1031837,1,0,1031837:57,,Puraći,
1031837|ralutinac,1031837,1,0,1031837:58,,Ralutinac,
1031837|ratkovac,1031837,1,0,1031837:59,,Ratkovac,
1031837|sarinci,1031837,1,0,1031837:62,,Šarinci,
1031837|sereg ilova,1031837,1,0,1031837:63,,Šereg Ilova,
1031837|sibovska,1031837,1,0,1031837:64,,Šibovska,
1031837|skakavci,1031837,1,0,1031837:60,,Skakavci,
1031837|srpovci,1031837,1,0,1031837:61,,Srpovci,
1031837|stivor,1031837,1,0,1031837:65,,Štivor,
1031837|velika ilova,1031837,1,0,1031837:66,,Velika Ilova,
1031837|vrsani,1031837,1,0,1031837:67,,Vršani,
10324|fojnica,10324,0,55,,115487; 115495; 115509,,Fojnica; Fojnica; Fojnica
10359|glamoc,10359,0,55,,116858; 116866; 116874,,Glamoc; Glamoc; Glamoc
10375|gornji vakuf uskoplje,10375,0,52,,119539; 119547; 119555,,Gornji Vakuf-Uskoplje; Gornji Vakuf-Uskoplje; Gornji Vakuf-Uskoplje
1037615|bila,1037615,1,0,1037615:5,,Bila,
1037615|bilo polje,1037615,1,0,1037615:6,,Bilo Polje,
1037615|bogdase,1037615,1,0,1037615:7,,Bogdaše,
1037615|bojmunte,1037615,1,0,1037615:8,,Bojmunte,
1037615|caic,1037615,1,0,1037615:9,,Čaić,
1037615|caprazlije,1037615,1,0,1037615:10,,Čaprazlije,
1037615|celebic,1037615,1,0,1037615:11,,Čelebić,
1037615|cosanlije,1037615,1,0,1037615:13,,Ćosanlije,
1037615|cuklic,1037615,1,0,1037615:12,,Čuklić,
1037615|dobro,1037615,1,0,1037615:14,,Dobro,
1037615|donji rujani,1037615,1,0,1037615:15,,Donji Rujani,
1037615|drinova me a,1037615,1,0,1037615:16,,Drinova Međa,
1037615|drzanlije,1037615,1,0,1037615:17,,Držanlije,
1037615|golinjevo,1037615,1,0,1037615:18,,Golinjevo,
1037615|gornji rujani,1037615,1,0,1037615:19,,Gornji Rujani,
1037615|grborezi,1037615,1,0,1037615:20,,Grborezi,
1037615|grgurici,1037615,1,0,1037615:21,,Grgurići,
1037615|gubin,1037615,1,0,1037615:22,,Gubin,
1037615|komorani,1037615,1,0,1037615:23,,Komorani,
1037615|kovacic,1037615,1,0,1037615:24,,Kovačić,
1037615|lipa,1037615,1,0,1037615:25,,Lipa,
1037615|listani,1037615,1,0,1037615:26,,Lištani,
1037615|livno,1037615,1,0,1037615:27,,Livno,
1037615|lopatice,1037615,1,0,1037615:28,,Lopatice,
1037615|lusnic,1037615,1,0,1037615:29,,Lusnić,
1037615|ljubuncic,1037615,1,0,1037615:30,,Ljubunčić,
1037615|mali guber,1037615,1,0,1037615:31,,Mali Guber,
1037615|mali kablici,1037615,1,0,1037615:32,,Mali Kablići,
1037615|misi,1037615,1,0,1037615:33,,Miši,
1037615|naseljeno mjesto,1037615,1,0,1037615:4,,Naseljeno mjesto,
1037615|odzak,1037615,1,0,1037615:34,,Odžak,
1037615|orguz,1037615,1,0,1037615:35,,Orguz,
1037615|podgradina,1037615,1,0,1037615:36,,Podgradina,
1037615|podgreda,1037615,1,0,1037615:37,,Podgreda,
1037615|podhum,1037615,1,0,1037615:38,,Podhum,
1037615|potkraj,1037615,1,0,1037615:39,,Potkraj,
1037615|potocani,1037615,1,0,1037615:40,,Potočani,
1037615|potok,1037615,1,0,1037615:41,,Potok,
1037615|priluka,1037615,1,0,1037615:42,,Priluka,
1037615|prisap,1037615,1,0,1037615:43,,Prisap,
1037615|prolog,1037615,1,0,1037615:44,,Prolog,
1037615|provo,1037615,1,0,1037615:45,,Provo,
1037615|radanovci,1037615,1,0,1037615:46,,Radanovci,
1037615|rapovine,1037615,1,0,1037615:47,,Rapovine,
1037615|sajkovic,1037615,1,0,1037615:48,,Sajković,
1037615|smricani,1037615,1,0,1037615:49,,Smričani,
1037615|sr evici,1037615,1,0,1037615:50,,Srđevići,
1037615|strupnic,1037615,1,0,1037615:51,,Strupnić,
1037615|suhaca,1037615,1,0,1037615:52,,Suhača,
1037615|tribic,1037615,1,0,1037615:53,,Tribić,
1037615|veliki guber,1037615,1,0,1037615:54,,Veliki Guber,
1037615|veliki kablici,1037615,1,0,1037615:55,,Veliki Kablići,
1037615|vidosi,1037615,1,0,1037615:56,,Vidoši,
1037615|vrbica,1037615,1,0,1037615:57,,Vrbica,
1037615|vrzerala,1037615,1,0,1037615:58,,Vržerala,
1037615|zabljak,1037615,1,0,1037615:62,,Žabljak,
1037615|zabrisce,1037615,1,0,1037615:59,,Zabrišće,
1037615|zagoricani,1037615,1,0,1037615:60,,Zagoričani,
1037615|zastinje,1037615,1,0,1037615:61,,Zastinje,
1037615|zirovic,1037615,1,0,1037615:63,,Žirović,
