sid,name,mid,municipality_name,lat,lon,source_row_id
1012045:4,Naseljeno mjesto,1012045,Šamac,,,Šamac:4
1012045:5,Batkuša,1012045,Šamac,,,Šamac:5
1012045:6,Brvnik,1012045,Šamac,,,Šamac:6
1012045:7,Crkvina,1012045,Šamac,,,Šamac:7
1012045:8,Donja Slatina,1012045,Šamac,,,Šamac:8
1012045:9,Donji Hasić,1012045,Šamac,,,Šamac:9
1012045:10,Gajevi,1012045,Šamac,,,Šamac:10
1012045:11,Gornja Slatina,1012045,Šamac,,,Šamac:11
1012045:12,Gornji Hasić,1012045,Šamac,,,Šamac:12
1012045:13,Grebnice,1012045,Šamac,,,Šamac:13
1012045:14,Kornica,1012045,Šamac,,,Šamac:14
1012045:15,Kruškovo Polje,1012045,Šamac,,,Šamac:15
1012045:16,Lugovi,1012045,Šamac,,,Šamac:16
1012045:17,Novo Selo,1012045,Šamac,,,Šamac:17
1012045:18,Njegoševo,1012045,Šamac,,,Šamac:18
1012045:19,Obudovac,1012045,Šamac,,,Šamac:19
1012045:20,Pisari,1012045,Šamac,,,Šamac:20
1012045:21,Srednja Slatina,1012045,Šamac,,,Šamac:21
1012045:22,Šamac,1012045,Šamac,,,Šamac:22
1012045:23,Škarić,1012045,Šamac,,,Šamac:23
1012045:24,Tišina,1012045,Šamac,,,Šamac:24
1012045:25,Zasavica,1012045,Šamac,,,Šamac:25
1015698:4,Naseljeno mjesto,1015698,Višegrad,,,Višegrad:4
1015698:5,Ajdinovići,1015698,Višegrad,,,Višegrad:5
1015698:6,Babin Potok,1015698,Višegrad,,,Višegrad:6
1015698:7,Ban Polje,1015698,Višegrad,,,Višegrad:7
1015698:8,Barimo,1015698,Višegrad,,,Višegrad:8
1015698:9,Batkovica,1015698,Višegrad,,,Višegrad:9
1015698:10,Batkušići,1015698,Višegrad,,,Višegrad:10
1015698:11,Bijela,1015698,Višegrad,,,Višegrad:11
1015698:12,Biljezi,1015698,Višegrad,,,Višegrad:12
1015698:13,Bistrivode,1015698,Višegrad,,,Višegrad:13
1015698:14,Bjegovići,1015698,Višegrad,,,Višegrad:14
1015698:15,Bjeljajci,1015698,Višegrad,,,Višegrad:15
1015698:16,Blace,1015698,Višegrad,,,Višegrad:16
1015698:17,Blaž,1015698,Višegrad,,,Višegrad:17
1015698:18,Bodežnik,1015698,Višegrad,,,Višegrad:18
1015698:19,Bogdašići,1015698,Višegrad,,,Višegrad:19
1015698:20,Bogilice,1015698,Višegrad,,,Višegrad:20
1015698:21,Borovac,1015698,Višegrad,,,Višegrad:21
1015698:22,Brezje,1015698,Višegrad,,,Višegrad:22
1015698:23,Brodar,1015698,Višegrad,,,Višegrad:23
1015698:24,Bursići,1015698,Višegrad,,,Višegrad:24
1015698:25,Crijep,1015698,Višegrad,,,Višegrad:25
1015698:26,Crnčići,1015698,Višegrad,,,Višegrad:26
1015698:27,Crni Vrh,1015698,Višegrad,,,Višegrad:27
1015698:28,Čengići,1015698,Višegrad,,,Višegrad:28
1015698:29,Češalj,1015698,Višegrad,,,Višegrad:29
1015698:30,Ćaćice,1015698,Višegrad,,,Višegrad:30
1015698:31,Dobrunska Rijeka,1015698,Višegrad,,,Višegrad:31
1015698:32,Donja Brštanica,1015698,Višegrad,,,Višegrad:32
1015698:33,Donja Crnča,1015698,Višegrad,,,Višegrad:33
1015698:34,Donja Jagodina,1015698,Višegrad,,,Višegrad:34
1015698:35,Donja Lijeska,1015698,Višegrad,,,Višegrad:35
1015698:36,Donje Dubovo,1015698,Višegrad,,,Višegrad:36
1015698:37,Donje Štitarevo,1015698,Višegrad,,,Višegrad:37
1015698:38,Donje Vardište,1015698,Višegrad,,,Višegrad:38
1015698:39,Donji Dobrun,1015698,Višegrad,,,Višegrad:39
1015698:40,Donji Dubovik,1015698,Višegrad,,,Višegrad:40
1015698:41,Dragomilje,1015698,Višegrad,,,Višegrad:41
1015698:42,Drina,1015698,Višegrad,,,Višegrad:42
1015698:43,Drinsko,1015698,Višegrad,,,Višegrad:43
1015698:44,Drokan,1015698,Višegrad,,,Višegrad:44
1015698:45,Dubočica,1015698,Višegrad,,,Višegrad:45
1015698:46,Dušče,1015698,Višegrad,,,Višegrad:46
1015698:47,Džankići,1015698,Višegrad,,,Višegrad:47
1015698:48,Đipi,1015698,Višegrad,,,Višegrad:48
1015698:49,Đurevići,1015698,Višegrad,,,Višegrad:49
1015698:50,Faljenovići,1015698,Višegrad,,,Višegrad:50
1015698:51,Gazibare,1015698,Višegrad,,,Višegrad:51
1015698:52,Glogova,1015698,Višegrad,,,Višegrad:52
1015698:53,Gornja Brštanica,1015698,Višegrad,,,Višegrad:53
1015698:54,Gornja Crnča,1015698,Višegrad,,,Višegrad:54
1015698:55,Gornja Jagodina,1015698,Višegrad,,,Višegrad:55
1015698:56,Gornja Lijeska,1015698,Višegrad,,,Višegrad:56
1015698:57,Gornje Dubovo,1015698,Višegrad,,,Višegrad:57
1015698:58,Gornje Štitarevo,1015698,Višegrad,,,Višegrad:58
1015698:59,Gornji Dobrun,1015698,Višegrad,,,Višegrad:59
1015698:60,Gornji Dubovik,1015698,Višegrad,,,Višegrad:60
1015698:61,Granje,1015698,Višegrad,,,Višegrad:61
1015698:62,Greben,1015698,Višegrad,,,Višegrad:62
1015698:63,Hadrovići,1015698,Višegrad,,,Višegrad:63
1015698:64,Haluge,1015698,Višegrad,,,Višegrad:64
1015698:65,Hamzići,1015698,Višegrad,,,Višegrad:65
1015698:66,Han Brdo,1015698,Višegrad,,,Višegrad:66
1015698:67,Holijaci,1015698,Višegrad,,,Višegrad:67
1015698:68,Holijačka Luka,1015698,Višegrad,,,Višegrad:68
1015698:69,Hranjevac,1015698,Višegrad,,,Višegrad:69
1015698:70,Jablanica,1015698,Višegrad,,,Višegrad:70
1015698:71,Jarci,1015698,Višegrad,,,Višegrad:71
1015698:72,Jelačići,1015698,Višegrad,,,Višegrad:72
1015698:73,Jelašci,1015698,Višegrad,,,Višegrad:73
1015698:74,Jelići,1015698,Višegrad,,,Višegrad:74
1015698:75,Jezernice,1015698,Višegrad,,,Višegrad:75
1015698:76,Kabernik,1015698,Višegrad,,,Višegrad:76
1015698:77,Kamenica,1015698,Višegrad,,,Višegrad:77
1015698:78,Kapetanovići,1015698,Višegrad,,,Višegrad:78
1015698:79,Klašnik,1015698,Višegrad,,,Višegrad:79
1015698:80,Klisura,1015698,Višegrad,,,Višegrad:80
1015698:81,Kočarim,1015698,Višegrad,,,Višegrad:81
1015698:82,Kopito,1015698,Višegrad,,,Višegrad:82
1015698:83,Koritnik,1015698,Višegrad,,,Višegrad:83
1015698:84,Kosovo Polje,1015698,Višegrad,,,Višegrad:84
1015698:85,Kragujevac,1015698,Višegrad,,,Višegrad:85
1015698:86,Kuka,1015698,Višegrad,,,Višegrad:86
1015698:87,Kupusovići,1015698,Višegrad,,,Višegrad:87
1015698:88,Kurtalići,1015698,Višegrad,,,Višegrad:88
1015698:89,Kustur Polje,1015698,Višegrad,,,Višegrad:89
1015698:90,Lasci,1015698,Višegrad,,,Višegrad:90
1015698:91,Loznica,1015698,Višegrad,,,Višegrad:91
1015698:92,Macute,1015698,Višegrad,,,Višegrad:92
1015698:93,Madžarevići,1015698,Višegrad,,,Višegrad:93
1015698:94,Mala Gostilja,1015698,Višegrad,,,Višegrad:94
1015698:95,Mangalin Han,1015698,Višegrad,,,Višegrad:95
1015698:96,Masali,1015698,Višegrad,,,Višegrad:96
1015698:97,Međeđa,1015698,Višegrad,,,Višegrad:97
1015698:98,Međuselje,1015698,Višegrad,,,Višegrad:98
1015698:99,Menzilovići,1015698,Višegrad,,,Višegrad:99
1015698:100,Meremišlje,1015698,Višegrad,,,Višegrad:100
1015698:101,Miloševići,1015698,Višegrad,,,Višegrad:101
1015698:102,Mirlovići,1015698,Višegrad,,,Višegrad:102
1015698:103,Mramorice,1015698,Višegrad,,,Višegrad:103
1015698:104,Mušići,1015698,Višegrad,,,Višegrad:104
1015698:105,Nebogovine,1015698,Višegrad,,,Višegrad:105
1015698:106,Nezuci,1015698,Višegrad,,,Višegrad:106
1015698:107,Obravnje,1015698,Višegrad,,,Višegrad:107
1015698:108,Odžak,1015698,Višegrad,,,Višegrad:108
1015698:109,Okolišta,1015698,Višegrad,,,Višegrad:109
1015698:110,Okrugla,1015698,Višegrad,,,Višegrad:110
1015698:111,Omerovići,1015698,Višegrad,,,Višegrad:111
1015698:112,Oplave,1015698,Višegrad,,,Višegrad:112
1015698:113,Orahovci,1015698,Višegrad,,,Višegrad:113
1015698:114,Palež,1015698,Višegrad,,,Višegrad:114
1015698:115,Paočići,1015698,Višegrad,,,Višegrad:115
1015698:116,Pijavice,1015698,Višegrad,,,Višegrad:116
1015698:117,Podgorje,1015698,Višegrad,,,Višegrad:117
1015698:118,Poljanice,1015698,Višegrad,,,Višegrad:118
1015698:119,Polje,1015698,Višegrad,,,Višegrad:119
1015698:120,Povjestača,1015698,Višegrad,,,Višegrad:120
1015698:121,Pozderčići,1015698,Višegrad,,,Višegrad:121
1015698:122,Prelovo,1015698,Višegrad,,,Višegrad:122
1015698:123,Presjeka,1015698,Višegrad,,,Višegrad:123
1015698:124,Pretiša,1015698,Višegrad,,,Višegrad:124
1015698:125,Prisoje,1015698,Višegrad,,,Višegrad:125
1015698:126,Raonići,1015698,Višegrad,,,Višegrad:126
1015698:127,Repuševići,1015698,Višegrad,,,Višegrad:127
1015698:128,Resnik,1015698,Višegrad,,,Višegrad:128
1015698:129,Rijeka,1015698,Višegrad,,,Višegrad:129
1015698:130,Rodić Brdo,1015698,Višegrad,,,Višegrad:130
1015698:131,Rohci,1015698,Višegrad,,,Višegrad:131
1015698:132,Rujišta,1015698,Višegrad,,,Višegrad:132
1015698:133,Rutenovići,1015698,Višegrad,,,Višegrad:133
1015698:134,Rzav,1015698,Višegrad,,,Višegrad:134
1015698:135,Sase,1015698,Višegrad,,,Višegrad:135
1015698:136,Sendići,1015698,Višegrad,,,Višegrad:136
1015698:137,Smriječje,1015698,Višegrad,,,Višegrad:137
1015698:138,Staniševac,1015698,Višegrad,,,Višegrad:138
1015698:139,Stolac,1015698,Višegrad,,,Višegrad:139
1015698:140,Stražbenice,1015698,Višegrad,,,Višegrad:140
1015698:141,Šeganje,1015698,Višegrad,,,Višegrad:141
1015698:142,Šip,1015698,Višegrad,,,Višegrad:142
1015698:143,Šumice,1015698,Višegrad,,,Višegrad:143
1015698:144,Trševine,1015698,Višegrad,,,Višegrad:144
1015698:145,Tupeši,1015698,Višegrad,,,Višegrad:145
1015698:146,Turjak,1015698,Višegrad,,,Višegrad:146
1015698:147,Tusta Međ,1015698,Višegrad,,,Višegrad:147
1015698:148,Tvrtkovići,1015698,Višegrad,,,Višegrad:148
1015698:149,Ubava,1015698,Višegrad,,,Višegrad:149
1015698:150,Uništa,1015698,Višegrad,,,Višegrad:150
1015698:151,Ušće Lima,1015698,Višegrad,,,Višegrad:151
1015698:152,Veletovo,1015698,Višegrad,,,Višegrad:152
1015698:153,Velika Gostilja,1015698,Višegrad,,,Višegrad:153
1015698:154,Velje Polje,1015698,Višegrad,,,Višegrad:154
1015698:155,Velji Lug,1015698,Višegrad,,,Višegrad:155
1015698:156,Višegrad,1015698,Višegrad,,,Višegrad:156
1015698:157,Višegradska Banja,1015698,Višegrad,,,Višegrad:157
1015698:158,Vlahovići,1015698,Višegrad,,,Višegrad:158
1015698:159,Vodenice,1015698,Višegrad,,,Višegrad:159
1015698:160,Vučine,1015698,Višegrad,,,Višegrad:160
1015698:161,Zagorac,1015698,Višegrad,,,Višegrad:161
1015698:162,Zakrsnica,1015698,Višegrad,,,Višegrad:162
1015698:163,Zanožje,1015698,Višegrad,,,Višegrad:163
1015698:164,Zemljice,1015698,Višegrad,,,Višegrad:164
1015698:165,Zlatnik,1015698,Višegrad,,,Višegrad:165
1015698:166,Žagre,1015698,Višegrad,,,Višegrad:166
1015698:167,Žlijeb,1015698,Višegrad,,,Višegrad:167
1017148:4,Naseljeno mjesto,1017148,Bužim,,,Bužim:4
1017148:5,Bag,1017148,Bužim,,,Bužim:5
1017148:6,Bužim,1017148,Bužim,,,Bužim:6
1017148:7,Dobro Selo,1017148,Bužim,,,Bužim:7
1017148:8,Konjodor,1017148,Bužim,,,Bužim:8
1017148:9,Lubarda,1017148,Bužim,,,Bužim:9
1017148:10,Mrazovac,1017148,Bužim,,,Bužim:10
1017148:11,Varoška Rijeka,1017148,Bužim,,,Bužim:11
1026177:4,Naseljeno mjesto,1026177,Šekovići,,,Šekovići:4
1026177:5,Akmačići,1026177,Šekovići,,,Šekovići:5
1026177:6,Ašćerići,1026177,Šekovići,,,Šekovići:6
1026177:7,Bašići,1026177,Šekovići,,,Šekovići:7
1026177:8,Betanj,1026177,Šekovići,,,Šekovići:8
1026177:9,Bobari,1026177,Šekovići,,,Šekovići:9
1026177:10,Čanići,1026177,Šekovići,,,Šekovići:10
1026177:11,Dobrić,1026177,Šekovići,,,Šekovići:11
1026177:12,Dole,1026177,Šekovići,,,Šekovići:12
1026177:13,Džanojevići,1026177,Šekovići,,,Šekovići:13
1026177:14,Đurići,1026177,Šekovići,,,Šekovići:14
1026177:15,Javor,1026177,Šekovići,,,Šekovići:15
1026177:16,Jelačići,1026177,Šekovići,,,Šekovići:16
1026177:17,Kalabače,1026177,Šekovići,,,Šekovići:17
1026177:18,Kaštijelj,1026177,Šekovići,,,Šekovići:18
1026177:19,Korijen,1026177,Šekovići,,,Šekovići:19
1026177:20,Majdan,1026177,Šekovići,,,Šekovići:20
1026177:21,Markovići,1026177,Šekovići,,,Šekovići:21
1026177:22,Milovanovići,1026177,Šekovići,,,Šekovići:22
1026177:23,Papraća,1026177,Šekovići,,,Šekovići:23
1026177:24,Pelemiši,1026177,Šekovići,,,Šekovići:24
1026177:25,Petrovići,1026177,Šekovići,,,Šekovići:25
1026177:26,Plazače,1026177,Šekovići,,,Šekovići:26
1026177:27,Pobedarje,1026177,Šekovići,,,Šekovići:27
1026177:28,Podpola,1026177,Šekovići,,,Šekovići:28
1026177:29,Raševo,1026177,Šekovići,,,Šekovići:29
1026177:30,Selište,1026177,Šekovići,,,Šekovići:30
1026177:31,Strmica,1026177,Šekovići,,,Šekovići:31
1026177:32,Stupari,1026177,Šekovići,,,Šekovići:32
1026177:33,Sučani,1026177,Šekovići,,,Šekovići:33
1026177:34,Šekovići,1026177,Šekovići,,,Šekovići:34
1026177:35,Tepen,1026177,Šekovići,,,Šekovići:35
1026177:36,Trnovo,1026177,Šekovići,,,Šekovići:36
1026177:37,Tupanari,1026177,Šekovići,,,Šekovići:37
1026177:38,Udbina,1026177,Šekovići,,,Šekovići:38
1026177:39,Velika Njiva,1026177,Šekovići,,,Šekovići:39
1026177:40,Vidakovići Vrela,1026177,Šekovići,,,Šekovići:40
1026177:41,Vrelo,1026177,Šekovići,,,Šekovići:41
1026177:42,Zupci,1026177,Šekovići,,,Šekovići:42
1028426:4,Naseljeno mjesto,1028426,Tomislavgrad,,,Tomislavgrad:4
1028426:5,Baljci,1028426,Tomislavgrad,,,Tomislavgrad:5
1028426:6,Blažuj,1028426,Tomislavgrad,,,Tomislavgrad:6
1028426:7,Bobara,1028426,Tomislavgrad,,,Tomislavgrad:7
1028426:8,Bogdašić,1028426,Tomislavgrad,,,Tomislavgrad:8
1028426:9,Borčani,1028426,Tomislavgrad,,,Tomislavgrad:9
1028426:10,Bukova Gora,1028426,Tomislavgrad,,,Tomislavgrad:10
1028426:11,Bukovica,1028426,Tomislavgrad,,,Tomislavgrad:11
1028426:12,Cebara,1028426,Tomislavgrad,,,Tomislavgrad:12
1028426:13,Crvenice,1028426,Tomislavgrad,,,Tomislavgrad:13
1028426:14,Ćavarov Stan,1028426,Tomislavgrad,,,Tomislavgrad:14
1028426:15,Dobrići,1028426,Tomislavgrad,,,Tomislavgrad:15
1028426:16,Donji Brišnik,1028426,Tomislavgrad,,,Tomislavgrad:16
1028426:17,Eminovo Selo,1028426,Tomislavgrad,,,Tomislavgrad:17
1028426:18,Galečić,1028426,Tomislavgrad,,,Tomislavgrad:18
1028426:19,Gornja Prisika,1028426,Tomislavgrad,,,Tomislavgrad:19
1028426:20,Gornji Brišnik,1028426,Tomislavgrad,,,Tomislavgrad:20
1028426:21,Grabovica,1028426,Tomislavgrad,,,Tomislavgrad:21
1028426:22,Jošanica,1028426,Tomislavgrad,,,Tomislavgrad:22
1028426:23,Kazaginac,1028426,Tomislavgrad,,,Tomislavgrad:23
1028426:24,Kolo,1028426,Tomislavgrad,,,Tomislavgrad:24
1028426:25,Kongora,1028426,Tomislavgrad,,,Tomislavgrad:25
1028426:26,Korita,1028426,Tomislavgrad,,,Tomislavgrad:26
1028426:27,Kovači,1028426,Tomislavgrad,,,Tomislavgrad:27
1028426:28,Krnjin,1028426,Tomislavgrad,,,Tomislavgrad:28
1028426:29,Kuk,1028426,Tomislavgrad,,,Tomislavgrad:29
1028426:30,Letka,1028426,Tomislavgrad,,,Tomislavgrad:30
1028426:31,Lipa,1028426,Tomislavgrad,,,Tomislavgrad:31
1028426:32,Liskovača,1028426,Tomislavgrad,,,Tomislavgrad:32
1028426:33,Lug,1028426,Tomislavgrad,,,Tomislavgrad:33
1028426:34,Mandino Selo,1028426,Tomislavgrad,,,Tomislavgrad:34
1028426:35,Mesihovina,1028426,Tomislavgrad,,,Tomislavgrad:35
1028426:36,Mijakovo Polje,1028426,Tomislavgrad,,,Tomislavgrad:36
1028426:37,Mokronoge,1028426,Tomislavgrad,,,Tomislavgrad:37
1028426:38,Mrkodol,1028426,Tomislavgrad,,,Tomislavgrad:38
1028426:39,Omerovići,1028426,Tomislavgrad,,,Tomislavgrad:39
1028426:40,Omolje,1028426,Tomislavgrad,,,Tomislavgrad:40
1028426:41,Oplećani,1028426,Tomislavgrad,,,Tomislavgrad:41
1028426:42,Pasić,1028426,Tomislavgrad,,,Tomislavgrad:42
1028426:43,Podgaj,1028426,Tomislavgrad,,,Tomislavgrad:43
1028426:44,Prisoje,1028426,Tomislavgrad,,,Tomislavgrad:44
1028426:45,Radoši,1028426,Tomislavgrad,,,Tomislavgrad:45
1028426:46,Rašćani,1028426,Tomislavgrad,,,Tomislavgrad:46
1028426:47,Rašeljke,1028426,Tomislavgrad,,,Tomislavgrad:47
1028426:48,Renići,1028426,Tomislavgrad,,,Tomislavgrad:48
1028426:49,Roško Polje,1028426,Tomislavgrad,,,Tomislavgrad:49
1028426:50,Rošnjače,1028426,Tomislavgrad,,,Tomislavgrad:50
1028426:51,Sarajlije,1028426,Tomislavgrad,,,Tomislavgrad:51
1028426:52,Seonica,1028426,Tomislavgrad,,,Tomislavgrad:52
1028426:53,Srđani,1028426,Tomislavgrad,,,Tomislavgrad:53
1028426:54,Stipanjići,1028426,Tomislavgrad,,,Tomislavgrad:54
1028426:55,Šuica,1028426,Tomislavgrad,,,Tomislavgrad:55
1028426:56,Tomislavgrad,1028426,Tomislavgrad,,,Tomislavgrad:56
1028426:57,Vedašić,1028426,Tomislavgrad,,,Tomislavgrad:57
1028426:58,Vinica,1028426,Tomislavgrad,,,Tomislavgrad:58
1028426:59,Vojkovići,1028426,Tomislavgrad,,,Tomislavgrad:59
1028426:60,Vranjače,1028426,Tomislavgrad,,,Tomislavgrad:60
1028426:61,Vrilo,1028426,Tomislavgrad,,,Tomislavgrad:61
1028426:62,Zaljiće,1028426,Tomislavgrad,,,Tomislavgrad:62
1028426:63,Zaljut,1028426,Tomislavgrad,,,Tomislavgrad:63
1028426:64,Zidine,1028426,Tomislavgrad,,,Tomislavgrad:64
1031837:4,Naseljeno mjesto,1031837,Prnjavor,,,Prnjavor:4
1031837:5,Babanovci,1031837,Prnjavor,,,Prnjavor:5
1031837:6,Brezik,1031837,Prnjavor,,,Prnjavor:6
1031837:7,Crkvena,1031837,Prnjavor,,,Prnjavor:7
1031837:8,Čivčije,1031837,Prnjavor,,,Prnjavor:8
1031837:9,Čorle,1031837,Prnjavor,,,Prnjavor:9
1031837:10,Doline,1031837,Prnjavor,,,Prnjavor:10
1031837:11,Donja Ilova,1031837,Prnjavor,,,Prnjavor:11
1031837:12,Donja Mravica,1031837,Prnjavor,,,Prnjavor:12
1031837:13,Donji Galjipovci,1031837,Prnjavor,,,Prnjavor:13
1031837:14,Donji Palačkovci,1031837,Prnjavor,,,Prnjavor:14
1031837:15,Donji Smrtići,1031837,Prnjavor,,,Prnjavor:15
1031837:16,Donji Štrpci,1031837,Prnjavor,,,Prnjavor:16
1031837:17,Donji Vijačani,1031837,Prnjavor,,,Prnjavor:17
1031837:18,Drenova,1031837,Prnjavor,,,Prnjavor:18
1031837:19,Gajevi,1031837,Prnjavor,,,Prnjavor:19
1031837:20,Galjipovci,1031837,Prnjavor,,,Prnjavor:20
1031837:21,Gornja Ilova,1031837,Prnjavor,,,Prnjavor:21
1031837:22,Gornja Mravica,1031837,Prnjavor,,,Prnjavor:22
1031837:23,Gornji Galjipovci,1031837,Prnjavor,,,Prnjavor:23
1031837:24,Gornji Palačkovci,1031837,Prnjavor,,,Prnjavor:24
1031837:25,Gornji Smrtići,1031837,Prnjavor,,,Prnjavor:25
1031837:26,Gornji Štrpci,1031837,Prnjavor,,,Prnjavor:26
1031837:27,Gornji Vijačani,1031837,Prnjavor,,,Prnjavor:27
1031837:28,Grabik Ilova,1031837,Prnjavor,,,Prnjavor:28
1031837:29,Gusak,1031837,Prnjavor,,,Prnjavor:29
1031837:30,Hrvaćani,1031837,Prnjavor,,,Prnjavor:30
1031837:31,Jadovica,1031837,Prnjavor,,,Prnjavor:31
1031837:32,Jasik,1031837,Prnjavor,,,Prnjavor:32
1031837:33,Karać,1031837,Prnjavor,,,Prnjavor:33
1031837:34,Kokori,1031837,Prnjavor,,,Prnjavor:34
1031837:35,Konjuhovci,1031837,Prnjavor,,,Prnjavor:35
1031837:36,Kremna,1031837,Prnjavor,,,Prnjavor:36
1031837:37,Kulaši,1031837,Prnjavor,,,Prnjavor:37
1031837:38,Lišnja,1031837,Prnjavor,,,Prnjavor:38
1031837:39,Lužani,1031837,Prnjavor,,,Prnjavor:39
1031837:40,Maćino Brdo,1031837,Prnjavor,,,Prnjavor:40
1031837:41,Mračaj,1031837,Prnjavor,,,Prnjavor:41
1031837:42,Mravica,1031837,Prnjavor,,,Prnjavor:42
1031837:43,Mujinci,1031837,Prnjavor,,,Prnjavor:43
1031837:44,Naseobina Babanovci,1031837,Prnjavor,,,Prnjavor:44
1031837:45,Naseobina Hrvaćani,1031837,Prnjavor,,,Prnjavor:45
1031837:46,Naseobina Lišnja,1031837,Prnjavor,,,Prnjavor:46
1031837:47,Novo Selo,1031837,Prnjavor,,,Prnjavor:47
1031837:48,Okolica,1031837,Prnjavor,,,Prnjavor:48
1031837:49,Orašje,1031837,Prnjavor,,,Prnjavor:49
1031837:50,Otpočivaljka,1031837,Prnjavor,,,Prnjavor:50
1031837:51,Paramije,1031837,Prnjavor,,,Prnjavor:51
1031837:52,Pečeneg Ilova,1031837,Prnjavor,,,Prnjavor:52
1031837:53,Popovići,1031837,Prnjavor,,,Prnjavor:53
1031837:54,Potočani,1031837,Prnjavor,,,Prnjavor:54
1031837:55,Prnjavor,1031837,Prnjavor,,,Prnjavor:55
1031837:56,Prosjek,1031837,Prnjavor,,,Prnjavor:56
1031837:57,Puraći,1031837,Prnjavor,,,Prnjavor:57
1031837:58,Ralutinac,1031837,Prnjavor,,,Prnjavor:58
1031837:59,Ratkovac,1031837,Prnjavor,,,Prnjavor:59
1031837:60,Skakavci,1031837,Prnjavor,,,Prnjavor:60
1031837:61,Srpovci,1031837,Prnjavor,,,Prnjavor:61
1031837:62,Šarinci,1031837,Prnjavor,,,Prnjavor:62
1031837:63,Šereg Ilova,1031837,Prnjavor,,,Prnjavor:63
1031837:64,Šibovska,1031837,Prnjavor,,,Prnjavor:64
1031837:65,Štivor,1031837,Prnjavor,,,Prnjavor:65
1031837:66,Velika Ilova,1031837,Prnjavor,,,Prnjavor:66
1031837:67,Vršani,1031837,Prnjavor,,,Prnjavor:67
1037615:4,Naseljeno mjesto,1037615,Livno,,,Livno:4
1037615:5,Bila,1037615,Livno,,,Livno:5
1037615:6,Bilo Polje,1037615,Livno,,,Livno:6
1037615:7,Bogdaše,1037615,Livno,,,Livno:7
1037615:8,Bojmunte,1037615,Livno,,,Livno:8
1037615:9,Čaić,1037615,Livno,,,Livno:9
1037615:10,Čaprazlije,1037615,Livno,,,Livno:10
1037615:11,Čelebić,1037615,Livno,,,Livno:11
1037615:12,Čuklić,1037615,Livno,,,Livno:12
1037615:13,Ćosanlije,1037615,Livno,,,Livno:13
1037615:14,Dobro,1037615,Livno,,,Livno:14
1037615:15,Donji Rujani,1037615,Livno,,,Livno:15
1037615:16,Drinova Međa,1037615,Livno,,,Livno:16
1037615:17,Držanlije,1037615,Livno,,,Livno:17
1037615:18,Golinjevo,1037615,Livno,,,Livno:18
1037615:19,Gornji Rujani,1037615,Livno,,,Livno:19
1037615:20,Grborezi,1037615,Livno,,,Livno:20
1037615:21,Grgurići,1037615,Livno,,,Livno:21
1037615:22,Gubin,1037615,Livno,,,Livno:22
1037615:23,Komorani,1037615,Livno,,,Livno:23
1037615:24,Kovačić,1037615,Livno,,,Livno:24
1037615:25,Lipa,1037615,Livno,,,Livno:25
1037615:26,Lištani,1037615,Livno,,,Livno:26
1037615:27,Livno,1037615,Livno,,,Livno:27
1037615:28,Lopatice,1037615,Livno,,,Livno:28
1037615:29,Lusnić,1037615,Livno,,,Livno:29
1037615:30,Ljubunčić,1037615,Livno,,,Livno:30
1037615:31,Mali Guber,1037615,Livno,,,Livno:31
1037615:32,Mali Kablići,1037615,Livno,,,Livno:32
1037615:33,Miši,1037615,Livno,,,Livno:33
1037615:34,Odžak,1037615,Livno,,,Livno:34
1037615:35,Orguz,1037615,Livno,,,Livno:35
1037615:36,Podgradina,1037615,Livno,,,Livno:36
1037615:37,Podgreda,1037615,Livno,,,Livno:37
1037615:38,Podhum,1037615,Livno,,,Livno:38
1037615:39,Potkraj,1037615,Livno,,,Livno:39
1037615:40,Potočani,1037615,Livno,,,Livno:40
1037615:41,Potok,1037615,Livno,,,Livno:41
1037615:42,Priluka,1037615,Livno,,,Livno:42
1037615:43,Prisap,1037615,Livno,,,Livno:43
1037615:44,Prolog,1037615,Livno,,,Livno:44
1037615:45,Provo,1037615,Livno,,,Livno:45
1037615:46,Radanovci,1037615,Livno,,,Livno:46
1037615:47,Rapovine,1037615,Livno,,,Livno:47
1037615:48,Sajković,1037615,Livno,,,Livno:48
1037615:49,Smričani,1037615,Livno,,,Livno:49
1037615:50,Srđevići,1037615,Livno,,,Livno:50
1037615:51,Strupnić,1037615,Livno,,,Livno:51
1037615:52,Suhača,1037615,Livno,,,Livno:52
1037615:53,Tribić,1037615,Livno,,,Livno:53
1037615:54,Veliki Guber,1037615,Livno,,,Livno:54
1037615:55,Veliki Kablići,1037615,Livno,,,Livno:55
1037615:56,Vidoši,1037615,Livno,,,Livno:56
1037615:57,Vrbica,1037615,Livno,,,Livno:57
1037615:58,Vržerala,1037615,Livno,,,Livno:58
1037615:59,Zabrišće,1037615,Livno,,,Livno:59
1037615:60,Zagoričani,1037615,Livno,,,Livno:60
1037615:61,Zastinje,1037615,Livno,,,Livno:61
1037615:62,Žabljak,1037615,Livno,,,Livno:62
1037615:63,Žirović,1037615,Livno,,,Livno:63
1039821:4,Naseljeno mjesto,1039821,Ravno,,,Ravno:4
1039821:5,Baljivac,1039821,Ravno,,,Ravno:5
1039821:6,Baonine,1039821,Ravno,,,Ravno:6
1039821:7,Belenići,1039821,Ravno,,,Ravno:7
1039821:8,Bobovišta,1039821,Ravno,,,Ravno:8
1039821:9,Cerovac,1039821,Ravno,,,Ravno:9
