sid,clusterLabel,scaleLabel,shapeLabel,locationLabel,centroidX,centroidY,minX,minY,maxX,maxY,w,h,A
10847:142395,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,592.077277,487.877130,588.109580,485.514540,594.782900,490.707930,6.673320,5.193390,34.657153
10847:142409,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,587.352338,482.639498,579.902100,478.622400,594.005700,487.731900,14.103600,9.109500,128.476744
10847:142417,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,579.577445,495.275561,578.755410,494.075400,580.431670,496.358480,1.676260,2.283080,3.827036
10847:142425,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,596.722143,483.142544,591.693300,480.443960,600.365200,485.779070,8.671900,5.335110,46.265540
10847:142433,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,569.753148,493.833864,567.816440,492.015520,572.029100,496.021760,4.212660,4.006240,16.876927
10847:142441,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,584.523905,499.556636,583.593400,497.733080,586.430710,500.630510,2.837310,2.897430,8.220907
10847:142450,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,583.341715,497.381557,581.552330,494.825750,584.900460,501.907350,3.348130,7.081600,23.710117
10847:142468,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,598.178939,491.294025,593.244900,485.683100,604.430700,496.622100,11.185800,10.939000,122.361466
10847:142476,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,574.200559,494.506789,571.046210,491.913760,575.892600,496.418420,4.846390,4.504660,21.831339
10847:142484,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,563.794564,512.354530,554.848800,501.996900,568.673900,521.318600,13.825100,19.321700,267.124435
10847:142492,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,580.952742,478.017859,579.939290,475.339790,582.802500,481.087450,2.863210,5.747660,16.456758
10847:142506,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,593.398660,481.040230,591.764400,480.003250,596.032900,482.325100,4.268500,2.321850,9.910817
10847:142514,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,579.287818,501.141937,575.668310,496.325400,582.965400,507.068700,7.297090,10.743300,78.394827
10847:142522,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,597.980720,503.581211,589.517800,489.357090,613.455400,523.979700,23.937600,34.622610,828.782189
10847:142549,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,574.005369,487.489076,569.018200,483.060330,577.846320,491.315160,8.828120,8.254830,72.874630
10847:142557,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,585.462257,510.496006,579.509430,500.021500,594.737830,526.509000,15.228400,26.487500,403.362245
10847:142565,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,573.070913,481.715963,568.229340,478.442820,576.434580,486.048030,8.205240,7.605210,62.402573
10847:142573,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,597.711635,471.960627,592.396720,468.344050,603.830700,476.778500,11.433980,8.434450,96.439333
10847:142581,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,577.390631,479.583648,574.163110,474.815530,580.488900,483.912370,6.325790,9.096840,57.544700
10847:142590,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,568.319962,502.283488,566.084400,499.824030,570.039160,505.758860,3.954760,5.934830,23.470828
10847:142603,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,557.343386,493.659026,554.090400,490.760030,560.260800,496.983030,6.170400,6.223000,38.398399
10847:142611,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,574.983782,490.911458,571.770460,488.914360,577.351560,494.620330,5.581100,5.705970,31.845589
10847:142620,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,583.260791,494.956068,579.965990,493.720000,586.726900,496.507230,6.760910,2.787230,18.844211
10847:142638,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,577.427316,496.052645,575.329710,493.561990,579.707920,498.554550,4.378210,4.992560,21.858476
10847:142646,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,578.681338,493.575836,575.727150,492.493940,580.610240,494.682220,4.883090,2.188280,10.685568
10847:142654,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,579.409537,489.299693,578.174200,486.290120,581.434800,491.659410,3.260600,5.369290,17.507107
10847:142662,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,559.720422,491.923800,553.204500,485.121870,566.145700,496.031800,12.941200,10.909930,141.187586
10847:142689,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,568.722922,489.089371,565.819650,481.676930,571.925400,495.549680,6.105750,13.872750,84.703543
10847:142697,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,579.652511,492.177512,579.056880,491.088830,579.978280,492.843100,0.921400,1.754270,1.616384
10847:142719,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,564.538961,500.248659,562.893680,497.069300,567.577480,504.541300,4.683800,7.472000,34.997354
10847:142727,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,578.013728,490.012499,576.209970,487.040190,579.261090,492.563400,3.051120,5.523210,16.851976
10847:142735,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,602.281920,484.589828,598.116100,477.888720,608.784500,491.625500,10.668400,13.736780,146.549464
10847:142743,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,584.615835,480.802117,579.982090,477.458650,589.919000,483.234350,9.936910,5.775700,57.392611
10847:142751,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,565.707812,496.705329,564.094850,492.397290,567.789840,498.980200,3.694990,6.582910,24.323787
10847:142760,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,559.609396,507.444695,552.202040,501.520800,563.454600,513.458900,11.252560,11.938100,134.334187
10847:142778,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,601.310653,488.513833,595.818450,484.337290,607.513450,495.183550,11.695000,10.846260,126.847011
10863:143073,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,604.558484,436.423583,602.489900,431.971200,606.683080,440.781300,4.193180,8.810100,36.942335
10863:143081,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,599.484786,430.851537,597.337020,427.429500,601.568030,435.135500,4.231010,7.706000,32.604163
10863:143090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,649.485751,428.131482,642.794550,423.958240,655.524450,433.690800,12.729900,9.732560,123.894516
10863:143103,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,656.155734,397.493310,651.045840,394.471340,659.747500,400.656150,8.701660,6.184810,53.818114
10863:143111,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,638.348685,415.358841,633.117190,411.497210,643.574000,420.150200,10.456810,8.652990,90.482672
10863:143120,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,685.393156,411.112443,681.258340,407.498840,692.303200,415.454240,11.044860,7.955400,87.866279
10863:143138,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,607.300758,446.155083,604.036380,442.055990,609.419480,449.008420,5.383100,6.952430,37.425626
10863:143146,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,617.492035,436.568939,614.225270,433.668170,621.785370,440.273330,7.560100,6.605160,49.935670
10863:143154,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,673.930721,406.639679,669.854130,403.962650,677.313830,409.618960,7.459700,5.656310,42.194376
10863:143162,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,658.460845,410.697423,654.828500,407.589600,661.934650,413.362500,7.106150,5.772900,41.023093
10863:143189,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,686.732485,404.093126,682.241480,398.758600,693.657090,408.671900,11.415610,9.913300,113.166367
10863:143197,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,665.155254,415.583752,662.472960,410.033880,667.640600,421.827380,5.167640,11.793500,60.944562
10863:143219,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,656.968949,405.383222,655.090940,402.827430,659.264090,408.859100,4.173150,6.031670,25.171064
10863:143227,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,671.062348,399.957375,667.078900,395.268200,675.830600,403.100100,8.751700,7.831900,68.542439
10863:143235,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,671.927709,412.840986,670.282340,409.620400,674.052210,415.475520,3.769870,5.855120,22.073041
10863:143243,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,686.223198,397.607604,681.636510,393.189080,690.515150,402.887800,8.878640,9.698720,86.111443
10863:143251,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,663.139269,408.939081,658.968300,405.425480,667.645600,414.396910,8.677300,8.971430,77.847790
10863:143260,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,609.120752,452.179213,604.091930,446.965580,614.876100,457.043100,10.784170,10.077520,108.677689
10863:143278,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,622.886357,434.869149,616.652790,426.144470,628.309500,440.820000,11.656710,14.675530,171.068397
10863:143286,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,668.294693,408.856739,666.238300,406.026910,671.300040,411.025410,5.061740,4.998500,25.301107
10863:143294,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,655.369248,394.023750,649.607710,390.840780,658.544210,396.078600,8.936500,5.237820,46.807778
10863:143308,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,639.516124,409.518835,634.369320,404.133590,647.964320,414.292620,13.595000,10.159030,138.112013
10863:143316,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,675.638896,426.187834,670.201660,422.331920,679.942880,428.643160,9.741220,6.311240,61.479177
10863:143324,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,674.730019,418.847976,667.954400,415.193610,680.135200,424.036800,12.180800,8.843190,107.717129
10863:143332,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,612.514008,438.303689,608.598030,434.027310,615.810310,443.290880,7.212280,9.263570,66.811461
10863:143359,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,661.227003,405.328098,657.882400,402.812530,664.340200,407.372000,6.457800,4.559470,29.444145
10863:143367,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,606.475606,437.821359,604.003500,433.762000,610.126200,443.300500,6.122700,9.538500,58.401374
10863:143375,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,662.056264,393.026343,654.225600,381.389000,669.719700,396.828800,15.494100,15.439800,239.225805
10863:143383,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,620.977198,441.340383,615.761210,439.522730,625.489820,443.246930,9.728610,3.724200,36.231289
10863:143391,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,643.705737,418.080892,638.732180,409.501200,647.938080,424.810200,9.205900,15.309000,140.933123
10863:143405,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,654.171020,432.179798,649.343770,425.704170,656.827880,436.104010,7.484110,10.399840,77.833547
10863:143413,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,640.781768,435.095134,634.937430,430.274400,646.001420,439.155310,11.063990,8.880910,98.258299
10863:143421,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,659.254745,400.610784,656.201380,397.697380,662.299100,403.225670,6.097720,5.528290,33.709964
10863:143430,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,671.560406,394.564730,666.179700,388.286900,679.036300,400.435600,12.856600,12.148700,156.190976
10863:143448,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,644.771968,400.862260,640.363500,397.330500,648.250560,403.669220,7.887060,6.338720,49.993865
10863:143456,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,653.612185,401.217140,648.057020,397.794160,656.902000,406.191760,8.844980,8.397600,74.276604
10863:143472,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,610.172901,441.664869,607.549600,438.693300,613.247600,444.403300,5.698000,5.710000,32.535580
10863:143499,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,662.790681,436.172140,657.689840,431.853360,668.224640,440.228220,10.534800,8.374860,88.227475
10863:143502,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,604.989600,426.857650,601.870700,421.524490,606.411530,431.962100,4.540830,10.437610,47.395413
10863:143529,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,640.542972,428.697643,637.797920,426.146510,642.786050,430.758270,4.988130,4.611760,23.004058
10863:143537,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,601.754732,433.354922,599.246260,425.596300,604.437900,439.381900,5.191640,13.785600,71.569872
10863:143545,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,615.538796,446.969512,611.421160,442.218300,619.998300,451.915350,8.577140,9.697050,83.172955
10863:143553,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,658.973157,417.673904,652.723700,411.254370,664.012900,422.214000,11.289200,10.959630,123.725455
10863:143561,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,651.338615,413.131530,647.986100,410.467590,655.026420,415.266680,7.040320,4.799090,33.787129
10863:143570,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,612.978476,432.199054,608.753240,428.575080,617.470550,435.404040,8.717310,6.828960,59.530161
10863:143588,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,665.025331,398.405410,661.528900,395.727950,667.979800,405.421950,6.450900,9.694000,62.535025
10863:143596,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,602.136156,424.099827,599.071700,422.358910,604.216400,426.866660,5.144700,4.507750,23.191021
10863:143618,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,681.924586,413.132792,679.326150,411.356610,683.311600,415.593420,3.985450,4.236810,16.885594
10863:143626,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,607.554124,431.995518,604.393310,427.948220,610.632360,434.508020,6.239050,6.559800,40.926920
10863:143634,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,619.125474,430.912920,613.941600,427.765550,623.877000,434.539250,9.935400,6.773700,67.299419
10863:143669,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,610.535085,445.633749,608.193680,442.718500,613.182170,448.860500,4.988490,6.142000,30.639306
10863:143677,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,669.119006,410.800066,667.096200,409.452940,671.394810,411.485620,4.298610,2.032680,8.737699
10863:143693,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,637.751184,427.701515,634.908230,424.521540,642.407300,431.157640,7.499070,6.636100,49.764578
10863:143707,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,609.940218,429.643906,606.021040,427.116450,612.636590,432.245470,6.615550,5.129020,33.931288
10863:143715,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,648.915330,420.797233,642.027120,413.624430,656.415310,428.377500,14.388190,14.753070,212.269974
10863:143723,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,652.642843,409.115829,647.239760,404.164660,657.847600,414.386360,10.607840,10.221700,108.430158
10863:143731,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,657.189364,435.400287,653.934000,431.784060,661.104490,438.456110,7.170490,6.672050,47.841868
10863:143740,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,678.878252,405.669896,673.741260,399.108000,682.859860,410.605900,9.118600,11.497900,104.844751
10863:143758,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,669.931536,403.714307,664.360370,398.992910,674.287000,407.400700,9.926630,8.407790,83.461020
10863:143774,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,630.419725,423.082652,625.543400,416.544980,636.470400,431.723700,10.927000,15.178720,165.857873
10863:143782,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,644.514256,433.361557,642.148200,430.341180,645.842420,435.827700,3.694220,5.486520,20.268412
10863:143804,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,645.765585,432.717985,640.610660,428.337650,650.290400,438.858730,9.679740,10.521080,101.841319
10863:143812,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,667.526328,424.826108,664.718100,421.506900,671.689500,432.076100,6.971400,10.569200,73.682121
10863:143839,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,662.595701,427.911165,655.059210,420.005900,669.543000,436.974380,14.483790,16.968480,245.767901
10863:143847,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,637.731210,421.530778,632.360300,417.661400,641.954230,424.810200,9.593930,7.148800,68.585087
10863:143863,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,614.158482,440.959995,611.611080,439.343700,617.567000,443.164650,5.955920,3.820950,22.757273
10863:143871,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,678.329029,412.716188,671.421500,408.101740,682.215400,418.141630,10.793900,10.039890,108.369569
10863:143880,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,668.495153,417.071633,663.948560,410.889490,672.221440,422.379190,8.272880,11.489700,95.052909
10863:143901,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,641.861350,403.255147,634.746500,399.830550,648.230800,407.433200,13.484300,7.602650,102.516413
10863:143910,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,661.148210,396.922802,659.285760,395.822130,662.916800,399.992350,3.631040,4.170220,15.142236
10863:170615,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,681.282943,418.272168,677.021900,412.590830,685.943700,426.137000,8.921800,13.546170,120.856220
10863:170623,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,672.983706,430.359543,669.370230,425.997400,677.409310,435.716000,8.039080,9.718600,78.128603
10863:170631,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,686.351979,415.939199,683.085700,413.629820,688.720010,419.935600,5.634310,6.305780,35.528719
10863:170640,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,689.373115,408.700363,686.436500,402.148000,694.711500,411.616000,8.275000,9.468000,78.347700
10871:143936,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,610.308415,459.980290,606.981110,455.921990,612.803590,464.648200,5.822480,8.726210,50.808183
10871:144029,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,616.882633,456.091199,611.027300,451.423210,622.086500,460.106600,11.059200,8.683390,96.031347
10871:170658,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,625.434572,467.754777,609.816800,456.494900,638.240400,482.987620,28.423600,26.492720,753.018476
10928:145807,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,634.013511,453.037499,631.169590,450.190330,635.929470,456.136580,4.759880,5.946250,28.303436
10928:145815,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,640.967590,444.634010,638.043360,440.984750,644.105170,447.396100,6.061810,6.411350,38.864386
10928:145823,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,619.719631,444.386617,618.476310,442.066000,620.630530,447.686110,2.154220,5.620110,12.106953
10928:145831,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,629.026401,444.126560,627.862690,442.921270,629.916300,445.316220,2.053610,2.394950,4.918293
10928:145840,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,628.316824,439.589931,624.429400,432.362200,633.247000,445.706800,8.817600,13.344600,117.667345
10928:145858,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,636.437228,462.378365,634.232940,460.439700,639.118110,464.783970,4.885170,4.344270,21.222497
10928:145866,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,638.307955,457.629378,633.645110,453.402310,641.851210,461.017300,8.206100,7.614990,62.489369
10928:145874,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,633.523350,433.551247,627.946400,428.506480,638.633000,439.601060,10.686600,11.094580,118.563339
10928:145882,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,639.835999,461.750383,636.459700,457.830790,642.190350,465.580800,5.730650,7.750010,44.412595
10928:145904,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,632.846184,446.401438,626.404200,436.660980,643.405100,454.266500,17.000900,17.605520,299.309685
10928:145912,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,623.411973,456.526384,619.805360,451.941980,626.096200,460.828400,6.290840,8.886420,55.903046
10928:145939,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,627.076182,449.040479,624.499670,444.470950,629.677700,454.265450,5.178030,9.794500,50.716215
10928:145947,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,622.407829,444.794806,620.117810,441.997440,625.039500,448.369610,4.921690,6.372170,31.361845
10928:145955,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,650.641895,438.233768,646.273100,434.693420,654.475410,441.753500,8.202310,7.060080,57.908965
10928:145963,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,624.030239,448.350917,620.191500,444.295850,627.281000,453.962200,7.089500,9.666350,68.529588
10928:145971,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,619.672191,451.450271,615.923620,447.523130,624.023730,455.491820,8.100110,7.968690,64.547266
10928:145980,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,637.269791,448.525010,633.812140,443.363360,640.185100,453.952460,6.372960,10.589100,67.483911
10928:145998,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,631.272825,458.587265,629.996850,457.035520,632.904500,460.645990,2.907650,3.610470,10.497983
10928:146005,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,633.795929,459.933627,630.759180,457.218310,636.012810,463.059520,5.253630,5.841210,30.687556
10928:146013,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,635.499964,452.859905,624.155400,443.434600,647.407800,462.460600,23.252400,19.026000,442.400162
10928:146021,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,644.817538,441.619221,641.151000,438.735240,647.687110,444.722900,6.536110,5.987660,39.136004
10987:148725,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,658.250308,179.975347,653.331600,174.831100,662.681060,183.421700,9.349460,8.590600,80.317471
10987:148733,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,663.211389,195.360797,661.354730,193.131570,665.091100,196.903140,3.736370,3.771570,14.091981
10987:148741,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,659.705390,184.114505,656.819950,182.513840,661.438390,185.738020,4.618440,3.224180,14.890682
10987:148750,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,684.556819,200.374942,682.380060,196.422520,686.591230,204.276540,4.211170,7.854020,33.074613
10987:148768,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,654.614314,184.309144,651.066100,180.949770,659.002250,187.102570,7.936150,6.152800,48.829544
10987:148776,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,663.178713,203.460553,657.624400,199.542500,669.717700,207.866400,12.093300,8.323900,100.663420
10987:148784,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,664.468562,162.155597,659.438240,159.381370,669.209940,165.501960,9.771700,6.120590,59.808569
10987:148792,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,690.447883,193.164438,687.568600,189.042800,693.206410,196.594320,5.637810,7.551520,42.574035
10987:148806,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,643.207170,185.501199,637.205010,182.192600,648.010800,190.128600,10.805790,7.936000,85.754749
10987:148814,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,671.752528,186.824912,669.297260,184.332650,673.810600,189.037000,4.513340,4.704350,21.232331
10987:148822,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,667.358598,180.141676,661.866630,177.345160,673.963520,182.273700,12.096890,4.928540,59.620006
10987:148849,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,662.587545,198.523975,659.232000,195.741050,665.516320,201.491900,6.284320,5.750850,36.140182
10987:148857,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,656.081753,191.302593,652.573100,186.652560,660.046980,195.418900,7.473880,8.766340,65.518573
10987:148865,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,676.078318,204.353182,669.165700,199.936200,683.398620,208.736700,14.232920,8.800500,125.256812
10987:148873,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,671.943196,182.404565,666.884800,178.551960,676.530540,186.910620,9.645740,8.358660,80.625461
10987:148881,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,668.790933,198.599678,664.079210,195.409030,674.322910,202.567100,10.243700,7.158070,73.325122
10987:148890,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,651.243560,187.424524,647.268200,182.292900,655.422200,192.358500,8.154000,10.065600,82.074902
10987:148903,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,672.479518,162.864478,667.456600,158.237300,677.614750,167.603400,10.158150,9.366100,95.142249
10987:148911,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,649.133515,193.431627,644.519100,187.451890,653.630720,198.930400,9.111620,11.478510,104.587821
10987:148920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,678.112245,199.736913,671.247170,195.454660,683.228600,203.419670,11.981430,7.965010,95.432210
10987:148938,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,677.563046,185.071194,671.350000,176.413830,684.152400,191.163230,12.802400,14.749400,188.827719
10987:148946,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,672.565889,176.878299,667.407920,173.029910,676.956720,181.108800,9.548800,8.078890,77.143705
10987:148954,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,695.420664,191.535344,686.187900,176.177690,702.188860,204.726000,16.000960,28.548310,456.800366
10987:148962,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,664.572779,176.644388,660.593380,174.395540,669.284210,179.008310,8.690830,4.612770,40.088800
10987:148989,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,663.982675,187.379876,663.101480,185.525830,665.098210,188.882100,1.996730,3.356270,6.701565
10987:148997,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,675.148375,194.585609,671.017930,190.047680,679.565940,199.158800,8.548010,9.111120,77.881945
10987:149004,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,680.853338,189.027776,677.582710,186.466370,684.038750,192.605600,6.456040,6.139230,39.635114
10987:149012,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,666.057215,201.458307,663.107700,197.830840,669.777790,204.850840,6.670090,7.020000,46.824032
10987:149039,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,685.510616,208.276855,683.168890,203.696690,686.915620,211.884100,3.746730,8.187410,30.676015
10987:149047,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,659.549764,186.175428,656.819310,185.386900,661.973690,186.925450,5.154380,1.538550,7.930271
10987:149055,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,669.139472,194.670674,663.868700,190.358240,673.292940,198.483700,9.424240,8.125460,76.576285
10987:149063,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,691.042283,179.901492,682.999900,173.610350,699.276360,188.981040,16.276460,15.370690,250.180421
10987:149071,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,687.778112,208.372775,685.661010,202.315200,690.649490,213.923800,4.988480,11.608600,57.909269
