sid,clusterLabel,scaleLabel,shapeLabel,locationLabel,centroidX,centroidY,minX,minY,maxX,maxY,w,h,A
10014:100013,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,673.587566,284.773783,671.392800,281.012600,676.735700,289.910200,5.342900,8.897600,47.538987
10014:100021,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,652.247959,287.516291,647.744300,278.558900,660.704800,294.761500,12.960500,16.202600,209.993797
10014:100030,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,652.782471,277.379242,648.307700,275.296800,658.625740,281.795700,10.318040,6.498900,67.055910
10014:100048,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,649.414557,298.679508,642.498200,291.934820,653.339580,304.355760,10.841380,12.420940,134.660130
10014:100056,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,673.125225,276.209398,670.371800,270.175600,676.928800,281.679900,6.557000,11.504300,75.433695
10014:100064,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,668.249011,279.153304,664.003800,269.532600,672.905200,286.788500,8.901400,17.255900,153.601668
10014:100072,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,631.545006,274.661420,621.180770,262.545610,642.589600,281.789900,21.408830,19.244290,411.997733
10014:100099,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,647.650699,281.673066,643.161000,278.000120,649.667600,287.387800,6.506600,9.387680,61.081879
10014:100102,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,644.252393,298.460255,641.680860,293.343200,646.875170,304.316800,5.194310,10.973600,57.000280
10014:100129,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,677.194780,279.929178,673.655390,276.329870,683.108200,283.724920,9.452810,7.395050,69.904003
10014:100137,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,680.423221,283.255714,675.485200,278.616490,683.283870,286.404200,7.798670,7.787710,60.733780
10014:100145,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,664.755048,288.545267,658.354560,284.619620,671.428900,293.805400,13.074340,9.185780,120.098011
10014:100153,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,643.064242,278.599651,638.631090,273.145820,648.260900,285.129480,9.629810,11.983660,115.400369
10014:100161,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,673.227212,301.439356,659.516800,284.852000,684.139700,320.666700,24.622900,35.814700,881.861777
10014:100170,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,634.392697,271.529223,628.224200,262.735830,641.140100,277.410500,12.915900,14.674670,189.536570
10014:100188,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,657.350383,273.479357,653.089500,270.412900,659.393610,276.364230,6.304110,5.951330,37.517839
10014:100196,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,654.107658,270.513472,649.159780,266.210840,657.567280,275.520240,8.407500,9.309400,78.268780
10014:100200,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,663.347914,277.620812,656.798800,271.287600,666.056900,285.223000,9.258100,13.935400,129.015327
10014:100218,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,657.374345,297.936211,651.605300,290.085100,665.643900,304.778370,14.038600,14.693270,206.272940
10014:164305,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,661.664917,285.744886,659.601580,284.620740,663.490660,286.867910,3.889080,2.247170,8.739424
10049:100811,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,35.502604,121.211277,29.124113,116.971400,42.638513,127.155400,13.514400,10.184000,137.630650
10049:100820,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,14.886833,139.526754,1.000000,131.142700,21.351200,150.201400,20.351200,19.058700,387.867415
10049:100838,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,35.820974,138.819830,19.730900,122.751460,56.435700,163.284060,36.704800,40.532600,1487.740976
10049:100846,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,35.207474,115.313903,27.788301,107.290980,43.152701,123.458030,15.364400,16.167050,248.397023
10049:100854,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,12.855290,96.976337,4.368495,87.599112,18.525200,109.765500,14.156705,22.166388,313.803022
10049:100862,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,75.595392,194.021073,69.357798,181.014040,83.913800,198.667240,14.556002,17.653200,256.960015
10049:100889,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,63.516433,187.155783,52.626101,173.011200,73.024300,196.087700,20.398199,23.076500,470.719039
10049:100897,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,27.012482,99.412145,22.101095,96.469840,32.876896,107.275840,10.775801,10.806000,116.443306
10049:100919,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,74.990232,173.860449,63.245300,170.336680,84.782500,181.065900,21.537200,10.729220,231.077357
10049:100927,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,70.455340,166.223153,57.638300,157.994210,92.381300,174.022100,34.743000,16.027890,556.856982
10049:100935,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,55.339738,137.964730,45.787888,132.626260,67.033800,144.835100,21.245912,12.208840,259.387940
10049:100943,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,71.693808,119.315987,57.842900,111.800300,87.850300,128.968200,30.007400,17.167900,515.164042
10049:100951,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,67.633026,153.726977,56.730000,146.993710,86.281200,164.483800,29.551200,17.490090,516.853148
10049:100960,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,19.430951,120.418636,13.105695,115.736440,23.186595,124.289910,10.080900,8.553470,86.226676
10049:100978,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,31.425305,122.562769,28.948320,119.298750,33.859501,125.431980,4.911181,6.133230,30.121403
10049:100986,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,57.831988,125.701590,49.644800,114.373370,67.130200,138.212090,17.485400,23.838720,416.829555
10049:100994,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,75.496950,225.214478,68.085694,218.120800,82.597400,233.693500,14.511706,15.572700,225.986444
10049:101001,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,78.632623,218.441163,73.741197,211.443130,84.113300,225.700600,10.372103,14.257470,147.879947
10049:101010,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,21.637793,134.226759,16.629100,130.052160,25.451592,138.741390,8.822492,8.689230,76.660662
10049:101028,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,15.086729,123.877742,10.898400,120.346440,17.886000,127.467290,6.987600,7.120850,49.757651
10049:101036,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,86.072485,228.504544,82.357104,220.958250,91.471400,237.894850,9.114296,16.936600,154.365186
10049:101044,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,88.273820,182.395894,75.728600,167.321700,100.783200,191.403320,25.054600,24.081620,603.355356
10049:101052,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,45.338734,161.577622,39.328100,154.991400,51.474494,169.548600,12.146394,14.557200,176.817487
10049:101079,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,48.919167,164.396528,43.256691,153.837100,53.649190,177.724500,10.392499,23.887400,248.249781
10049:101087,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,16.343158,108.032894,13.423670,104.605980,19.368206,111.934700,5.944536,7.328720,43.565840
10049:101095,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,28.458376,162.234365,17.223600,154.924300,35.242000,175.619400,18.018400,20.695100,372.892590
10049:101109,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,26.766324,158.085473,13.063800,152.355600,32.835200,164.546600,19.771400,12.191000,241.033137
10049:101117,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,23.184604,126.772378,20.514303,122.292960,25.839503,131.961960,5.325200,9.669000,51.489359
10049:101125,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,80.481030,205.780965,72.518272,193.872690,88.442800,214.101800,15.924528,20.229110,322.139029
10049:101133,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,81.967991,230.632904,76.192900,225.538830,84.504432,236.482700,8.311532,10.943870,90.960326
10049:101141,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,18.928958,127.403989,14.342607,123.267950,21.899405,131.677200,7.556798,8.409250,63.547004
10049:101150,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,59.375674,159.702103,56.352343,154.010090,64.029000,163.705900,7.676657,9.695810,74.431408
10049:101168,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,56.022280,148.284064,45.324396,141.993480,68.021000,154.026400,22.696604,12.032920,273.106420
10049:101176,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,11.510096,118.621952,8.790610,114.130700,13.652910,123.936100,4.862300,9.805400,47.676797
10049:101184,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,52.985203,167.491193,46.525010,161.517800,63.245300,176.521700,16.720290,15.003900,250.869559
10049:101192,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,84.705287,217.101921,80.415842,210.366800,89.669300,224.029440,9.253458,13.662640,126.426665
10049:101206,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,55.844086,158.621291,48.431269,152.556020,61.039906,164.914930,12.608637,12.358910,155.829010
10049:101214,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,47.295279,121.295416,39.754446,115.409410,54.184200,128.164510,14.429754,12.755100,184.052955
10049:101222,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,59.787958,113.090372,48.388703,109.414980,68.922900,117.449110,20.534197,8.034130,164.974408
10049:101249,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,97.222400,189.619588,88.555289,177.052500,105.363000,200.674280,16.807711,23.621780,397.028052
10049:101257,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,24.332771,120.324667,20.017700,113.675040,29.946700,125.771000,9.929000,12.095960,120.100787
10049:101265,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,21.289358,107.724169,16.329601,101.468000,29.432601,115.784240,13.103000,14.316240,187.585693
10049:101273,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,35.355735,164.756400,29.448504,157.689470,40.182004,170.792800,10.733500,13.103330,140.644593
10049:101281,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,94.940615,231.775163,88.202102,218.550400,102.472400,241.259100,14.270298,22.708700,324.059916
10049:101290,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,15.003746,112.886499,7.596298,107.039140,19.915398,118.339100,12.319100,11.299960,139.205337
10049:101303,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,25.472658,113.479307,21.453352,110.513150,29.576484,116.998600,8.123132,6.485450,52.682166
10049:101311,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,20.555324,151.612479,7.187700,142.680160,31.165800,162.508100,23.978100,19.827940,475.436328
10049:101320,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,27.982094,126.906235,25.272998,123.513640,30.271935,130.367050,4.998937,6.853410,34.259765
10049:151475,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,119.398349,267.252571,104.234540,253.642060,131.710800,278.360760,27.476260,24.718700,679.177428
10049:151483,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,102.991281,288.556082,93.395018,281.430620,113.831950,298.642800,20.436932,17.212180,351.764152
10049:151521,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,111.997410,324.000705,107.059130,311.431400,121.916780,335.979500,14.857650,24.548100,364.727078
10049:151564,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,115.717964,279.926053,103.991050,270.560610,127.663700,288.995210,23.672650,18.434600,436.395834
10049:151572,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,99.959922,243.683740,92.323104,233.389400,116.412100,254.426600,24.088996,21.037200,506.765027
10049:151599,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,97.054989,251.284224,93.372699,245.706440,99.962898,255.796940,6.590199,10.090500,66.498403
10049:151645,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,99.825015,257.648976,94.735100,250.007760,104.789810,267.131900,10.054710,17.124140,172.178262
10049:151653,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,91.700541,239.012158,87.225742,233.444410,96.187494,247.385700,8.961752,13.941290,124.938384
10049:151777,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,120.733394,296.753214,107.783900,282.351000,136.224600,317.996400,28.440700,35.645400,1013.780128
10049:151793,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,105.360926,272.184913,96.448250,259.374460,115.865000,280.906530,19.416750,21.532070,418.082820
10049:151807,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,119.226380,255.523379,107.863290,239.717940,133.457550,265.226940,25.594260,25.509000,652.883978
10146:106151,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,221.032144,397.359567,203.952800,382.549100,231.218100,406.312900,27.265300,23.763800,647.927136
10146:106160,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,144.733913,362.880907,134.356690,355.358930,154.179300,376.347230,19.822610,20.988300,416.042885
10146:106178,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,193.179021,360.556732,181.470720,354.600510,201.825530,366.155360,20.354810,11.554850,235.196776
10146:106186,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,196.911926,398.670873,182.324700,390.236500,206.275400,411.330900,23.950700,21.094400,505.225646
10146:106194,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,182.010432,372.676754,167.733840,358.933800,193.798820,384.622810,26.064980,25.689010,669.583532
10146:106208,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,208.998968,419.884094,191.189100,405.190050,219.479180,430.696700,28.290080,25.506650,721.585169
10146:106216,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,116.536796,343.908162,102.809100,329.021800,126.131100,353.602100,23.322000,24.580300,573.261757
10146:106224,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,125.461163,342.735985,118.118060,334.009800,132.257140,348.903700,14.139080,14.893900,210.586044
10146:106232,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,191.446009,376.280981,173.491900,365.169800,206.358600,389.282000,32.866700,24.112200,792.488444
10146:106259,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,204.275089,413.509859,183.348500,403.220000,215.781400,424.316700,32.432900,21.096700,684.227161
10146:106267,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,192.296412,391.880185,178.963350,380.270400,201.169600,410.669340,22.206250,30.398940,675.046461
10146:106275,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,152.390056,335.057032,141.706080,322.429030,161.072500,345.749520,19.366420,23.320490,451.634404
10146:106283,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,208.260995,397.008478,202.239540,390.752310,215.163240,401.822140,12.923700,11.069830,143.063162
10146:106291,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,151.951153,351.410921,147.986300,346.334110,157.379110,355.678190,9.392810,9.344080,87.767168
10146:106305,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,173.029789,367.912365,165.361180,362.771340,179.546660,374.075500,14.185480,11.304160,160.354936
10146:106313,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,156.635556,375.209068,142.417000,360.712700,171.781500,391.578700,29.364500,30.866000,906.364657
10146:106321,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,166.136185,345.060905,156.632380,330.247600,177.300570,352.853160,20.668190,22.605560,467.216009
10146:106330,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,184.425768,340.192549,175.017690,333.131080,193.168200,346.664880,18.150510,13.533800,245.645372
10146:106348,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,174.011101,354.561159,161.263350,346.649550,186.822700,363.316980,25.559350,16.667430,426.008677
10146:106356,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,133.975529,359.231185,125.398910,351.419200,140.331510,371.189700,14.932600,19.770500,295.224968
10146:106364,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,206.565227,381.842465,199.170200,365.770700,220.576700,391.517600,21.406500,25.746900,551.151015
10146:106372,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,159.002615,357.559668,152.632650,352.504080,165.547310,362.737400,12.914660,10.233320,132.159848
10146:106399,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,142.505538,355.997777,136.087320,348.359420,151.226380,362.713140,15.139060,14.353720,217.301828
10146:106402,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,136.120585,337.790754,126.930800,328.103200,145.330600,350.856440,18.399800,22.753240,418.655065
10146:106429,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,203.538887,354.221380,190.633840,339.002460,213.021700,365.809930,22.387860,26.807470,600.161885
10146:106437,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,203.608460,405.806776,182.324830,396.497000,215.383030,415.587600,33.058200,19.090600,631.100873
10146:106445,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,157.951947,339.411569,147.513800,326.378210,168.644200,350.613700,21.130400,24.235490,512.105598
10146:106453,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,130.970252,324.843851,116.235630,307.567110,149.482900,337.720710,33.247270,30.153600,1002.524881
10146:106461,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,131.793076,352.373348,126.131210,343.193300,136.696900,359.554600,10.565690,16.361300,172.868424
10146:106470,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,147.724748,367.174144,136.290300,359.217700,155.656200,379.515100,19.365900,20.297400,393.077419
10146:106488,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.947920,397.971699,158.401130,380.372200,182.324730,410.672700,23.923600,30.300500,724.897042
10146:106496,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,186.147171,350.654355,175.521100,340.967670,193.616450,359.251240,18.095350,18.283570,330.847598
10146:106500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,146.032905,350.908562,139.810600,344.592070,150.227240,355.066450,10.416640,10.474380,109.107846
10146:106518,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,125.091233,355.022981,120.690640,348.903300,127.913100,359.272300,7.222460,10.369000,74.889688
10146:106526,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,146.920043,327.148307,138.092560,316.784020,157.909160,336.670300,19.816600,19.886280,394.078456
10197:108049,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,402.718814,402.438469,400.867790,400.879990,404.687980,403.872400,3.820190,2.992410,11.431575
10197:108057,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,430.776088,402.087600,427.842230,396.807310,433.923720,403.666440,6.081490,6.859130,41.713731
10197:108065,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,425.743333,385.251751,423.222840,383.755520,429.516530,387.162280,6.293690,3.406760,21.441091
10197:108073,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,395.397439,417.111286,380.278060,406.267550,406.459500,431.842110,26.181440,25.574560,669.578808
10197:108081,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,429.857214,377.586254,427.028920,375.698060,432.170290,379.354350,5.141370,3.656290,18.798340
10197:108090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,438.764943,396.593992,433.224700,390.903300,443.166000,403.241750,9.941300,12.338450,122.660233
10197:108103,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,422.124662,398.381998,418.374100,395.999960,426.152590,400.283000,7.778490,4.283040,33.315584
10197:108111,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,431.759837,385.171011,428.376430,383.468900,435.078370,386.814120,6.701940,3.345220,22.419464
10197:108120,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,410.598562,403.485487,401.653130,393.217240,415.927000,411.957100,14.273870,18.739860,267.490325
10197:108138,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,412.086768,385.405289,408.777660,381.792050,414.990100,387.715590,6.212440,5.923540,36.799637
10197:108146,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,413.700539,414.399864,410.540050,409.394280,418.742840,421.179180,8.202790,11.784900,96.669060
10197:108154,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,438.426747,379.670698,434.894890,375.941530,442.507290,383.859910,7.612400,7.918380,60.277876
10197:108162,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,429.648540,382.661619,428.358930,381.467550,431.138160,384.118250,2.779230,2.650700,7.366905
10197:108189,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,416.535978,395.631186,413.837800,393.947000,419.419500,397.770220,5.581700,3.823220,21.340067
10197:108197,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,413.578563,387.536142,410.095560,384.680890,417.330070,391.081670,7.234510,6.400780,46.306507
10197:108219,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,405.212278,410.104194,402.960170,407.482990,407.374930,413.130500,4.414760,5.647510,24.932401
10197:108227,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,421.405917,405.140334,418.026700,401.887490,425.099900,407.593810,7.073200,5.706320,40.361943
10197:108235,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,423.840831,412.517261,420.155850,408.696800,428.586000,416.638700,8.430150,7.941900,66.951408
10197:108243,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,418.871637,392.931912,415.955690,391.441090,421.801000,395.789100,5.845310,4.348010,25.415466
10197:108251,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,427.175106,413.073917,422.256410,409.810610,432.953700,416.841280,10.697290,7.030670,75.209116
10197:108260,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,422.205762,422.782837,416.383830,420.073910,425.886460,426.849710,9.502630,6.775800,64.387920
10197:108278,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,428.981511,396.530283,424.201870,393.081600,436.256100,402.662000,12.054230,9.580400,115.484345
10197:108286,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,431.501404,370.524331,425.437760,364.889150,437.892110,376.091300,12.454350,11.202150,139.515497
10197:108294,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,426.798636,408.248873,421.895680,404.773280,432.692400,411.427190,10.796720,6.653910,71.840403
10197:108308,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,434.686201,376.982534,431.565160,375.039660,438.302410,379.353350,6.737250,4.313690,29.062408
10197:108316,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,445.395407,408.478855,437.016160,403.062610,454.613040,414.710230,17.596880,11.647620,204.961771
10197:108324,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,424.654861,425.311377,422.047420,422.209870,426.550000,428.673730,4.502580,6.463860,29.104047
10197:108332,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,412.443781,446.498002,410.514860,437.613310,414.661790,452.468440,4.146930,14.855130,61.603184
10197:108359,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,446.786538,395.697978,441.191970,388.529940,453.249060,405.922300,12.057090,17.392360,209.701250
10197:108367,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,409.362867,449.730853,406.439950,440.927670,411.916200,456.477400,5.476250,15.549730,85.154209
10197:108375,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,433.643380,381.193547,429.620260,378.862230,437.566100,383.636350,7.945840,4.774120,37.934394
10197:108383,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,419.096769,411.227665,414.688790,407.182770,422.582870,415.904630,7.894080,8.721860,68.851061
10197:108391,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,407.514321,400.053927,404.376400,396.618410,411.459760,402.574530,7.083360,5.956120,42.189342
10197:108405,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,404.063519,385.662324,399.619010,380.304170,409.998490,390.091720,10.379480,9.787550,101.589679
10197:108413,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,415.141941,430.529410,410.453060,424.416140,421.157790,436.630000,10.704730,12.213860,130.746074
10197:108421,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,409.094155,384.270450,405.822720,383.162290,411.797130,385.804000,5.974410,2.641710,15.782659
10197:108430,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,402.954796,398.363503,399.608290,395.908990,405.776000,401.480440,6.167710,5.571450,34.363088
10197:108448,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,416.745751,398.704447,413.616470,395.294840,419.820200,401.378900,6.203730,6.084060,37.743866
10197:108456,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,434.844503,406.989175,432.675510,405.137950,436.753900,409.985770,4.078390,4.847820,19.771301
10197:108464,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,420.300070,385.219603,416.032720,383.164920,424.231670,388.831330,8.198950,5.666410,46.458612
10197:108472,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,409.943743,390.012415,408.087470,386.572030,411.920600,393.855770,3.833130,7.283740,27.919522
10197:108499,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,426.886815,393.682180,419.414300,389.654020,434.665100,398.007120,15.250800,8.353100,127.391457
10197:108502,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,434.315665,383.880747,430.850920,382.462860,437.837900,386.540500,6.986980,4.077640,28.490389
10197:108529,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,427.963803,374.338565,425.349150,372.323820,430.935070,376.401150,5.585920,4.077330,22.775639
10197:108537,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,407.112442,397.237719,405.044420,396.273870,409.022540,398.112260,3.978120,1.838390,7.313336
10197:108545,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,393.049663,436.532252,384.540930,429.709780,403.786300,446.313890,19.245370,16.604110,319.552240
10197:108553,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,426.342824,373.863929,425.239740,372.790600,427.776300,375.195850,2.536560,2.405250,6.101061
10197:108561,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,430.499638,414.262036,422.191510,409.556330,438.382630,419.712230,16.191120,10.155900,164.435396
10197:108570,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,420.855660,427.611027,418.281290,423.919800,424.036700,431.157400,5.755410,7.237600,41.655355
10197:108588,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,434.541909,415.995669,428.928650,412.409830,440.827200,419.898300,11.898550,7.488470,89.101935
10197:108596,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,417.065557,390.177200,414.337970,387.719790,420.237640,391.948210,5.899670,4.228420,24.946283
10197:108600,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,417.112019,442.894413,411.870690,434.074510,420.610350,451.012300,8.739660,16.937790,148.030526
10197:108618,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,417.445229,382.172305,414.253280,378.479040,419.960610,385.578660,5.707330,7.099620,40.519874
